,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm
706,Tyree Ihenacho,North Dakota,Sum,23,70,90.3,21.1,46.1,47.39,5.3,16,26.3,24.9,32,61,0.525,58,133,0.436,0.7,2.8,33.7,Fr,4-Jun,4,0.430945,2021,72493,"Prior Lake, MN",James Madison,1.41791967,48,106,10,27,0.452830189,0.37037037,1,1,1,2.32557,0,-1.97543,-1.92725,-0.0481747
707,Jalen Warren,Florida Gulf Coast,ASun,15,61.9,98.5,23.7,51.7,54.37,1.3,6.7,16.3,20.2,28,39,0.718,46,88,0.523,1.1,1.4,26.5,Sr,3-Jun,5,1.27889,2021,70892,"Milton, ON",Illinois Chicago,1.025630966,36,61,10,27,0.590163934,0.37037037,0,1,0,1.77047,0,-2.20428,-0.797043,-1.40723
708,Charles Falden,Winthrop,BSth,25,51.9,111.7,20.6,55.9,59.25,5,12.2,5.1,17.5,43,54,0.796,46,80,0.575,0.4,2.1,28.9,Sr,3-Jun,11,1.713,2021,51211,"Richmond, VA",James Madison,0.411764706,28,42,18,38,0.666666667,0.473684211,0,0,0,2.18559,0,3.1558,2.64124,0.514565
709,Jamison Overton,Utah Valley,WAC,17,65.1,98.1,25.9,49,52.17,4.7,10.8,14.2,17.2,67,110,0.609,90,178,0.506,2.9,2.2,56.1,Sr,6-Jun,22,2.06109,2021,72005,"San Diego, CA",Weber St.,0.872336985,45,81,45,97,0.555555556,0.463917526,15,18,0.833333333,2.48625,0,0.712044,0.346262,0.365782
710,Charles Manning Jr.,LSU,SEC,6,9.4,95.5,14.5,41.4,42.41,6.1,11.2,7.6,14,1,1,1,12,23,0.522,1,1.5,3.4,Sr,5-Jun,21,0.315958,2021,71479,"Riverhead, NY",South Alabama,1.249887506,9,17,3,6,0.529411765,0.5,2,3,0.666666667,1.40695,0,-1.18344,-0.842009,-0.34143
711,Josh LeBlanc Sr.,LSU,SEC,25,35.9,130.7,10,66.7,61.61,11.8,16,5.3,11.9,8,23,0.348,36,54,0.667,4.9,3.3,42.6,Jr,7-Jun,11,2.03727,2021,65517,"Baton Rouge, LA",UAB,1.555555556,33,45,3,9,0.733333333,0.333333333,15,16,0.9375,2.00514,0,5.46524,2.15983,3.30541
712,Justin Johnson,Southern Miss,CUSA,21,42.9,96.4,18.2,45.2,49.11,3.3,9.8,13.4,14.6,24,34,0.706,40,87,0.46,2.6,1.5,32.4,Jr,6-Jun,2,0.55124,2021,72788,"Fort Lauderdale, FL",UT Rio Grande Valley,1.388986116,28,50,12,37,0.56,0.324324324,1,1,1,1.62754,0,-1.00111,-1.3346,0.333484
713,Matt Cross,Miami FL,ACC,14,34.1,105.5,14.5,57.7,59.29,4.6,10.7,11.3,22.9,7,8,0.875,15,28,0.536,2.2,1.7,10.3,Fr,7-Jun,33,1.26919,2021,73105,"Beverly, MA",Louisville,1,14,23,1,4,0.608695652,0.25,0,0,0,2.27094,0,1.93359,1.18708,0.746508
714,Yuat Alok,Coppin St.,MEAC,11,26,88.8,23.2,62,61.89,7.4,19.7,8.4,31.1,11,19,0.579,33,53,0.623,4.3,0.7,25.3,Sr,11-Jun,23,0.239251,2021,65618,"Auckland, New Zealand",New Mexico St.,0.242433333,18,24,9,19,0.75,0.473684211,1,2,0.5,1.74187,0,-4.76912,-4.23901,-0.530117
715,Mark Smith,Missouri,SEC,26,73.2,97.7,17.5,46.5,50.96,2.1,10.1,6.4,16,53,70,0.757,40,88,0.455,0.5,1.8,32.6,Sr,5-Jun,13,1.50377,2021,51592,"Edwardsville, IL",Kansas St.,0.684228532,30,56,10,32,0.535714286,0.3125,3,5,0.6,2.9977,0,1.39507,0.45729,0.937778
716,Aaron Estrada,Oregon,P12,9,10,94.2,15.1,48.1,50.18,0,18.6,10.5,20.8,3,4,0.75,8,12,0.667,0,1.6,15.4,So,4-Jun,24,0.236448,2021,70970,"Woodbury, NJ",Hofstra,1.166641668,7,7,1,5,1,0.2,0,0,0,1.37397,0,-1.78232,-2.48706,0.704736
717,Ray Salnave,DePaul,BE,19,57.8,82.3,18.5,37.5,42.25,2.6,11.2,10.5,22.8,23,27,0.852,27,79,0.342,0.3,2.3,21.1,Sr,3-Jun,10,-0.0106004,2021,49147,"Elmont, NY",UMBC,0.757600184,8,24,19,55,0.333333333,0.345454545,0,0,0,2.49055,0,-2.10678,-3.42371,1.31693
718,Jelly Walker,Tulane,Amer,23,83.7,97.8,24.3,45.7,50.21,1.4,5.2,32.9,16.8,57,69,0.826,75,171,0.439,0.2,3,25.9,Jr,11-May,2,2.48316,2021,71706,"Port Washington, NY",UAB,1.867942542,44,75,31,96,0.586666667,0.322916667,0,0,0,3.17119,0,1.26874,0.806798,0.461944
719,Jakolby Long,Southern Illinois,MVC,12,6.2,89.3,14.9,50,59.91,2,12,9.4,32.7,5,6,0.833,4,8,0.5,1.9,2.9,75,Sr,5-Jun,25,-0.0442726,2021,45184,"Oklahoma City, OK",Bethune Cookman,1,3,7,1,1,0.428571429,1,0,0,0,0.450935,0,-3.26467,-3.92821,0.663537
720,Brandon Stone,La Salle,A10,3,2.9,31.8,18.1,33.3,33.33,4.1,25.9,6,68.5,0,0,0,1,3,0.333,16.3,0,0,So,11-Jun,23,-1.72901,2021,70355,"Alverton, PA",Robert Morris,0.166666667,1,2,0,1,0.5,0,1,1,1,0.839856,0,-10.6966,-12.4856,1.78906
721,Dante Treacy,Robert Morris,Horz,17,76,83.9,17.2,37.4,39.12,1.8,8.4,24.9,25.6,15,29,0.517,19,59,0.322,0.8,1.8,23.6,Jr,Jun-00,3,-0.898614,2021,68091,"Orlando, FL",UNC Greensboro,2,12,38,7,21,0.315789474,0.333333333,0,0,0,1.53464,0,-6.62518,-4.4939,-2.13129
722,Hayden Koval,UNC Greensboro,SC,30,48.9,126,14.8,54.8,58.62,5.6,15.5,4.5,6.5,39,49,0.796,46,72,0.639,11.8,0.9,31.6,Sr,1-Jul,25,2.04646,2021,51225,"Prosper, TX",Cincinnati,1.500150015,36,46,10,25,0.782608696,0.4,13,14,0.928571429,2.29545,0,5.62656,2.42843,3.19814
723,Walt McGrory,Wisconsin,B10,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,3-Jun,3,-0.323735,2021,50232,"Minneapolis, MN",South Dakota,0,NA,NA,NA,NA,0,0,NA,NA,0,0.0843089,0,-31.7095,-33.5441,1.83451
724,Holland Woods,Arizona St.,P12,25,65,107.1,13.3,48.2,52.97,1,8.8,12.6,11.4,32,37,0.865,26,53,0.491,0,2.1,26.2,Sr,1-Jun,0,1.51719,2021,50560,"Phoenix, AZ",Grand Canyon,2.611111111,17,28,9,25,0.607142857,0.36,0,0,0,2.34528,0,1.88452,0.74149,1.14303
725,Moussa Cisse,Memphis,Amer,28,46.4,90.9,20.9,55.2,51.07,13.4,23.7,5,22.4,24,74,0.324,80,144,0.556,10.5,0.9,51,Fr,10-Jun,32,0.616846,2021,72682,"Conakry, Guinea",Oklahoma St.,0.295469009,72,118,8,26,0.610169492,0.307692308,44,49,0.897959184,2.86475,0,1.07772,-1.91382,2.99154
726,Shawndarius Cowart,Hofstra,CAA,3,3.4,65.5,16.3,25,40.4,0,11.1,21.1,45.8,2,2,1,1,2,0.5,0,5.6,50,Jr,2-Jun,3,-0.813105,2021,72739,"Pensacola, FL",Grambling St.,1,1,2,0,0,0.5,0,0,0,0,1.03072,0,-5.25254,-8.07283,2.82029
727,Elyjah Williams,Fairleigh Dickinson,NEC,21,72,105.9,22.4,60.5,61.16,6,20,18.8,25,33,52,0.635,98,164,0.598,5,2.1,24.3,Sr,7-Jun,21,2.30908,2021,50434,"Evanston, IL",Northwestern,0.928569286,79,123,19,41,0.642276423,0.463414634,9,10,0.9,2.18964,0,0.930524,1.37369,-0.44317
728,Demond Robinson,Murray St.,OVC,21,54.4,102.6,15.6,60.2,61.88,7.6,14.4,8,27.5,17,23,0.739,62,103,0.602,4.7,1.4,22.3,So,8-Jun,0,0.67508,2021,70546,"Montgomery, AL",Kennesaw St.,0.666666667,37,49,25,54,0.755102041,0.462962963,6,9,0.666666667,2.16164,0,-1.26023,-2.08533,0.825099
729,Hakim Byrd,Marist,MAAC,21,58.4,98.7,21.4,46.9,52.61,1.5,8.2,18.1,18,41,49,0.837,33,72,0.458,0,2.2,34,Fr,10-May,1,1.00872,2021,72288,"Philadelphia, PA",UMBC,1.250032813,18,35,15,37,0.514285714,0.405405405,0,0,0,1.93784,0,-0.126753,0.102662,-0.229415
730,Charlie Moore,DePaul,BE,16,67.1,96.3,26.6,47.4,50.23,2.5,9.6,28.2,21.9,32,42,0.762,57,128,0.445,0,1.9,20.1,Sr,11-May,11,2.68362,2021,44420,"Chicago, IL",Miami FL,1.264150943,34,73,23,56,0.465753425,0.410714286,0,0,0,3.19216,0,1.41982,1.58012,-0.160305
731,Pavlo Dziuba,Arizona St.,P12,8,3.3,50.1,7.7,100,76.92,0,7.2,0,65.5,1,2,0.5,1,1,1,3.3,0,200,Fr,8-Jun,51,-0.62018,2021,73411,"Kyiv, Ukraine",Maryland,0,1,1,0,0,1,0,0,0,0,0.323122,0,-9.2612,-8.33747,-0.923733
732,Micah Peavy,Texas Tech,B12,29,50.3,99,19.2,45.9,46.31,11.2,7,13.5,17.5,18,38,0.474,73,156,0.468,1.3,1.7,23.9,Fr,7-Jun,5,1.21491,2021,73292,"Cibolo, TX",TCU,1.21214518,45,86,28,70,0.523255814,0.4,13,15,0.866666667,2.3632,0,0.496547,-0.482584,0.979131
733,Jannson Williams,Marshall,CUSA,22,59.9,106,17.4,53.4,54.37,3.3,16.1,2.5,8.9,17,26,0.654,35,56,0.625,8.7,1.5,14.6,Sr,9-Jun,3,1.39542,2021,47011,"Newnan, GA",Eastern Kentucky,0.533294221,29,42,6,14,0.69047619,0.428571429,13,14,0.928571429,2.57133,0,2.12759,1.01074,1.11685
734,Tavian Dunn-Martin,Duquesne,A10,18,75.4,92.8,21.6,43.9,47.67,0.8,8.1,23.7,21.8,32,42,0.762,29,70,0.414,0,1.9,24.4,Sr,8-May,0,1.18264,2021,45090,"Huntington, WV",Florida Gulf Coast,1.454590083,17,33,12,37,0.515151515,0.324324324,0,0,0,2.73763,0,-1.03604,-0.525115,-0.510929
735,Marcus Tsohonis,Washington,P12,23,44.1,101.5,27,51.5,53.88,4.2,8.5,13.4,14.6,34,48,0.708,62,126,0.492,0.2,1,24.1,So,3-Jun,0,2.20732,2021,71982,"Portland, OR",VCU,0.812477539,18,33,44,93,0.545454545,0.47311828,0,0,0,1.45182,0,2.49599,4.37467,-1.87868
736,Savion Flagg,Texas A&M,SEC,17,61.7,104.3,20.7,48.1,50.95,8.6,12.3,20,18.4,23,32,0.719,32,61,0.525,1.9,1.6,24.2,Sr,7-Jun,1,2.13282,2021,51373,"Alvin, TX",Sam Houston St.,1.392811608,22,34,10,27,0.647058824,0.37037037,5,5,1,2.48966,0,4.20363,3.80573,0.397897
737,Trent Buttrick,Penn St.,B10,25,33,97.3,14.3,51.5,53.35,7.6,19.5,7.1,26.8,8,11,0.727,10,20,0.5,3.2,2.2,16.7,Sr,8-Jun,15,0.52007,2021,51081,"Bloomsburg, PA",Massachusetts,0.590909091,10,17,0,3,0.588235294,0,2,3,0.666666667,1.53853,0,1.03223,-1.02967,2.06191
738,Christian Gray,Fresno St.,MWC,17,26.4,109.7,19.9,59.6,61.27,10.6,14.5,6,19.4,25,40,0.625,31,51,0.608,0.5,0.3,76.9,Sr,6-Jun,11,1.26782,2021,67846,"Moreno Valley, CA",Cal St. Northridge,0.466698668,22,35,9,16,0.628571429,0.5625,0,0,0,1.05379,0,-2.63547,-1.13739,-1.49808
739,Christian Ings,Rider,MAAC,22,60,87.1,21.9,42,47.9,2.8,13.8,18.3,24.1,54,83,0.651,50,115,0.435,0.4,2,60.6,So,2-Jun,0,0.345799,2021,70679,"Philadelphia, PA",Norfolk St.,1.03999648,28,54,22,61,0.518518519,0.360655738,3,4,0.75,1.21815,0,-5.19291,-3.47386,-1.71905
740,Justin McKoy,Virginia,ACC,19,21.3,107.7,20.8,50.9,53.39,11.1,26.1,9.4,14.8,8,10,0.8,25,49,0.51,0,1.2,17.2,So,8-Jun,4,1.04624,2021,70875,"Raleigh, NC",North Carolina,1,18,33,7,16,0.545454545,0.4375,2,3,0.666666667,1.31595,0,1.31056,1.23089,0.0796744
741,Elijah Hardy,Portland St.,BSky,16,38.6,82.1,28.6,38.2,42.05,4.4,15.7,16.4,20.7,21,28,0.75,29,82,0.354,0.4,3.9,22,Jr,2-Jun,4,0.137276,2021,66451,"Oakland, CA",Cal St. Northridge,0.71875,12,28,17,54,0.428571429,0.314814815,0,0,0,1.82469,0,-1.10004,-1.78058,0.680548
742,Jermaine Marshall,Akron,MAC,15,12.1,99.7,18.5,30.4,45.28,8.7,33,8.1,15,15,19,0.789,4,8,0.5,1,2.2,82.6,So,6-Jun,4,0.283419,2021,72787,"Hueytown, AL",Samford,0.833380561,4,7,0,1,0.571428571,0,1,1,1,0.855704,0,-1.28609,-3.51856,2.23247
743,Joey Reilly,Holy Cross,Pat,3,0.9,0,0,0,0,0,19.8,25.4,0,0,0,0,0,0,0,0,0,0,So,Jun-00,11,-0.6425,2021,71265,"Cromwell, CT",Sacred Heart,0,NA,NA,NA,NA,0,0,NA,NA,0,0.123997,0,-8.63003,-6.45215,-2.17788
744,Ques Glover,Florida,SEC,20,16.7,81.4,21.3,42.4,47.83,2.2,8.5,14,31.9,10,11,0.909,15,34,0.441,0,3.7,23.9,So,11-May,0,0.0623906,2021,71831,"Knoxville, TN",Samford,0.65,8,17,8,20,0.470588235,0.4,0,0,0,0.975252,0,-2.91261,-4.62752,1.7149
745,Oumar Ballo,Gonzaga,WCC,24,11.7,100.5,21.5,62.9,61.51,13,16.1,2.9,26.6,16,29,0.552,22,35,0.629,3.9,1.8,82.9,Fr,Jul-00,21,0.446859,2021,70681,"Koulikoro, Mali",Arizona,0.187490625,19,28,3,7,0.678571429,0.428571429,2,6,0.333333333,0.81298,0,-0.393936,-1.93822,1.54428
746,DeAngelo Epps,College of Charleston,CAA,17,54.1,92.3,15.9,52,55.28,2.6,11.1,4.7,25.1,15,19,0.789,23,42,0.548,2,1.8,25,So,5-Jun,3,0.0282705,2021,70909,"Charlotte, NC",Hampton,0.5,15,20,8,22,0.75,0.363636364,3,4,0.75,1.45786,0,-3.10467,-2.20613,-0.898537
747,Jayden Gardner,East Carolina,Amer,18,88.1,99.8,26.7,46.3,52.48,6.5,21.5,10.2,14.3,93,126,0.738,109,239,0.456,0.6,0.9,51.4,Jr,7-Jun,1,3.16158,2021,66051,"Wake Forest, NC",Virginia,0.600025334,58,110,51,129,0.527272727,0.395348837,1,2,0.5,3.65536,0,1.04722,1.58959,-0.542372
748,Carter Collins,Davidson,A10,21,64.6,117.2,22.2,55.6,58.62,2.5,14.8,20.9,13.5,40,53,0.755,44,84,0.524,1.2,1.6,31,Sr,3-Jun,24,3.53683,2021,51755,"Chapel Hill, NC",Murray St.,2.107173725,28,51,16,33,0.549019608,0.484848485,1,1,1,2.36356,0,4.80359,4.36682,0.436763
749,Christian Bishop,Creighton,BE,31,58,115,21.8,68.4,66.57,7.8,21.7,10,18.9,59,105,0.562,140,203,0.69,4.8,1.7,50.7,Jr,7-Jun,13,3.1369,2021,65500,"Lee's Summit, MO",Texas,0.711517825,127,167,13,36,0.760479042,0.361111111,48,53,0.905660377,3.13232,0,6.35184,3.11586,3.23598
750,Tim Ceaser,Coastal Carolina,SB,20,30,78.9,18.2,38.7,42.5,7.3,14.7,6.8,29.8,11,14,0.786,14,34,0.412,5.1,0.6,19.7,So,9-Jun,11,-0.505918,2021,70257,"Marion, AR",Utah Valley,0.4,11,20,3,14,0.55,0.214285714,3,4,0.75,1.18326,0,-6.12487,-5.26107,-0.863798
751,Kaiden Rice,The Citadel,SC,21,88.3,104.5,22.1,51.1,54.08,2,11.8,5.8,9.5,45,51,0.882,55,94,0.585,0.1,0.6,16.1,Sr,7-Jun,11,2.59455,2021,51123,"Columbia, SC",Georgetown,0.75,39,59,16,35,0.661016949,0.457142857,4,5,0.8,1.58008,0,-1.66251,2.0149,-3.67741
752,De'Monte Buckingham,Cal St. Bakersfield,BW,24,47.5,103.7,21,43.7,47.66,6.2,20.6,13.3,15.3,28,34,0.824,42,96,0.438,0.6,1.6,21.5,Sr,4-Jun,13,1.24376,2021,45310,"Richmond, VA",UNC Greensboro,1.100017334,18,32,24,64,0.5625,0.375,0,0,0,1.75465,0,1.24405,1.21504,0.0290077
753,Nate Jenkins,Iowa St.,B12,10,4.9,76.1,12.7,28.6,37.74,7.2,7.4,7.4,28.5,2,2,1,2,3,0.667,0,4.8,28.6,So,2-Jun,2,-0.232601,2021,71033,"Delafield, WI",Green Bay,0.666666667,1,1,1,2,1,0.5,0,0,0,0.397589,0,-5.04974,-5.67875,0.629006
754,LaDavius Draine,Southern Miss,CUSA,23,71.1,82.8,19.4,44.3,46.25,2,15.2,14.1,23.3,20,29,0.69,30,77,0.39,0,1.9,15.8,Sr,4-Jun,11,-0.273691,2021,50179,"Calhoun City, MS",Tulsa,0.905660377,13,26,17,51,0.5,0.333333333,0,0,0,2.60814,0,-3.58348,-3.43173,-0.151755
755,Marvin Johnson,Eastern Illinois,OVC,26,72.2,92.9,32.2,49.3,51.88,4.6,15.2,34.3,26,55,75,0.733,132,262,0.504,2.2,3.6,21.6,Sr,6-Jun,4,1.86941,2021,72003,"Ardmore, OK",Oklahoma,1.043102096,81,128,51,134,0.6328125,0.380597015,19,23,0.826086957,2.45839,0,0.325511,0.475912,-0.150402
756,Serrel Smith,East Tennessee St.,SC,23,59.1,94.2,17.8,39.7,46.39,2.1,9.8,9.2,16.5,42,51,0.824,35,85,0.412,0.2,2,35.2,Jr,4-Jun,1,0.500697,2021,66150,"St. Petersburg, FL",South Florida,0.965517241,14,29,21,56,0.482758621,0.375,2,2,1,2.10328,0,-2.82747,-2.79873,-0.0287392
757,Ody Oguama,Wake Forest,ACC,19,49.6,103,20.7,47.3,52.17,12.1,18,3.8,15.1,42,63,0.667,52,110,0.473,1.9,1,57.3,So,9-Jun,33,1.81881,2021,70550,"Raleigh, NC",Cincinnati,0.32,34,64,16,44,0.53125,0.363636364,4,7,0.571428571,2.07271,0,-1.56951,-0.750863,-0.818643
758,Jaelen House,Arizona St.,P12,21,38.9,91.6,17,50,51.29,1.1,11.4,14.4,21.4,9,13,0.692,17,44,0.386,0,4.8,12.6,So,1-Jun,10,0.457571,2021,70857,"Phoenix, AZ",New Mexico,1.192310799,16,27,1,17,0.592592593,0.058823529,0,0,0,2.05711,0,2.64637,-0.539581,3.18595
759,Au'Diese Toney,Pittsburgh,ACC,16,63.6,106.6,21.7,51.8,55.47,7.2,11.9,13.4,18.2,58,87,0.667,59,113,0.522,0.4,2.1,52.4,Jr,6-Jun,5,3.20572,2021,66315,"Huntsville, AL",Arkansas,0.973684211,41,76,18,37,0.539473684,0.486486486,7,11,0.636363636,3.44733,0,2.61387,2.21773,0.396144
760,Isiah Dasher,Portland,WCC,16,49.5,83,22.4,41.7,45.22,2.2,12.7,13.7,17.1,24,36,0.667,41,93,0.441,2.4,2.6,30,Jr,3-Jun,3,0.232996,2021,73525,"Jersey City, NJ",Saint Peter's,0.774209365,34,66,7,27,0.515151515,0.259259259,2,2,1,1.33282,0,-4.00639,-2.94149,-1.06489
761,Bahaide Haidara,George Mason,A10,21,21.3,99.6,19.4,54.8,49.4,17.3,19.3,13.7,21,3,16,0.188,23,40,0.575,2.4,3.8,38.1,So,6-Jun,3,0.404051,2021,70999,"Montreal, PQ",St. Francis NY,0.928504085,19,29,4,11,0.655172414,0.363636364,1,1,1,1.02412,0,2.60125,1.29172,1.30953
762,Jamal Cain,Marquette,BE,27,74.1,107.4,16.4,51.8,53.5,5.9,17.4,6.7,13.2,26,36,0.722,65,125,0.52,0.9,1.7,16.1,Sr,7-Jun,23,2.23088,2021,50596,"Pontiac, MI",Oakland,0.866708667,37,65,28,60,0.569230769,0.466666667,11,13,0.846153846,3.29279,0,3.73467,2.09169,1.64298
763,Riley Voss,Cornell,Ivy,24,34.8,85.3,14.4,43.8,42.9,2.1,13.9,15.6,21.7,0,3,0,9,27,0.333,1.7,2.8,4.2,Jr,6-Jun,21,-0.344212,2020,50320,"Milford, OH",Wright St.,2.105227148,3,12,6,15,0.25,0.4,0,0,0,1.0024,0,-2.96527,-3.06525,0.0999771
764,Alphonso Anderson,Utah St.,MWC,28,40.3,102.6,21.1,46.8,49.61,6.5,12.1,7.4,13.3,29,41,0.707,45,103,0.437,0.3,1.4,24.1,Sr,6-Jun,10,1.12715,2021,70877,"Tacoma, WA",Pacific,0.791686805,34,67,11,36,0.507462687,0.305555556,3,3,1,1.94783,0,1.01783,0.528875,0.488955
765,Xavier Johnson,Pittsburgh,ACC,18,58.5,105.8,28.9,49.2,55.37,1.9,11.8,42.2,23,70,89,0.787,55,110,0.5,0.5,2.6,47.3,Jr,3-Jun,1,3.57201,2021,65690,"Woodbridge, VA",Indiana,1.745744097,44,78,11,32,0.564102564,0.34375,5,7,0.714285714,2.98253,0,3.8202,2.90762,0.912581
766,Anderson Kopp,Lamar,Slnd,28,68.6,91.3,22.2,40.2,45.01,3.3,14.3,9.4,12.6,58,70,0.829,55,141,0.39,1.2,2,24.1,So,5-Jun,11,0.586404,2021,70278,"Houston, TX",UMKC,0.894775624,25,50,30,91,0.5,0.32967033,0,0,0,1.84146,0,-2.45526,-0.895027,-1.56023
767,Rashad Williams,Oakland,Horz,28,64.2,96.3,23.2,47.5,49.57,0.4,5.8,6.7,12.9,37,47,0.787,31,85,0.365,0,1.6,13,Jr,2-Jun,1,1.1847,2021,66339,"Detroit, MI",Saint Louis,0.595266667,15,26,16,59,0.576923077,0.271186441,0,0,0,1.19234,0,-3.83112,-0.234302,-3.59682
768,Jalen Coleman-Lands,Iowa St.,B12,23,78.5,103.1,21.5,54,56.12,3.6,10.2,7.8,16.1,31,36,0.861,62,129,0.481,0.3,1.4,13,Sr,4-Jun,5,2.97703,2021,40204,"Indianapolis, IN",Kansas,0.58695,14,26,48,103,0.538461538,0.466019417,0,0,0,2.61067,0,1.87461,2.89361,-1.019
769,Yor Anei,SMU,Amer,11,27.9,112,17.7,59.8,63.59,9.2,5.1,3,20,18,24,0.75,26,39,0.667,14.4,1.5,52.2,Jr,10-Jun,10,1.86022,2021,66363,"Overland Park, KS",DePaul,0.249977083,23,28,3,11,0.821428571,0.272727273,11,12,0.916666667,2.14746,0,4.44947,0.145835,4.30364
770,Jaemyn Brakefield,Duke,ACC,22,28.5,99.9,15.9,48.7,48.33,6.2,17.7,6,14.5,5,12,0.417,20,41,0.488,3,1.9,16,Fr,8-Jun,5,0.566528,2021,73102,"Jackson, MS",Mississippi,0.909,18,29,2,12,0.620689655,0.166666667,1,2,0.5,1.33127,0,1.15957,0.398863,0.760708
771,Zach Cooks,NJIT,AE,19,93.1,96.5,25.3,46.6,50.25,2.1,14.1,9.5,13.3,61,85,0.718,85,190,0.447,0.2,3.4,30.1,Sr,10-May,4,2.06299,2021,50648,"Lawrenceville, GA",Hofstra,0.682932481,49,93,36,97,0.52688172,0.371134021,0,0,0,2.97938,0,0.737734,0.829796,-0.0920615
772,David Walker,South Alabama,SB,3,5.2,105.1,26.1,52.4,52.43,2.2,4.2,5,4.4,6,12,0.5,11,18,0.611,0,1.2,57.1,Jr,3-Jun,2,1.68306,2021,73415,"Toronto, ON",Cal St. Bakersfield,0.399975999,10,17,1,1,0.588235294,1,1,1,1,1.13968,0,-6.32646,-0.894312,-5.43215
773,Kamari Williams,Boston College,ACC,15,23.1,88.1,13.3,46.3,46.54,4.7,6.5,3.9,20.3,2,4,0.5,5,10,0.5,0.6,0.9,10,So,7-Jun,14,-0.124482,2021,71534,"Sandy Spring, MD",Miami OH,0.4445,3,6,2,4,0.5,0.5,0,1,0,0.803584,0,-3.06493,-0.926427,-2.13851
774,Silvio De Sousa,Kansas,B12,17,11.6,88.3,23,48.4,50.71,17.5,21.8,2.5,29.1,13,24,0.542,12,29,0.414,12.5,0.8,77.4,Jr,9-Jun,22,0.361091,2020,52444,"Luanda, Angola",Chattanooga,0.11764083,12,21,0,8,0.571428571,0,3,3,1,1.35211,0,-2.34362,-5.10122,2.7576
775,Charlie Daniels,Stephen F. Austin,Slnd,18,36.3,95.7,19.1,60.7,56.78,14.6,14.6,5.4,27.2,12,31,0.387,37,61,0.607,3.5,1.7,50.8,Sr,9-Jun,12,0.289456,2021,71421,"Jacksonville, FL",Minnesota,0.54836743,30,46,7,15,0.652173913,0.466666667,1,1,1,1.24669,0,-4.46054,-3.60521,-0.855336
776,Mattia Acunzo,Toledo,MAC,30,37,122.6,18.1,59.7,63,7.7,17.4,9.9,14.7,37,49,0.755,48,81,0.593,0.9,0.9,41.5,Fr,8-Jun,4,1.70427,2021,72079,"Sardinia, Italy",Robert Morris,1.190428571,38,61,10,20,0.62295082,0.5,1,1,1,1.32668,0,2.20105,2.78648,-0.585426
777,Darweshi Hunter,Weber St.,BSky,6,2.9,55.8,20.4,21.4,21.43,5.9,5.1,13.3,24,0,0,0,0,4,0,0,2.4,0,So,5-Jun,24,-0.431757,2021,73192,"Cincinnati, OH",Northern Illinois,3.500175009,0,2,0,2,0,0,0,0,0,0.245406,0,-17.3608,-13.1249,-4.23582
778,Ahmir Langlais,Western Carolina,SC,23,21.8,89,18.5,48.2,47.15,8.6,22.7,4.3,17.5,10,25,0.4,27,56,0.482,1.5,0.5,44.6,Fr,8-Jun,25,0.0142831,2021,71978,"Atlanta, GA",USC Upstate,0.3125,25,48,2,8,0.520833333,0.25,2,3,0.666666667,0.650502,0,-5.79919,-3.91265,-1.88654
779,Alfred Hollins,Oregon St.,P12,2,1.3,67.5,23.2,50,40.82,7,7,11.1,30.9,1,4,0.25,0,1,0,0,10.7,133.3,Sr,6-Jun,4,-0.320329,2021,52087,"San Francisco, CA",UTEP,1,0,0,0,1,0,0,0,0,0,1.20355,0,5.9092,-2.3243,8.23351
780,Kenny Cooper,Western Kentucky,CUSA,24,31.3,82.2,14.8,34.7,40.96,1.3,8.6,19.8,28.9,19,30,0.633,10,32,0.313,0.9,2.4,50.8,Sr,Jun-00,21,-0.482694,2021,45823,"Nashville, TN",Tennessee St.,1.555555556,7,18,3,14,0.388888889,0.214285714,0,0,0,1.47313,0,-3.7546,-4.8136,1.05901
781,Mike Nuga,Kent St.,MAC,12,45,125,20.6,61.5,63.32,3.1,15.4,11,11.7,23,29,0.793,42,66,0.636,0,2,18.6,Sr,2-Jun,1,4.42808,2021,68038,"Toronto, ON",UNLV,1.166690741,NA,NA,NA,NA,0,0,NA,NA,0,3.23615,0,6.549,5.99861,0.550389
782,Myles Douglas,Saint Joseph's,A10,10,12.8,94.5,18.7,50,49.62,2,11.7,13.5,13.9,4,9,0.444,7,14,0.5,0,0.5,28.1,Jr,7-Jun,2,0.380049,2021,50839,"Edgewood, MD",Morgan St.,1.4,6,11,1,3,0.545454545,0.333333333,0,0,0,0.569331,0,-2.76611,-1.2429,-1.52321
