"","player_name","team","conf","Min_per","ORtg","usg","eFG","ORB_per","DRB_per","AST_per","TO_per","blk_per","stl_per","ftr","yr","ht","new.school","dbpm","X","School","Conference","GP","Min.","ORTG","USG","EFG","OR.","DR.","AST.","TOV.","BLK.","STL.","FTR","Year","Height","DBPM"
"384","Robert Brown","New Mexico St.","WAC",1.8,97.7,16.2,25,0,12.7,0,18.3,0,3,100,"So","9-Jun","Iona",1.62791,1211,"Iona","MAAC",4,4.4,35.5,25,33.3,3.7,7,11.2,64.3,7.5,0,0,"Jr","9-Jun",-1.78848
"385","Rodney Henderson Jr.","Cal St. Northridge","BW",54,108,19.1,48.7,4.8,9.6,5.4,8,0.8,1.6,19.7,"Jr","5-Jun","Rider",-2.891,1925,"Rider","MAAC",21,49.6,101.7,18.5,49.3,3.6,16.1,7.2,10.3,1.6,2.4,14.6,"Sr","5-Jun",-1.37162
"386","Rodney Howard","Georgia","SEC",13.6,91.2,12.1,56.5,9.1,12.7,3,24.1,8.8,0.7,69.6,"Fr","11-Jun","Georgia Tech",1.57136,3207,"Georgia Tech","ACC",19,13.6,112.1,10.9,54.2,4.4,18.5,3.5,11.3,6.2,1.2,29.2,"So","10-Jun",1.64417
"387","Romello White","Arizona St.","P12",68.8,107.6,18.7,56.9,10,23.7,6.9,21.3,4.6,0.9,60.9,"Jr","8-Jun","Mississippi",1.84513,258,"Mississippi","SEC",28,69.2,113.7,19.7,64.9,8.6,16.9,7.7,23,5.5,1,56.9,"Sr","8-Jun",2.7105
"388","Russel Tchewa","Texas Tech","B12",9.2,90.9,20.3,50,8.7,13.2,7.3,22.4,7,1.5,20.6,"Fr","Jul-00","South Florida",2.42751,2725,"South Florida","Amer",21,29,82.1,18.3,43.9,9.1,13.6,1.7,22.2,2.5,1.2,56.1,"So","Jul-00",-0.434053
"389","Russell Barlow","TCU","B12",1,0,0,0,0,0,13.3,0,0,0,0,"So","10-Jun","Cal Baptist",3.31728,1099,"Cal Baptist","WAC",2,0.4,0,0,0,0,0,0,0,0,0,0,"Jr","10-Jun",-0.398363
"390","Ryan Betley","Penn","Ivy",62.6,102.8,17.5,53,1.6,18.7,7.6,13.3,0.8,1.9,15.1,"Sr","5-Jun","California",0.512528,163,"California","P12",28,68.6,90.7,18.8,45.5,1.4,13.6,9.6,17.2,1,0.6,17.6,"Sr","5-Jun",-0.708035
"391","Ryan Boyce","Memphis","Amer",2.6,85.4,11.5,50,3.5,5.8,5.4,14.4,3.2,0,80,"Fr","6-Jun","Georgia St.",0.944147,1260,"Georgia St.","SB",19,35.6,113.6,14.4,59.4,6.9,8.1,4.3,17.6,3.1,0.4,18.8,"So","6-Jun",-1.60395
"392","Ryan Murphy","Pittsburgh","ACC",55.6,95.9,17.8,45.5,2.1,7.1,10.6,16.6,0.5,2.1,13.4,"Jr","2-Jun","Tulane",0.650202,21,"Duquesne","A10",9,16.5,84.2,18.8,40,3.7,13.2,11.8,15.6,0,2.5,7.5,"Sr","2-Jun",1.40043
"393","Salif Boudie","Arkansas St.","SB",35.5,107.9,14,56.6,11.1,17.4,3.1,26.3,4.8,1.3,83.6,"Jr","8-Jun","UMass Lowell",0.207954,289,"UMass Lowell","AE",23,34.7,107.2,23.5,63.3,9.7,22.1,9.1,22.2,6.6,1.6,43.9,"Sr","8-Jun",1.01412
"394","Sam DeVault","Austin Peay","OVC",4.7,145.2,8.3,100,1.9,4.1,0,23.3,0,1,57.1,"Fr","10-Jun","Bellarmine",-1.22189,3273,"Bellarmine","ASun",20,23.5,99.8,22,56.2,2.1,9.8,5.4,16.1,1.5,1.9,4.1,"So","10-Jun",-2.13153
"395","Sam Green","Drexel","CAA",43.3,98,15.8,51.7,5.7,10.1,7,19.4,0.7,1.2,9,"Sr","6-Jun","Howard",-1.98029,264,"Howard","MEAC",4,66.9,73,13,38.1,1,16.2,6.6,23.4,5.2,1,19,"Sr","6-Jun",-2.26602
"396","Sam Hauser","Marquette","BE",82.6,124,19.2,57.6,3.7,19.5,14.5,11.7,1.7,1.1,21,"Jr","8-Jun","Virginia",2.14376,40,"Virginia","ACC",25,85.2,123.6,22.2,61.1,3.4,21.6,11.6,9,1.4,1.1,16.4,"Sr","8-Jun",1.62484
"397","Sam Iorio","American","Pat",82.5,111.4,18.1,52.5,3.9,16.8,10.4,11.4,2.4,1.6,18.7,"So","6-Jun","South Alabama",-0.564745,552,"South Alabama","SB",22,53.6,102,17.7,47.3,5.7,12.7,8.9,14.1,3.6,1.4,15.6,"Jr","7-Jun",-1.38414
"398","Samari Curtis","Nebraska","B10",3.8,107.2,11.7,60,0,14.5,3.7,18.7,2,0,20,"Fr","4-Jun","Evansville",-1.08349,2794,"Evansville","MVC",17,37,100.5,25.2,56.4,1.4,14.6,7.1,18.3,0.6,1.7,32,"So","4-Jun",-3.04368
"399","Samba Diallo","Massachusetts","A10",67.2,95.5,16.1,44.7,8.1,17.7,6.4,20.5,0.7,1.8,59.4,"So","7-Jun","Manhattan",0.0290682,1429,"Manhattan","MAAC",19,59.6,87.8,17.6,43.3,7.6,18.5,8.6,26.5,0.5,2.8,49,"Jr","7-Jun",0.209558
"400","Samba Kane","Illinois","B10",6.4,82.5,18.8,59.1,5.1,7.2,4.7,27.9,13.1,1.3,31.8,"Fr","Jul-00","San Francisco",3.31316,1679,"San Francisco","WCC",23,22.2,104.5,14.7,62.2,8.9,19.6,0.9,23,6.5,0.3,22.2,"Jr","Jul-00",0.911736
"401","Sammy Friday IV","Siena","MAAC",23.7,98.1,23,53.7,13.4,16.6,1.4,21.5,3.3,1.2,56.1,"Sr","9-Jun","Eastern Illinois",-1.16247,203,"Eastern Illinois","OVC",21,33.7,112.5,23.5,60,13.1,16.5,4.9,15.1,2.4,0.9,48,"Sr","9-Jun",-3.00303
"402","Samson George","Pittsburgh","ACC",1.6,79.2,21.5,16.7,15.7,16.9,0,0,0,0,100,"Jr","7-Jun","Central Arkansas",-4.80774,364,"Central Arkansas","Slnd",14,27.3,70.3,17.6,32.3,6.7,15.2,4.5,23.4,0.8,0.4,32.3,"Sr","7-Jun",-3.05905
"403","Sean East II","Massachusetts","A10",69.8,95.6,23.7,44.7,2.8,7.7,36.1,23.2,0.1,2.3,24.1,"Fr","3-Jun","Bradley",-1.34511,2803,"Bradley","MVC",22,59.7,100.4,20.9,46.4,2.8,9.7,25.4,17.1,0.4,2.3,11.2,"So","3-Jun",0.554715
"404","Sean Miller-Moore","Oregon St.","P12",20.6,108,18,67.9,15.6,10.6,7.4,26,0.4,1.2,30.2,"Jr","5-Jun","Grand Canyon",-2.01256,2928,"Grand Canyon","WAC",21,38,90.1,16.1,43,6.9,12.3,17.4,26.7,1.5,1.5,38.6,"Sr","4-Jun",1.67377
"405","Sean Mobley","VCU","A10",44.8,91.3,13.8,47,2.7,11.1,11.8,23.2,1.8,1.6,27,"So","8-Jun","UCF",3.26937,731,"UCF","Amer",23,47.7,83.6,13.4,41.8,4.9,7.9,12.6,33.8,1,1.2,36.1,"Jr","8-Jun",0.315336
"406","Seikou Sisoho Jawara","Loyola Marymount","WCC",36.2,91.1,18.1,52.8,0.9,6.4,17.5,25.8,0.3,2.6,15,"Fr","3-Jun","Weber St.",-0.176971,2277,"Weber St.","BSky",20,82.6,113.7,19.6,59.9,0.8,8.9,17.5,17.7,0.6,1.4,25.7,"So","3-Jun",-0.776785
"407","Seth Towns","Harvard","Ivy",64.1,102.6,30.4,50,4.4,20,15.9,15.6,3,1.8,28.3,"So","7-Jun","Ohio St.",1.3552,164,"Ohio St.","B10",25,21.7,113.9,16.5,52,4.9,17.4,4.8,10.5,2.1,1.1,23.7,"Sr","8-Jun",1.10327
"408","Seventh Woods","North Carolina","ACC",25.3,83.8,19.3,44.6,1.2,8.1,28.2,38.2,1.3,4.3,37.8,"Jr","2-Jun","South Carolina",3.86602,284,"South Carolina","SEC",18,40.7,76.8,20.3,39,1.2,9.1,18.6,26.7,0.3,3.1,10.5,"Sr","2-Jun",0.336527
"409","Shamiel Stevenson","Pittsburgh","ACC",2.4,93.2,21.6,62.5,0,23.7,8.7,25.1,3.7,5.5,8.3,"So","6-Jun","Nebraska",4.44569,337,"Nebraska","B10",25,34.2,85.6,22.4,46.5,3.6,14.7,7,25.3,2,2.2,59,"Jr","6-Jun",1.39738
"410","Shandon Goldman","Northern Iowa","MVC",19.1,89.4,19.4,44,6.9,19.2,9.5,19.5,3,0.3,39.7,"Jr","10-Jun","Tennessee Tech",0.0905107,135,"Tennessee Tech","OVC",27,58.3,96.8,18.7,54.1,5.9,16.8,13.9,21.3,1.9,1.4,21.5,"Sr","10-Jun",-1.17056
"411","Shareef O'Neal","UCLA","P12",10.3,84.8,19.4,35.7,14.8,20.8,4.6,19.8,2.9,1.9,67.9,"Fr","9-Jun","LSU",-1.11396,1560,"LSU","SEC",10,12.4,98.9,12.3,41.7,9.9,21.7,0,12.4,3.9,1.9,66.7,"So","10-Jun",0.00967605
"412","Shaun Williams","Kansas St.","B12",3.6,78.6,31.9,45,7.5,8.1,31.9,32.4,0,2.6,0,"So","3-Jun","Cal St. Bakersfield",-2.42467,1042,"Cal St. Bakersfield","BW",21,44.5,103.7,26.4,46.5,2.5,10.9,30.4,19,0.6,2.1,21.4,"So","3-Jun",-0.787568
"413","Shawn Williams","New Mexico St.","WAC",31.1,99.3,20.6,46.1,5.2,6.6,5.6,19.2,0.4,0.2,25.2,"Jr","1-Jun","Nicholls St.",-3.09202,129,"Nicholls St.","Slnd",7,9.2,88.8,16,36.2,2.4,7.2,3.6,7.6,0,0,17.2,"Sr","1-Jun",-3.64532
"414","Silas Adheke","Northern Kentucky","Horz",33,106.6,14.4,52.6,13.7,25.2,4.4,20.3,4,0.9,22.1,"Jr","8-Jun","East Tennessee St.",0.20526,1850,"East Tennessee St.","SC",23,65.5,99.1,14.8,50,10.1,16.4,7.6,22.5,4.9,2.1,42.5,"Sr","8-Jun",1.83665
"415","Skyelar Potter","Wright St.","Horz",8.4,81.5,20.1,42.9,1,19.2,6.8,21.2,0,1.1,22.9,"So","3-Jun","Morehead St.",-0.769096,1728,"Morehead St.","OVC",28,74.3,107.2,19.7,57.1,5.5,15.6,7.8,21.9,0.4,1.2,28.9,"Jr","3-Jun",0.311309
"416","Sloan Seymour","Siena","MAAC",65.2,106.4,16.6,54.8,0.6,2.9,1.7,6.3,0.4,0.5,1.1,"Fr","9-Jun","George Washington",-3.37593,1057,"George Washington","A10",12,21.8,111.8,16.2,51.2,0.8,5.2,8.1,4.8,0.7,0.4,27.9,"Jr","9-Jun",-2.33236
"417","Tahj Eaddy","Santa Clara","WCC",63.1,95.9,19.9,49.6,1.5,8.1,15.6,18.6,0.1,2,22.2,"Jr","2-Jun","USC",-0.419773,247,"USC","P12",33,79.5,116.3,20,53.7,1.5,8.4,16.5,13.3,0,1.1,20.9,"Sr","2-Jun",1.46723
"418","Tai Strickland","Wisconsin","B10",3.6,100,35,47.8,2.4,8.9,31,17.7,0,2.5,34.8,"Fr","2-Jun","Temple",-0.685605,1754,"Temple","Amer",7,11.3,63.9,18,17.6,3.1,7.4,2.8,13.5,0,2.4,76.5,"So","2-Jun",-0.218048
"419","Takal Molson","Canisius","MAAC",80.6,102.3,28,48.8,6.3,13.9,13.5,16.4,1,2.3,42.9,"So","5-Jun","Seton Hall",-2.06108,789,"Seton Hall","BE",27,48,86.3,19.2,38.5,5.4,11.9,8.4,20.9,0.6,1.6,42.2,"Jr","5-Jun",0.180301
"420","Taurean Thompson","Seton Hall","BE",0.3,118.3,46.9,100,0,26,62.1,29.9,0,0,300,"Jr","11-Jun","Detroit",6.77763,204,"Detroit","Horz",2,0.2,0,0,0,0,0,0,0,0,0,0,"Sr","11-Jun",-3.59996
"421","Terrell Brown","Seattle","WAC",90,99.7,34,41.4,4.4,15.4,32.6,11.9,1.4,2.5,31.7,"Jr","1-Jun","Arizona",0.356253,338,"Pittsburgh","ACC",21,26.4,88.1,16.3,43.5,12.2,14.9,1.6,26.1,9.2,0.8,45.7,"Sr","10-Jun",1.3334
"422","Terrell Brown","Seattle","WAC",90,99.7,34,41.4,4.4,15.4,32.6,11.9,1.4,2.5,31.7,"Jr","1-Jun","Arizona",0.356253,2467,"Robert Morris","Horz",3,1.3,0,0,0,0,12,15.4,0,0,0,0,"So","2-Jun",-1.1958
"423","Terrell Gomez","Cal St. Northridge","BW",93.8,118.1,22.4,55.4,1,6.7,12.4,9.9,0,1.3,24.2,"Jr","8-May","San Diego St.",-3.42019,763,"San Diego St.","MWC",27,60.7,112.4,17.4,54.1,0.2,6.9,18,14.1,0,2.3,8.7,"Sr","8-May",1.68879
"424","Terry Nolan Jr.","George Washington","A10",60.4,95.1,22.5,46.7,2,16.9,14.5,15.6,1.7,2.1,56.1,"So","2-Jun","Bradley",0.943418,384,"Bradley","MVC",19,50.6,102.3,24,51.8,2.4,9.1,23.3,22.3,1.7,2.5,30.5,"Jr","4-Jun",0.633968
"425","Tevian Jones","Illinois","B10",5.6,58.6,19.2,22.9,6.6,9.9,2.5,18.3,3,0,8.3,"So","7-Jun","Southern Utah",-2.10245,1612,"Southern Utah","BSky",19,75.4,103.6,27.2,50.4,1.8,14.8,7.5,16.9,0.2,1.3,30.6,"Jr","7-Jun",-2.57971
"426","Teyvion Kirk","Ohio","MAC",75.8,78.3,31.9,42.9,5.3,15.1,18,25.3,0.6,2.3,35.9,"So","4-Jun","Illinois Chicago",-0.792133,704,"Illinois Chicago","Horz",22,82.5,88,31.5,45.2,3.6,19,37.1,23.7,1.1,1.6,24.7,"Jr","4-Jun",-0.529152
"427","Thomas Allen","Nebraska","B10",60.6,108.1,14.9,51.6,1.3,9.2,12.8,13.6,0.7,2.6,12.7,"So","1-Jun","North Carolina St.",2.17553,302,"North Carolina St.","ACC",17,44.8,98.7,16.3,47,1.9,9.4,10.9,17.5,0.5,2.9,16.1,"Jr","1-Jun",1.18248
"428","Tim Finke","Grand Canyon","WAC",38.8,104.2,13.6,48.5,5.1,15.2,9.7,15.6,1.1,1.1,38.4,"Fr","6-Jun","Wright St.",-0.00700574,1244,"Wright St.","Horz",23,77.2,111.1,15.3,53.7,5.8,16.4,9,17.9,0.6,1.6,17.8,"So","6-Jun",1.36567
"429","Tolu Smith","Western Kentucky","CUSA",24.9,93.3,20.2,58.3,10.4,18.8,4.7,29.3,3.7,0.5,68.1,"Fr","10-Jun","Mississippi St.",-0.247437,1342,"Mississippi St.","SEC",30,68.9,107.4,22,56.9,13,18.1,8,19.7,2.6,1.1,59.7,"So","10-Jun",0.561786
"430","Tomas Murphy","Northeastern","CAA",9,112.5,15.4,69.6,5.7,6.5,9.9,26.6,3.1,0.5,17.4,"Jr","8-Jun","Vermont",-1.45585,315,"Vermont","AE",11,17.2,104.1,33,57.7,6.1,21.3,7.3,20.8,1.2,1.7,26.9,"Sr","8-Jun",-0.145567
"431","Tomas Verbinskis","Richmond","A10",0.6,189.6,16.7,112.5,15.1,13.7,0,0,0,0,0,"So","7-Jun","Lafayette",1.64814,1248,"Lafayette","Pat",13,14.8,91.9,16.6,40,6,17.2,11.5,11.1,1,0.6,16,"Jr","8-Jun",-2.85238
"432","Trace Ramsey","Maryland","B10",0.7,36.2,15.2,0,0,10.7,0,39.6,0,0,200,"Fr","7-Jun","UC San Diego",-1.86543,1518,"UC San Diego","BW",3,2.5,16.8,15.4,0,0,8.8,11.2,26.8,0,4.1,0,"Jr","7-Jun",0.675964
"433","Travis Atson","Quinnipiac","MAAC",44.6,89.5,19.6,41.8,5.3,15.8,9.8,20.9,0.8,2,27,"Jr","5-Jun","St. Francis NY",-1.05425,268,"St. Francis NY","NEC",19,75,112.6,22,58,6.2,18.7,12.7,17.7,0.5,2.5,18.8,"Sr","5-Jun",-1.98324
"434","Travis Evee","VMI","SC",73.4,104.2,21.6,54.6,1.3,8.1,15.6,18.4,0.4,2.8,19.9,"Fr","Jun-00","Rice",-0.58818,2743,"Rice","CUSA",23,73.2,103.2,21.3,51.7,0.8,6.9,15.1,15.6,0.4,1.8,15.4,"So","1-Jun",-1.3636
"435","Tre Clark","Furman","SC",42.9,99.9,13.3,44.4,8.4,13.5,9.8,14.7,2.5,3.2,46.9,"Jr","5-Jun","Rice",2.58997,214,"Rice","CUSA",19,23,63,12,28.1,6.6,12.1,7.3,30.7,3.5,2.7,25,"Sr","5-Jun",1.01605
"436","Tre Wood","Massachusetts","A10",27.4,73,21.3,34.5,2,4.8,27.3,32.7,0.3,2.3,31,"Fr","1-Jun","LIU Brooklyn",-2.45674,1428,"LIU Brooklyn","NEC",17,48.1,61.6,21,29.6,3.4,9.3,18,32.4,0,1.9,18.4,"So","1-Jun",-2.52224
"437","Trevor Moore","Cincinnati","Amer",2.9,58.1,18.2,37.5,0,27.6,14.9,44.2,0,1.6,0,"Jr","5-Jun","Morgan St.",0.55687,622,"Morgan St.","MEAC",19,62.9,100.1,17.6,46.4,2.8,10,14,19.4,0.2,1.8,35.5,"Jr","5-Jun",-0.938254
"438","Trey Jemison","Clemson","ACC",20,86.7,16.9,49,13.6,14.2,3.3,26.9,3.7,1.4,22.4,"So","Jul-00","UAB",1.30595,1209,"UAB","CUSA",27,66.4,103.8,17,51,10.6,19.9,7.1,20.7,8.5,1.5,35.9,"Jr","Jul-00",3.12604
"439","Trey McGowens","Pittsburgh","ACC",83.2,91.6,23,42.8,1.5,10,23.4,22.5,0.2,3.5,37.3,"So","4-Jun","Nebraska",1.58663,1480,"Nebraska","B10",26,71.3,90.1,22.7,45.3,1.9,13.1,16.8,20.1,0.6,2.7,44.3,"Jr","4-Jun",1.79643
"440","Troy Holston","Saint Joseph's","A10",17.8,90.1,19.3,47,2.3,7.8,3.6,11.5,1.5,1.5,8.5,"Sr","4-Jun","Morgan St.",-1.62014,1,"Morgan St.","MEAC",2,3,115.1,4.7,50,0,4.6,0,0,0,0,0,"Sr","4-Jun",-2.20641
"441","Tshiefu Ngalakulondi","St. Bonaventure","A10",22,88.4,15.7,45.3,6.3,20.6,5.9,18,4.3,2.2,8,"So","7-Jun","Fairfield",2.12266,387,"Fairfield","MAAC",22,23.6,83.6,21,41.2,13.9,24.6,17,23.8,2.1,1.7,14.7,"Jr","7-Jun",-0.635483
"442","Ty Brewer","Southeastern Louisiana","Slnd",79.7,100.6,21.5,51.6,5.9,22.8,6.1,15.5,2,2.3,22.5,"So","7-Jun","East Tennessee St.",-0.484763,1307,"East Tennessee St.","SC",23,55.1,110.2,19.2,51.8,6.2,14.7,7.2,12.1,1.8,2.6,22.1,"Jr","9-Jun",1.05103
"443","Tykei Greene","Manhattan","MAAC",63.4,88,21.9,43.3,5.9,13.1,7.7,19.3,0.9,1.6,39.6,"So","4-Jun","Stony Brook",-1.52989,1318,"Stony Brook","AE",22,76.4,97.2,18.4,50.8,7.5,16.6,6.1,18.7,0.5,1.3,32.4,"Jr","4-Jun",-0.828488
"444","Tyler Bertram","Charlotte","CUSA",9.4,38.4,13.3,11.4,2.4,9.1,4.9,20.4,0,0.5,9.1,"Fr","3-Jun","Binghamton",-2.31822,1969,"Binghamton","AE",18,68.6,101.4,21.7,48.3,0.9,8.7,16.2,16.1,0.2,1.8,14,"So","3-Jun",-2.32523
"445","Tyler Harris","Memphis","Amer",51.3,97.3,20.4,49.6,1.3,7.4,8,18.7,0.2,1.2,20.2,"So","9-May","Iowa St.",0.607067,1256,"Iowa St.","B12",24,57.5,89.7,19,48,1.4,6.8,8.3,20.1,0.2,2.4,11,"Jr","9-May",-0.490972
"446","Tyler Harris","Memphis","Amer",51.3,97.3,20.4,49.6,1.3,7.4,8,18.7,0.2,1.2,20.2,"So","9-May","Iowa St.",0.607067,3270,"Western Carolina","SC",25,59.8,90.4,16.1,48.1,6.1,16.7,8.7,23.1,2.1,1.4,25.4,"So","7-Jun",-0.375779
"447","Tyler Jones","Maryland Eastern Shore","MEAC",46.1,82,23.8,44.7,2.9,11.3,7.4,19.5,4.8,1.2,15.1,"Jr","7-Jun","North Carolina A&T",-2.22689,27,"North Carolina A&T","MEAC",19,31,93.2,16.2,45,3.9,15.2,3.5,9.9,1.4,1.4,27.1,"Sr","8-Jun",-1.31185
"448","Tyler Morman","Wyoming","MWC",2.2,117.5,4.8,100,4.3,16.8,7.3,44.4,4.5,0,0,"Jr","9-Jun","Southern Miss",1.85806,2584,"Southern Miss","CUSA",15,13.2,76.1,9.7,28.6,7.7,13.2,8.7,29.5,2.1,1,171.4,"Jr","8-Jun",0.384175
"449","Tyree Appleby","Cleveland St.","Horz",71,107.1,31,51.8,1.3,12.3,37.4,20.6,1,2.4,50.8,"So","1-Jun","Florida",-0.864365,810,"Florida","SEC",25,70.8,101.7,23.2,48.5,1.1,11,21.2,24.9,0.5,3,52.2,"Jr","1-Jun",1.5322
"450","Tyrese Martin","Rhode Island","A10",84.5,99.7,19.6,49.7,6.2,15.7,6.6,16.6,0.9,1.8,19.9,"So","6-Jun","Connecticut",0.698762,1490,"Connecticut","BE",22,71.7,109.3,19,48.2,11,17.2,6.6,14.3,2,2,31.6,"Jr","6-Jun",1.37263
"451","Tyrik Dixon","Missouri St.","MVC",37.3,88.7,19,40.6,1.7,14.6,22.9,24.3,1.4,2.6,23.6,"Jr","1-Jun","Coastal Carolina",1.79312,153,"Coastal Carolina","SB",16,41.3,106.8,23.3,51.5,2.7,12.3,21.1,20.1,0.3,3.5,37.4,"Sr","1-Jun",1.76837
"452","Umoja Gibson","North Texas","CUSA",76.2,103.4,25.8,52.1,0.3,9,13,18.8,0.1,2.9,23.7,"So","1-Jun","Oklahoma",0.0100167,653,"Oklahoma","B12",27,66.5,112,16.1,53.3,2.5,10.4,8.3,9.4,0.3,2.5,14.2,"Jr","1-Jun",1.87476
"453","Vado Morse","Mount St. Mary's","NEC",68.8,93.1,23.1,40.9,1.4,8.9,17.3,15.6,0.5,1.5,29.4,"So","Jun-00","James Madison",-1.83759,1515,"James Madison","CAA",16,69.1,104.2,24.6,50.8,0.5,7.5,16.8,15.9,0.3,1.1,40.6,"Jr","Jun-00",-1.77396
"454","Vance Jackson Jr.","New Mexico","MWC",57,100.1,21.4,52.1,5.4,16.3,8.4,20,1.2,2,34,"Jr","9-Jun","Arkansas",-0.155057,343,"Arkansas","SEC",26,23.5,102,16.5,47.9,3.5,15.1,9.7,13.9,0.7,1.4,14.7,"Sr","9-Jun",0.946025
"455","Victor Bailey Jr.","Oregon","P12",46.3,109.3,19.5,51.8,2.6,9.5,9.7,14.2,0,2.1,20.2,"So","4-Jun","Tennessee",1.30593,837,"Tennessee","SEC",27,63.3,109,20.8,50,2.4,6.8,13.1,12.7,0.7,1.3,26.6,"Jr","4-Jun",1.04818
"456","Victor Enoh","Memphis","Amer",4.7,87.3,9.5,50,11.3,6.4,0,24.6,1.6,0.8,250,"So","7-Jun","Marist",-0.508786,494,"Marist","MAAC",16,34.6,95.8,14.2,58.1,10.5,21.3,2.9,30,5.1,1.6,41.9,"Jr","7-Jun",1.37531
"457","Victor Uyaelunmo","USC","P12",13.6,74.2,12.6,47.1,9.8,17.4,1.7,27,5.3,1.5,152.9,"So","11-Jun","Towson",1.42895,807,"Towson","CAA",13,28.4,86.6,16.4,25,15,22.3,5.3,24.7,5.6,2.3,63.9,"Jr","Jul-00",-0.440797
"458","Vladimir Pinchuk","New Mexico","MWC",32.8,102.5,12.9,46.9,9.4,13.5,6.2,16.4,4.2,1.2,75,"So","11-Jun","San Diego",0.28342,746,"San Diego","WCC",14,51.7,94.3,20.6,50.6,6.9,19.8,7.3,15.6,1.7,1.9,37.1,"Jr","11-Jun",0.364518
"459","Warren Washington","Oregon St.","P12",16.7,106.6,10.9,53.6,8.9,12.5,5.1,18.3,4.3,0,42.9,"Fr","11-Jun","Nevada",-0.144666,1266,"Nevada","MWC",25,54.6,108.6,22.3,57.1,9.3,21.2,7.2,17.3,3.5,1,76.2,"So","Jul-00",0.313415
"460","Wyatt Lowell","Utah Valley","WAC",39.8,101.9,14.9,57.6,2.7,15.5,5.6,21.7,1.2,1.6,7.6,"Fr","10-Jun","BYU",1.02071,1721,"BYU","WCC",6,3.2,84.8,15.9,40,0,15.5,4.8,10.6,0,0,20,"So","10-Jun",-0.27284
"461","Xavier Bishop","UMKC","WAC",82,102.5,26.3,50,1.9,8.1,25.8,18.6,0,2,30.4,"Jr","8-May","Montana St.",-1.79606,189,"Montana St.","BSky",21,81.2,100.2,25.5,44.8,0.7,11.4,25.2,16.1,0,1.3,40.9,"Sr","8-May",-1.9642
"462","Yavuz Gultekin","Texas A&M","SEC",16,106.5,13.4,48.8,9.1,14.7,4.8,14.1,0.8,1.3,20,"Fr","7-Jun","San Diego",0.550565,2792,"San Diego","WCC",7,18.1,80.3,22.2,42.9,4.1,25.4,4,19.5,0,1.1,25.7,"So","7-Jun",-0.893003
"463","Yor Anei","Oklahoma St.","B12",50.6,103.4,21.8,48.7,8.9,17.3,5.5,16.2,11.8,1.7,57.4,"So","10-Jun","SMU",3.78098,1541,"SMU","Amer",11,27.9,112,17.7,59.8,9.2,5.1,3,20,14.4,1.5,52.2,"Jr","10-Jun",4.37119
"464","Yuat Alok","TCU","B12",8.7,73.5,18,43.3,3.6,18,2.7,34.2,2.4,0,30,"Jr","11-Jun","UCF",0.565912,1067,"Coppin St.","MEAC",11,26,88.8,23.2,62,7.4,19.7,8.4,31.1,4.3,0.7,25.3,"Sr","11-Jun",-0.461719
"465","Zac Watson","UC Riverside","BW",20.4,97.2,16.3,55.8,7.9,21.3,13.7,29.1,0.5,1.6,20.9,"So","7-Jun","Longwood",1.43873,1182,"Longwood","BSth",28,53.4,107.9,14.7,62.9,9.2,16.4,3.8,22.5,3,2.1,43.8,"Jr","7-Jun",0.357167
"466","Zach Chappell","San Jose St.","MWC",48.5,83.7,20.6,39.5,1.4,7.3,21.6,23.8,0.3,2.4,41.4,"So","3-Jun","Sacramento St.",-1.73508,1141,"Sacramento St.","BSky",13,28.8,125.1,21,62.1,7.8,5.9,12.9,12.2,0.5,3.4,50,"Jr","3-Jun",-0.506802
"467","Zach Kent","Tennessee","SEC",0.8,84.6,14,75,0,22.9,0,42.9,0,0,0,"So","11-Jun","Delaware St.",-0.419304,669,"Delaware St.","MEAC",15,47,90.9,21.4,48.8,2.2,15.6,7.7,18.1,5.3,0.5,21.1,"So","10-Jun",-2.46667
"468","Zach Scott","Florida Gulf Coast","ASun",68.3,91.4,23.1,42.5,3.4,13.8,8.2,15.2,1.1,3,18.8,"So","4-Jun","McNeese St.",0.141747,1158,"McNeese St.","Slnd",14,22.1,81.3,15.4,41,3.1,11.6,5.5,22.8,0.7,1.8,15.4,"Jr","4-Jun",-2.63393
"469","Zack Bryant","UAB","CUSA",7.3,86.1,25.8,47,1.4,6.6,20.8,26.5,1.4,2.7,9.1,"Jr","2-Jun","Georgia Southern",-1.15195,646,"Georgia Southern","SB",19,68.8,100.3,24.2,48.6,2.2,7.7,17.4,20,3.3,2.4,33.8,"Sr","2-Jun",-0.183491
"470","Zane Martin","New Mexico","MWC",60.4,97.2,24.7,45,3,9.8,25.3,18.6,1,2.8,35.5,"Sr","4-Jun","Towson",0.0904835,253,"Towson","CAA",15,66.6,98.4,30.5,42.8,2.5,10.9,27,14.9,0.2,1.5,25.7,"Sr","4-Jun",-2.84706
"471","Zion Griffin","Iowa St.","B12",25.1,92.3,16.2,47.7,6.1,14.2,4,17.5,3,1.9,17.4,"So","6-Jun","Illinois Chicago",0.108702,1096,"Illinois Chicago","Horz",10,29.4,93.4,18.1,44.2,5.7,8,12.5,14.6,0.7,0,7.7,"Jr","6-Jun",-1.92332
