,Player,School,Conference,GP,Min%,ORTG,USG,EFG,OR%,DR%,AST%,TOV%,BLK%,STL%,FTR,Year,Height,DBPM
2553,Reggie James,Coppin St.,MEAC,21,21,107.2,10.7,61.1,3.4,10,11.5,26.2,1.2,2.2,33.3,So,4-Jun,0.399628
2554,Mike Peake,New Mexico St.,WAC,31,30.7,121.9,14.7,63.1,10,11.3,8.3,16.8,3.1,0.6,22.6,So,7-Jun,0.552607
2555,Nick Ongenda,DePaul,BE,30,57.8,101.4,20.1,51,8.2,10.9,6.8,16.9,7.3,0.9,45.1,Jr,11-Jun,1.11635
2556,Harrison Young,TCU,B12,4,0.3,0,35.5,0,0,0,0,0,0,0,0,Sr,11-May,-14.6817
2557,Josh Navarro,Fordham,A10,31,57.6,101.4,17.2,46.5,2.9,6.2,12.7,15.8,0,2.2,26,Sr,10-May,1.12444
2558,Charlie Easley,South Dakota St.,Sum,33,63.4,128.2,13.2,64.4,4.2,11.1,7.4,12.1,1,2.1,22.6,So,2-Jun,0.410413
2559,Carlos Marshall Jr.,Tennessee St.,OVC,28,62.7,99.1,24.5,51,3.5,12.1,11.2,20.7,1.1,2.2,22.7,Sr,6-Jun,-0.854194
2560,Connor Braun,Northeastern,CAA,20,6.3,79.6,9.6,57.1,5,8.1,0,32.4,2.9,0,71.4,So,9-Jun,-0.6641
2561,Mattia Acunzo,Robert Morris,Horz,3,1.8,79.5,20.4,38.9,5.5,10.3,0,12.6,0,0,0,So,8-Jun,-5.12964
2562,Issac McBride,Oral Roberts,Sum,28,58.6,112.6,24.3,53.2,1.5,9.7,12.2,13.2,0,1.7,29.7,So,Jun-00,-1.7048
2563,KJ Johnson,Lipscomb,ASun,30,52.3,91.3,21.8,43.8,0.8,8,25.1,22.8,0.3,0.4,42,So,3-Jun,-3.73628
2564,Xavier Johnson,George Mason,A10,28,69.9,96.8,19,47.2,1,14.4,27.9,26.3,0.6,2.1,36,Jr,1-Jun,1.08715
2565,Codey Bates,Austin Peay,OVC,4,0.6,12.1,33.9,0,16,0,0,0,0,0,50,Jr,2-Jun,-12.0081
2566,Aria Eskandari,Cleveland St.,Horz,4,0.5,63.2,35.9,37.5,0,0,0,27.1,0,0,0,Sr,3-Jun,-12.7166
2567,Carlo Marble,Chicago St.,WAC,7,5.1,66.6,17.4,27.8,10.1,5.8,3.2,15.8,3.5,1.8,22.2,Sr,5-Jun,-3.32175
2568,Xavier Johnson,UT Rio Grande Valley,WAC,28,51.7,95.1,25.4,43.8,1.3,6.5,11.7,16.8,0.4,0.9,36.7,Sr,11-May,-3.81354
2569,Andrew Lewis,Chicago St.,WAC,6,4.5,74.1,22.5,28.9,3.8,13.1,7.6,18.6,2,2.1,36.8,Sr,3-Jun,-1.63125
2570,Bryce Earle,Hampton,BSth,1,0.7,0,6.2,0,0,30.7,0,0,0,0,0,So,Jun-00,2.87061
2571,Qudus Wahab,Maryland,B10,32,48,106.7,21.3,55.9,10.1,23.1,4.2,18.4,4.3,0.7,49.4,Jr,11-Jun,0.332622
2572,Timothy Ighoefe,Georgetown,BE,24,30.2,90.9,14.9,42,16.8,22.9,5.4,24.2,7.5,2,29,Jr,Jul-00,0.727246
2573,Chuma Azinge,Georgetown,BE,7,1.5,141.9,13.4,60,11.3,0,12.2,0,6.3,3.1,0,Jr,3-Jun,2.48238
2574,Myron Gardner,Little Rock,SB,16,47.9,94.8,21.5,47.8,5.5,20,17.7,20.6,1,2,30.7,Jr,6-Jun,-1.37388
2575,Malcolm Wilson,Georgetown,BE,25,21,119.3,11.3,64.3,10.9,18.4,0.7,15.2,9.5,0.9,42.9,Jr,Jul-00,0.724844
2576,Elijah Bowens,Morgan St.,MEAC,11,7.4,83.1,10.4,56.3,0,0,12.1,36.5,0,0.8,50,Sr,11-May,-2.26786
2577,Jon Coleman,UAB,CUSA,3,0.4,113.1,19.8,50,0,0,0,0,0,0,0,So,10-May,-4.30803
2578,Spencer Cody,Xavier,BE,1,0.1,93.6,35,0,57.5,0,76.6,0,0,0,0,Sr,11-May,-10.4737
2579,Devin Nicholson,LIU Brooklyn,NEC,8,1.5,65.6,14,50,0,0,9.8,46,6.5,0,0,Sr,2-Jun,-4.39026
2580,Adam Cottrell,Alabama,SEC,2,0.3,0,0,0,0,0,36.4,0,0,0,0,Jr,3-Jun,0.160264
2581,Chandler Leopard,Auburn,SEC,9,0.9,129,14.5,60,0,8,0,0,0,0,0,Jr,3-Jun,-1.58098
2582,Jordan Johnson,Denver,Sum,28,69.1,101.2,21.1,48.4,1.5,8.2,16.7,18.6,0.7,1.4,32.9,So,1-Jun,-2.62897
2583,Michael Quinn,Boston University,Pat,4,0.3,0,36.1,0,0,0,0,42.8,0,0,0,Jr,Jun-00,-15.6887
2584,Drew Weikert,Vanderbilt,SEC,15,9.3,122.2,10.4,63,0,7.9,8.8,16.5,0,3.9,17.4,Sr,Jun-00,3.69815
2585,John Stansbury,Delaware St.,MEAC,13,36.3,88.4,22.8,54.6,2.5,11.2,11.9,30.5,1,2.6,52,So,3-Jun,-1.68077
2586,Drew Swerlein,Dayton,A10,11,0.7,63.7,31.1,25,0,35.3,18.5,19.9,0,6.2,50,So,Jun-00,3.9161
2587,Tim Uzoegbu,Boston University,Pat,5,0.5,0,5.9,0,0,35.8,0,0,0,0,0,Jr,4-Jun,-3.31804
2588,Tarkan Taboglu,Boston University,Pat,3,0.2,0,27.5,0,0,0,0,0,0,0,0,Jr,2-Jun,-14.4866
2589,Jonathan Noel,Boston College,ACC,2,0.1,0,0,0,0,0,0,0,0,0,0,Jr,3-Jun,-4.11173
2590,Will Graves,Gonzaga,WCC,16,2.3,110.3,18.8,45,12.5,3.3,0,9.9,0,1.9,20,Sr,5-Jun,-0.758432
2591,Cleveland Yates,Florida St.,ACC,3,0.6,32.8,11.3,0,0,0,19.6,0,15.3,0,0,So,2-Jun,-1.53224
2592,Daniel Begovich,Stanford,P12,5,0.8,0,17.5,0,0,12.2,0,34.3,0,6,0,Sr,5-Jun,0.116642
2593,Brendan Martin,Quinnipiac,MAAC,4,0.2,300,4.5,150,0,0,0,0,0,0,0,Sr,7-May,0.71789
2594,Eli Barry,Santa Clara,WCC,2,0.2,200,13.1,100,0,53.1,0,0,0,0,0,Jr,1-Jun,7.04827
2595,Mikal Dawson,Akron,MAC,32,61.1,112.7,13.1,52.3,5.8,11.1,6.2,13.4,0.3,2.6,21.6,So,5-Jun,0.713942
2596,Santiago Vescovi,Tennessee,SEC,35,77.4,117.1,19.9,55.8,2.5,13.8,19.7,15,0.9,3.1,26.2,Jr,3-Jun,4.1895
2597,Zach Pina,Georgia St.,SB,1,0.2,0,29.5,0,0,0,0,100,0,0,0,Jr,Jun-00,-10.1268
2598,Jordan Mains,Arizona,P12,15,1.9,104.2,20.6,42.9,16.6,26.6,5.3,18.3,0,3.8,85.7,So,6-Jun,2.10304
2599,Chris Moore,Auburn,SEC,25,13.6,89.9,16.2,43.2,11.3,8.3,5.3,27.6,1.7,2.4,40.5,So,6-Jun,0.866521
2600,Nick Ferrarini,Nebraska Omaha,Sum,25,44.1,95.8,26.1,45.2,2.2,7.4,10,14.7,0.4,1.3,25.5,Sr,5-Jun,-4.28884
2601,Miles Coleman,NJIT,AE,28,82.4,92.7,28.3,47.2,2.8,16.7,13.9,18.4,0.5,2,28,Sr,5-Jun,-1.73746
2602,Marcus Dockery,Maryland,B10,8,2.7,103.1,22.5,50,6.6,3.2,12.2,15,0,0,25,So,2-Jun,-3.93955
2603,Nico Galette,Sacred Heart,NEC,29,71.1,107.2,23,52,10.1,20,13.7,17.3,0.8,1.9,20.7,So,6-Jun,-2.37164
2604,Mike Hood,Coppin St.,MEAC,32,48.9,92.5,21.2,47.1,1,8.1,12.1,17.5,0.5,1.3,33,Jr,2-Jun,-2.32776
2605,Fidelis Okereke,Cal St. Northridge,BW,27,44.9,101.6,17.1,53.7,12.7,19,5.7,18.9,5.7,2.5,61.1,So,6-Jun,-0.36959
2606,Mwani Wilkinson,LSU,SEC,34,60.1,105.1,9.4,54.8,5.1,8.7,6.5,22.8,4,2.9,17.5,So,5-Jun,4.35219
2607,Kris Murray,Iowa,B10,35,43.3,119.6,24.2,56.2,9.5,16.6,10.9,10.1,5.2,2.6,29.3,So,8-Jun,2.22341
2608,DJ Davis,UC Irvine,BW,23,54.7,101.9,23.7,48.8,2,7.1,15.7,20.6,0,2,31.5,So,1-Jun,0.32048
2609,Josh Ogundele,Iowa,B10,19,6.8,83.2,19,54.2,8.9,18.2,0,27.4,5.4,2.3,41.7,So,11-Jun,1.06113
2610,Hunter Ruck,UC Irvine,BW,4,1.5,126.8,15.9,50,8.8,24.5,0,0,0,0,25,So,9-Jun,-0.459327
2611,Laurynas Vaistaras,Campbell,BSth,2,1,92.4,29.2,50,25.9,24.9,0,21.7,0,0,0,So,6-Jun,-5.05896
2612,Jalen Brown,Pacific,WCC,19,21.2,87.4,12.4,37.1,1.9,7,3.2,3.9,1,0,8.6,So,3-Jun,-2.43884
2613,Emmanuel White,UTEP,CUSA,24,14.8,69.4,10.5,41.4,1.2,9.4,3.8,26.8,0,0.6,3.4,Jr,5-Jun,-1.49344
2614,Cam Clardy,UTEP,CUSA,12,6.2,92.7,6.4,50,1.5,4.5,13,34.8,0,1.5,0,Fr,1-Jun,-0.424954
2615,Matthew Levis,Seattle,WAC,5,1.3,104.2,21.8,50,13.1,20.6,12.4,16,0,0,0,Fr,1-Jun,-2.38153
2616,Jesper Granlund,Longwood,BSth,29,51.2,104.3,11.2,46.4,5.4,7.2,9.3,16.8,1.7,1,28.1,So,6-Jun,-1.08406
2617,Tyree Campbell,Cal Baptist,WAC,24,16.9,116.8,12.4,52.8,4.9,11.8,11.4,13.4,2,1.4,47.2,Fr,5-Jun,0.0322114
2618,David Bohm,Northern Kentucky,Horz,18,15.5,86.3,20.7,41.4,6.7,19.5,9.5,19,3.2,2.6,12.5,So,9-Jun,0.178138
2619,Jahari Long,Seton Hall,BE,5,5,71.7,13.2,21.4,3.5,5.3,29.5,35.6,0,1.9,42.9,So,5-Jun,-0.927536
2620,Dimingus Stevens,Florida A&M,SWAC,13,8.7,85.8,28.2,43.3,1.2,4.6,6.9,12.9,0,0.6,28.9,So,6-Jun,-3.54147
2621,Tyree Corbett,Coppin St.,MEAC,24,47.1,98.5,28.2,49.4,12.3,23.9,10,14.6,3.8,1.2,42.4,Jr,7-Jun,-1.34579
2622,Dylan Addae-Wusu,St. John's,BE,32,61.3,101.5,20.2,51.1,3.9,12.8,25.3,22.6,0.9,2.8,29.2,So,4-Jun,1.44493
2623,Jordan Wood,Howard,MEAC,24,17.5,64.8,17.6,39.6,4.4,8.7,5.1,32.6,1.7,1.5,4.2,So,9-Jun,-1.87974
2624,Martez Robinson,Delaware St.,MEAC,15,44.9,71.1,21.2,36.4,2.3,14.8,19,33.1,0.5,2.4,39.1,So,2-Jun,-1.87627
2625,Nick Pappas,Milwaukee,Horz,4,0.4,25.7,23,0,0,42.1,34,51.5,0,0,0,Fr,3-Jun,-4.71013
2626,Joey St. Pierre,Milwaukee,Horz,30,57.3,100,16.4,58.4,10.8,15.4,6.8,23.9,6.3,0.9,38,Jr,10-Jun,-0.0730446
2627,Thomas Weaver,Howard,MEAC,16,9.5,57.3,12.2,27.3,1.2,5.7,15.5,45.6,0,1.7,27.3,So,10-May,-2.44997
2628,Chris Biekeu,Towson,CAA,20,4.2,82,15.3,60,10.5,23.2,0,48.7,0,0,120,So,7-Jun,-1.65074
2629,Travis Henson,Cal St. Bakersfield,BW,23,21.9,101.4,17.1,46.4,2.6,15.1,4.8,16.6,1.3,2,34.5,Jr,6-Jun,0.351527
2630,Noel Brown,George Washington,A10,23,22.6,91.5,16.4,50.9,9.9,11.8,2.1,23,2.6,1,41.8,So,11-Jun,-0.810545
2631,Dillon Jones,Weber St.,BSky,31,86.8,115.7,19.6,59.6,5.7,31.9,14.5,19,0.2,3,44.8,So,6-Jun,1.62054
2632,Blayton Williams,Green Bay,Horz,6,1.6,0,7.9,0,0,7.3,0,41.1,0,0,0,Jr,3-Jun,-5.68238
2633,Ishmael Leggett,Rhode Island,A10,30,65.8,93.8,20.3,42.4,5.9,7.5,11.8,17.4,0.9,2.4,40.8,So,2-Jun,0.198327
2634,Tres Berry,Rhode Island,A10,5,1.5,97.8,16,37.5,6.6,6.1,0,0,0,0,100,Fr,4-Jun,-4.50913
2635,Frank Anselem,Syracuse,ACC,32,33.7,122.3,11.3,62.5,12.9,17.1,4.7,19.4,4.7,1,83.3,So,10-Jun,0.899233
2636,Ryan Claflin,Green Bay,Horz,26,34.7,87.9,12.4,47.5,1.8,6.8,7.7,20.9,1.4,2,1.3,So,6-Jun,-0.640523
2637,Mike DiGiulio,Kent St.,MAC,5,0.2,200,9.1,100,0,0,0,0,0,0,0,Fr,Jun-00,0.851472
2638,Jack Brown,Fairfield,MAAC,3,0.2,0,14.6,0,0,39.5,0,0,0,0,0,So,6-Jun,-2.90379
2639,Matthew Nicholson,Northwestern,B10,14,4.6,107.4,20.7,63.6,7.7,19.1,13.6,20.1,4.4,1,118.2,So,Jul-00,3.04716
2640,Ricardo Wright,Marist,MAAC,30,71.6,96.7,27.7,48.9,3.2,13.2,13,18.3,0.7,1.3,21.9,So,4-Jun,-2.14227
2641,Hakim Byrd,UMBC,AE,26,16.3,81.1,19.6,40.9,1.8,6.2,14,22,0,2,20,So,10-May,-2.0724
2642,Nate Buss,Winthrop,BSth,5,0.9,74.6,16.7,0,0,0,31.5,0,0,5.8,100,Sr,11-May,-0.635538
2643,Raheim Sullivan,Marist,MAAC,23,37.7,97.7,22.8,49.3,1.5,10.9,13.7,18.8,0.5,3.4,28.2,Sr,1-Jun,0.474456
2644,Javon Cooley,Marist,MAAC,25,20.7,97.7,12.2,41.5,6.1,14.1,7.1,9.7,2.4,2.1,21.3,So,5-Jun,0.670541
2645,Viktor Lakhin,Cincinnati,Amer,28,24.1,96.4,23.2,54.3,12.4,22.4,4.3,22.8,2.9,3.4,43,So,11-Jun,2.3701
2646,Terrence Echols,Marist,MAAC,4,0.7,51.3,23.8,0,0,12.6,0,55.7,0,6.6,200,Sr,2-Jun,2.18121
2647,Keaton Turner,Wofford,SC,9,2.7,62.4,19.7,25,4.1,8.5,5.5,19.2,0,0,10,So,1-Jun,-4.82472
2648,Kelton Talford,Winthrop,BSth,29,42,113.4,22.3,67.9,11.1,21.6,3.6,19,3.9,1.1,67.9,So,7-Jun,-0.691632
2649,Rayshon Harrison,Presbyterian,BSth,29,88.5,98.8,28.7,41.2,2.7,12.2,21,14.4,0.6,1.8,30.7,So,4-Jun,-1.43322
2650,Victor Muresan,Georgetown,BE,3,0.2,0,24.6,0,0,0,0,0,0,0,0,So,10-Jun,-13.1442
2651,Jeremiah Williams,Temple,Amer,22,58.6,97.7,20.4,45,2,9.9,31.1,20.8,2.4,2.6,42.2,So,5-Jun,1.69905
2652,Austin Inge,Navy,Pat,26,36.5,85.7,16.5,41.3,2.3,9,13.4,25.5,0,3,29.6,So,Jun-00,1.53334
2653,Kobe Clark,Georgetown,BE,11,4.4,74.2,7.9,25,7.5,10.6,12.3,39.6,4.2,5.2,0,So,6-Jun,3.37166
2654,Quincy Ademokoya,Temple,Amer,13,12.5,60.5,16.2,29.8,0.7,10.3,2.8,20.1,0,1.2,11.9,So,6-Jun,-2.5656
2655,Jordan Davis,Wisconsin,B10,27,13.4,89,13.9,42.5,5.7,10,4.2,14.6,1.8,1.3,7.5,So,4-Jun,0.95061
2656,Nicholas McMullen,Murray St.,OVC,31,23.1,103.8,18.6,54.1,17.1,14.6,6.1,22,4.7,0.4,52.5,So,8-Jun,-0.0654715
2657,Rudi Williams,Coastal Carolina,SB,29,76.6,112.7,24.5,58.4,3.1,11.7,21.8,19.4,0.6,2.6,32.8,Sr,2-Jun,1.22783
2658,Camren Pierce,Cal Poly,BW,27,75.3,88.3,23.5,39.8,2,12.4,32.7,26.7,0.1,1.5,40.5,So,10-May,-1.50048
2659,Trevon Allfrey,Utah Tech,WAC,24,16.3,84,28.1,45.1,7.2,19.8,7,17.5,5.2,1.9,30.5,So,7-Jun,-0.262509
2660,Emad Elniel,Utah Tech,WAC,8,0.9,43.3,17.7,0,0,0,16.8,0,0,0,66.7,Fr,6-Jun,-4.96041
2661,Connor Kochera,William & Mary,CAA,31,80.1,90.6,19.8,44.9,2.8,14.3,11.3,18.5,0.2,2.1,21.7,So,5-Jun,-0.733513
2662,Yuri Covington,William & Mary,CAA,30,58.3,77.7,20.2,38.3,1.1,14.8,11.2,25.3,0.2,2,36,So,1-Jun,-1.0744
2663,Andre Mulibea,Utah Tech,WAC,23,25.6,90,18.5,46.2,4.9,9.4,13.8,21.2,0.7,2,24.1,So,6-Jun,-0.210091
2664,Frank Staine,Utah Tech,WAC,27,65.6,97.6,17,46.4,3.9,12.3,10.4,15.3,1,2.2,31.5,So,6-Jun,0.574833
2665,Jake Milkereit,William & Mary,CAA,22,20.8,89.9,12.1,43.4,4.3,10.4,10.4,18.3,0.4,1.8,0,So,5-Jun,-0.520416
2666,Cameron Gooden,Utah Tech,WAC,27,80.2,94,20.9,44.5,2.4,9.8,23.8,20.4,0.1,1.6,40.8,Jr,11-May,-0.942255
2667,Keishon Porter,Radford,BSth,4,1.5,16.8,11.2,0,7.1,8.2,0,68.5,0,0,0,So,4-Jun,-3.43036
2668,Sawyer Wright,North Alabama,ASun,4,0.4,0,0,0,0,29.4,0,0,0,0,0,Fr,8-Jun,-0.243553
2669,Myles Hunter,Youngstown St.,Horz,31,44.1,106.1,15.2,53,2.8,16.4,5.9,13.9,0.6,1.2,11.5,So,5-Jun,-1.38883
2670,Joe Anderson,Furman,SC,28,29.9,125.3,14.6,65,2.1,7.1,14.9,12.4,0.3,4.2,5,So,Jun-00,1.69718
2671,Alexander Nwagha,Northeastern,CAA,15,6.9,74.1,17.3,35.7,6.1,15,18.3,24.7,4,2.8,71.4,So,8-Jun,2.04447
2672,Tristan da Silva,Colorado,P12,31,66.1,107.2,18,54.4,5.1,9.3,14,21.1,1.7,1.3,31.8,So,10-Jun,1.20257
2673,Nique Clifford,Colorado,P12,33,57.2,99.7,16.8,51.9,4.8,18,11.2,21.5,3.2,1.5,26.5,So,6-Jun,2.15785
2674,Connor Odom,Utah St.,MWC,6,0.7,71,28.1,37.5,14.1,13,0,23.5,0,0,0,So,11-May,-6.14805
2675,Aidan McCool,Maryland,B10,3,0.5,269.8,8.6,0,0,18.9,27.2,0,0,0,0,So,3-Jun,-0.342647
2676,Craig Porter Jr.,Wichita St.,Amer,25,59.4,101.9,18.3,47.4,3.4,17.1,28,23.2,4.7,3.4,31.6,Jr,2-Jun,4.61728
2677,Alec Oglesby,UNC Wilmington,CAA,5,4.4,62,22.7,32.7,0,6,0,17.4,0,3,0,So,5-Jun,-1.65923
2678,Mason Madsen,Cincinnati,Amer,30,27.3,98.5,17.8,51.3,0.9,11.3,12.3,16.9,1.4,2.2,5.4,So,4-Jun,1.48595
2679,Gabe Madsen,Utah,P12,25,31.6,107,19.9,55.8,1.1,6.5,9.2,15.1,0.8,1.1,14.5,So,6-Jun,-1.01184
2680,Tari Eason,LSU,SEC,33,58.8,115.7,30.8,55.9,10.5,19.8,10.1,16.5,6.5,4.6,51.5,So,8-Jun,5.07946
2681,Jahmyl Telfort,Northeastern,CAA,31,80.8,89.5,25.7,45.7,3.8,7.9,13.3,20.6,1.4,1.6,32.9,So,7-Jun,-1.2552
2682,Malik Muhammad,Southern Utah,BSky,8,2.2,62.8,13.4,20,16,8.2,0,14.7,11.9,2,40,Jr,9-Jun,-0.330729
2683,Mike Saunders Jr.,Cincinnati,Amer,32,50.5,97.4,22.3,46.9,0.5,10.6,26.9,21.1,0,1.7,39.9,So,Jun-00,0.635508
2684,Aundre Polk,Central Michigan,MAC,12,10,83.6,22.2,51.4,7.4,14.4,7.8,24,2,1,34.3,So,10-Jun,-2.04864
2685,Cody Carlson,Weber St.,BSky,13,14.7,98.1,19.1,51,6.9,9.3,4.2,16.2,0.6,1.2,30,Sr,10-Jun,-1.33421
2686,Drake Dobbs,Liberty,ASun,8,3.2,73.6,25.2,50,6.6,12,9.5,43.3,0,0,50,So,1-Jun,-5.28383
2687,Isaiah Johnson,Oregon St.,P12,16,7.4,87.5,16.1,42.9,8.9,13.3,6,19.6,1.2,0.6,19,So,6-Jun,-2.18529
2688,Tegra Izay,La Salle,A10,3,1.8,127.3,9.7,50,14.8,15.6,0,0,0,0,0,So,10-Jun,-0.864862
2689,Latrell Wrightsell Jr.,Cal St. Fullerton,BW,30,68.6,93.2,16.2,41.4,1.2,11.5,12.1,18.9,0.3,1.8,27.6,So,3-Jun,-0.358777
2690,Micaiah Abii,Liberty,ASun,22,16.5,101.1,20.7,51.1,5.2,18.1,18.4,23.6,2.5,0.9,41.3,So,7-Jun,0.446585
2691,Donovan Newby,Milwaukee,Horz,31,65,119.4,15.8,55.9,0.3,6.7,17.9,14.8,0.4,2.3,39.7,So,1-Jun,-0.00534398
2692,Logan Cremonesi,UCLA,P12,1,0.1,0,0,0,0,0,0,0,0,0,0,So,8-Jun,-0.214724
2693,Logan McLaughlin,Abilene Christian,WAC,11,3.7,64.2,13.7,33.3,0,22.1,0,17.1,0,3.5,16.7,So,1-Jun,1.13623
2694,Cameron Steele,Abilene Christian,WAC,32,57.5,111.3,18.1,54.3,5.4,16.2,10.3,12.1,2.9,1.7,20.9,So,8-Jun,-0.109342
2695,Jaylen Clark,UCLA,P12,29,36.8,112.5,20.2,53.1,9.7,14.9,10.5,11.4,1.1,3.7,30.2,So,5-Jun,3.34885
2696,Keon Ambrose-Hylton,Alabama,SEC,11,4.5,92.3,14.1,45.5,10.6,5.3,11,25.8,1.7,0.9,27.3,So,8-Jun,0.899656
2697,Vas Pandza,Seattle,WAC,24,38.1,82.6,15.2,41.5,0.9,14.1,4.8,19.3,0.7,1.8,25,So,8-Jun,1.02416
2698,DeMarr Langford Jr.,Boston College,ACC,32,82.7,102.5,19.3,46.7,4.7,12.3,13.2,13.9,1.7,1.9,36.5,So,5-Jun,0.474023
2699,Donchevell Nugent,Maryland Eastern Shore,MEAC,23,46.5,83.1,24.3,46.4,4.1,11.1,19.8,26.2,0.5,3.3,23.8,Sr,Jun-00,-0.442651
2700,Mike Mensah,Maryland Eastern Shore,MEAC,22,16.4,90.8,22.4,48.6,4.1,11.5,1.6,14.5,0.8,1.8,4.3,Sr,5-Jun,-2.92522
2701,Seybian Sims,Northern Kentucky,Horz,11,6.3,97.1,13.9,37.5,12,9.6,2.3,17.3,0,1.6,25,Jr,7-Jun,-1.72221
2702,Kurt Samuels Jr.,William & Mary,CAA,2,0.3,0,14.4,0,0,29.4,0,100,0,0,0,So,5-Jun,-5.77027
2703,Deven Richmond,Howard,MEAC,25,28.1,96,13.1,54.8,5.5,8.9,4.6,25.8,1.8,1.5,34.6,Sr,4-Jun,-1.11649
2704,Tony Atkinson,Navy,Pat,5,1.4,0,4.4,0,0,20,0,0,0,0,0,So,8-Jun,-0.911652
2705,Johnathan DeJurnett,Fort Wayne,Horz,29,19.5,112.4,14.3,60.4,8.7,11.6,2.4,13.2,4.4,3.3,47.9,So,8-Jun,1.46904
2706,Mohamed Diallo,Stony Brook,AE,17,10.7,77.8,15,36.7,3.5,13.2,11.1,21.3,5.2,5,0,Jr,6-Jun,3.98157
2707,Jarvis Walker,Fort Wayne,Horz,26,9,75.9,22.9,29,3.3,16.1,15.9,22.5,0,1,48.4,So,2-Jun,-2.54791
2708,Kasen Harrison,Lamar,WAC,15,40,87.6,25.4,40.8,4.1,6.3,22.8,21.6,0,2.3,29.4,So,1-Jun,-3.26805
2709,Isaiah Cottrell,West Virginia,B12,33,40.2,83.4,19,38.8,7.1,13.6,6.1,18,5,0.8,22.4,So,10-Jun,-0.0141625
2710,Lincoln Smith,Lamar,WAC,26,60.8,91.9,20.6,45,6.7,21.7,11.3,16.2,1.5,1.7,15.1,Sr,5-Jun,-1.47355
2711,Mason Senigaur,Lamar,WAC,12,19.2,94.2,12,45.5,7.4,18.9,4.8,23.9,0.6,2.3,24.2,Jr,6-Jun,-0.0903597
2712,Marco Morency,Alcorn St.,SWAC,5,3.9,82.3,15.6,33.3,4,6.7,10.6,20.6,0,4.3,33.3,Jr,3-Jun,-0.220343
2713,DJ Jackson,Alabama St.,SWAC,21,37.4,80.2,16.4,35.7,2.8,8.6,20.2,28.9,0,3.2,48.8,So,1-Jun,-1.16252
2714,Jamari Sibley,UTEP,CUSA,32,51,101.4,15.2,50.3,5.4,17.4,7.3,15.4,5.6,0.8,23.4,So,8-Jun,0.896959
2715,TJ Berger,San Diego,WCC,29,37.2,80.3,12,41.3,1.3,8.8,4.7,20.6,0.2,1.5,13.8,So,4-Jun,0.585071
2716,Jahlil White,Temple,Amer,29,64.8,88,19.9,43.7,6.8,17.8,12.8,22.5,2.6,2.6,47.1,Fr,7-Jun,2.24962
2717,Caleb Love,North Carolina,ACC,39,84.6,101.5,25.4,45.8,0.7,10,19.5,17.9,0.7,1.6,28.7,So,4-Jun,0.768124
2718,JonDarius Warren,Southeastern Louisiana,Slnd,12,5.8,76.8,17.6,27.8,1.7,5,15,22.2,0,2.3,27.8,Jr,Jun-00,-2.16411
2719,Hayden Curtiss,Portland St.,BSky,15,10.1,127.8,12.6,58,4.5,10.2,0,3.8,8.9,0.5,48,So,9-Jun,0.109653
2720,Collin Holloway,Georgetown,BE,28,57.7,99.2,19.1,50.8,3.7,8.6,9.5,23.8,1.1,1.5,43.2,So,6-Jun,-0.944515
2721,Coleman Hawkins,Illinois,B10,33,47.1,103.6,19.3,50.3,8.7,16.4,14.8,22,2.6,2.4,39,So,10-Jun,3.8555
2722,Jackson Sivills,Murray St.,OVC,12,2.7,110.4,10,50,3.4,6.8,0,17.2,0,1.7,100,So,6-Jun,-0.265141
2723,Nijel Pack,Kansas St.,B12,29,76.8,117,23.8,57.8,2.6,10.9,16.3,11.2,0.4,2.4,18.4,So,Jun-00,1.53675
2724,DJ Gordon,Fordham,A10,1,0,210.5,20,0,0,0,0,0,0,0,0,Fr,5-Jun,25.8512
2725,Andre Henry,UC Irvine,BW,13,11.1,64,15.4,23.5,1.2,10.1,5.4,27.4,1,1.8,70.6,So,4-Jun,0.461326
2726,Justice Hill,Murray St.,OVC,31,79.8,113.7,23.1,50.8,1.4,7.1,28.5,15.6,0.5,2,22.8,So,Jun-00,0.267612
2727,Caleb Murphy,South Florida,Amer,31,79.5,86.4,24.8,42,1.2,10.4,27.5,17.6,1.3,1.3,22.1,So,4-Jun,-0.0924812
2728,Ze'Rik Onyema,UTEP,CUSA,23,15.9,101.8,14.7,67.6,9.2,12.2,7,27.6,4.9,2.3,29.4,Fr,8-Jun,1.90779
2729,C.J. Williams,Longwood,BSth,7,1.5,75.7,19.1,0,12.9,14.1,9,34.5,0,0,200,Sr,Jun-00,-4.07046
2730,Myles Ruth,Monmouth,MAAC,33,28.2,87.8,17.9,41.8,3.8,9.8,8.7,26.7,1.9,4.3,57,So,Jun-00,2.56192
2731,Blake Roberts,Southern Miss,CUSA,9,0.6,0,11,0,0,14.5,0,0,0,0,0,Fr,2-Jun,-6.551
2732,Garvin Clarke,Akron,MAC,32,35,91.2,16.6,44.8,3.7,16.4,13.7,25.9,0.3,2,36,So,Jun-00,0.286993
2733,Josh Taylor,Georgia,SEC,10,3.1,90.8,14.6,62.5,6.1,14.5,0,29.4,0,2.9,25,So,9-Jun,-0.701199
2734,Klemen Vuga,Monmouth,MAAC,12,4,91.4,16.7,60,6.2,16.2,3.7,26,6.5,1.1,70,So,9-Jun,1.3302
2735,DeAndre Pinckney,Southern Miss,CUSA,31,62.2,105.7,18.6,50.9,6.6,17.6,3.6,13.1,1.8,1.1,33.2,Jr,8-Jun,-1.75364
