,Player,School,Conference,GP,Min%,ORTG,USG,EFG,OR%,DR%,AST%,TOV%,BLK%,STL%,FTR,Year,Height,DBPM
1050,Jace Roquemore,Vermont,AE,2,5,77.8,9.2,0,0,11.6,31.7,67.3,0,6.2,0,Sr,5-Jun,3.60231
1051,Donavan Yap Jr.,Fresno St.,MWC,5,64.9,117.1,24.1,55.4,1.8,7.6,17.8,19.4,0,0.4,43.5,Sr,5-Jun,-1.3485
1052,Eoin Nelson,North Alabama,ASun,5,23.8,75,17.6,38.5,11.1,16,4.1,24.7,0,0,0,Sr,11-Jun,-2.05623
1053,Jeremiah Oden,DePaul,BE,6,86.3,105.2,15.8,47.2,1.7,12.4,6.7,10.2,1.9,0.8,41.5,Sr,9-Jun,-0.510243
1054,D'Maurian Williams,Texas Tech,B12,2,2.1,106.5,16.4,50,0,0,0,0,0,11.8,0,Sr,3-Jun,12.9519
1055,Jamaine Mann,Georgia St.,SB,6,36.3,115.6,25.5,52.6,9.3,10.7,5,10,1.2,1.3,39.5,Jr,6-Jun,-0.59326
1056,Trey Hall,Utah Tech,WAC,2,2.9,13.6,34.9,0,17.5,0,0,0,0,0,0,So,9-Jun,-16.5037
1057,Marques Warrick,Northern Kentucky,Horz,5,84,92.5,26.9,39.9,2,4.4,13.8,16.6,0,1.4,27,Sr,2-Jun,-4.14516
1058,Luke House,Drexel,CAA,6,62.9,122,13.8,57.7,5.3,11.8,4.2,8.7,0.7,0.4,10.3,Sr,4-Jun,0.286158
1059,Darrick Jones Jr.,Le Moyne,NEC,6,47.5,89.6,20.7,44.1,0.9,7.8,3.7,16.8,1,1,50,Sr,5-Jun,-5.1531
1060,Matt Zona,Notre Dame,ACC,5,48.3,132.3,10.4,57.1,8.4,12.2,17.3,5.9,1,1.2,21.4,Sr,9-Jun,1.34871
1061,Trey Robinson,Northern Kentucky,Horz,5,62,93.8,17.5,34.5,8.1,16,16.1,16,0.9,2.3,44.8,Sr,6-Jun,-1.07623
1062,Jordan Sears,Tennessee Martin,OVC,5,83.8,108.3,32,56.7,1.2,8.4,24.6,19.2,0.6,2.4,32.2,Jr,11-May,-0.594788
1063,Garrett Hien,Furman,SC,5,51,93.4,18.8,44.4,2.2,18.3,27.7,25.3,1.9,2.7,14.8,Sr,9-Jun,1.45052
1064,Drew Thelwell,Morehead St.,OVC,5,80,114.8,19.4,55.8,1.5,6.4,18.2,18.7,0,1.1,46.5,Jr,3-Jun,-0.780821
1065,Alex Kotov,Campbell,CAA,6,49.4,86.8,23.5,38.5,6.9,19,17.7,23,4,2.7,88.5,Sr,10-Jun,1.06526
1066,Johni Broome,Auburn,SEC,5,56,111.7,31.4,58.8,12.5,23.8,22.1,15.8,3.5,1,60.8,Jr,10-Jun,2.50912
1067,Sebastian Mendoza,Tennessee Martin,OVC,3,25.2,90.6,14.9,50,2,5.3,12.6,27.3,0,2,0,Jr,3-Jun,-2.51498
1068,Javontae Hopkins,Prairie View A&M,SWAC,2,12,56.1,37.2,33.3,16,12.7,9.7,30.5,0,9.1,25,Sr,Jun-00,3.41974
1069,RJ Blakney,Old Dominion,SB,4,37,144.8,15.5,70.6,7.2,13.2,6.9,6.4,4.6,2,5.9,Jr,6-Jun,1.33864
1070,Juhlawnei Stone,Stephen F. Austin,WAC,5,24.4,77.3,22.1,43.8,8.4,14.1,0,30.5,8.7,1.1,12.5,Jr,6-Jun,0.159338
1071,Malik Wade,Cal Baptist,WAC,4,33.1,54.7,8.9,50,4.1,22.9,10.3,66,1.9,0,0,Jr,8-Jun,1.72465
1072,Trey Thomas,Bowling Green,MAC,1,8.6,30.6,18.6,0,0,18.2,6.1,12.7,0,0,25,Sr,Jun-00,-3.41069
1073,Carter Gilmore,Wisconsin,B10,6,25,109.9,8.9,71.4,3.5,17.7,2.4,29.4,0,0,42.9,Jr,7-Jun,1.05115
1074,Donovan Williams,Pacific,WCC,7,75.4,92.5,18.2,51.9,1.1,20,12.3,22.4,1,2.3,43.4,Sr,5-Jun,1.11046
1075,Justin Wright,Loyola Marymount,WCC,6,61.7,122.3,21.9,57.4,1.7,13.6,7.7,12.5,0,0.8,59.6,Sr,2-Jun,0.349536
1076,Isaiah Addo-Ankrah,Denver,Sum,6,65.4,134.8,11.6,64.1,3.3,13.7,9,12.3,0,1.1,25,Sr,7-Jun,-1.89012
1077,Andy Christos,Penn St.,B10,3,1.8,0,0,0,0,23,0,0,0,0,0,Sr,5-Jun,1.53657
1078,Isaiah Sulack,Marist,MAAC,2,7,70.3,10.3,33.3,0,0,0,0,0,0,0,Sr,5-Jun,-5.11593
1079,Malik Henry,George Mason,A10,6,32.9,138.8,11.2,72.7,9.5,11.7,7.3,0,5.5,1.6,81.8,Sr,8-Jun,3.22474
1080,Kasean Pryor,South Florida,Amer,4,46.3,99.6,18.6,40.5,5.8,28.9,15.5,16.2,1.5,3,28.6,Jr,10-Jun,3.81216
1081,Mady Sissoko,Michigan St.,B10,6,46.5,106.3,13.9,56.3,10.4,26.3,1.5,29.1,5.1,0.5,68.8,Sr,9-Jun,3.05408
1082,Eric Lee,Alabama A&M,SWAC,5,26.5,103.8,21.1,71.4,3.7,4.8,10.4,14.4,0,6.2,114.3,Jr,4-Jun,2.46
1083,Jamie Bergens,Drexel,CAA,5,30.2,57.5,15,25,0,4.3,5.1,16.6,0,1.7,10,Sr,2-Jun,-0.785013
1084,Tanner Christensen,Utah Tech,WAC,5,73.2,105,24.1,58.5,7,21.7,13.4,17.1,6.4,1.5,41.5,Jr,10-Jun,1.4814
1085,Burke Smith,Pacific,WCC,7,31.6,106.6,18,58.9,6.7,19.7,17.9,10.1,3.6,1.8,17.9,Jr,11-Jun,1.866
1086,Davis Smith,Michigan St.,B10,2,3.3,35.1,21.7,0,13.4,0,19,0,0,0,33.3,Sr,Jun-00,-8.76252
1087,Mark Sears,Alabama,SEC,6,71.3,150.8,25.8,71.2,6.8,13.3,24.8,13.4,0,2.5,74.6,Sr,1-Jun,2.64076
1088,Posh Alexander,Butler,BE,7,67.9,107.2,24.3,49.2,5.1,7.6,28.8,19.4,0,3.3,27.4,Sr,Jun-00,2.25012
1089,Steven Lazar,Siena,MAAC,1,0.8,0,0,0,0,63.5,0,0,0,0,0,Sr,6-Jun,-0.417522
1090,Aidan Carpenter,Sacred Heart,NEC,6,54.2,107,18.2,54.5,0,8,12.2,16,0,2.5,11.4,Jr,5-Jun,-0.882878
1091,Jaemyn Brakefield,Mississippi,SEC,5,62,91.4,17.2,28.1,8.2,12.5,14.9,11.2,0.9,0.5,28.1,Sr,8-Jun,-1.80738
1092,J'Vonne Hadley,Colorado,P12,6,76.3,128.7,15.6,60,8.3,13.9,13.4,17.7,1.2,2.5,68.6,Sr,6-Jun,2.98049
1093,Matt Cross,Massachusetts,A10,4,61.8,139.3,28,66.7,18.1,18.7,18.9,11.6,4.7,3.8,57.1,Sr,7-Jun,3.0319
1094,Tony Sanders Jr.,Notre Dame,ACC,1,2.4,300,5.1,150,0,0,0,0,0,0,0,Sr,7-Jun,1.26426
1095,Darius Burford,Illinois St.,MVC,4,48,76.8,23.6,40.2,2.1,3.6,11.1,20.2,1.2,1.8,0,Sr,Jun-00,-1.13203
1096,Keegan Harvey,George Washington,A10,1,2.1,107.4,18,100,0,31.4,31.3,48.2,0,0,0,Jr,11-Jun,6.33101
1097,Earl Timberlake,Bryant,AE,6,89.2,101.5,18.4,52,4.8,19.4,23.2,19.5,3.3,2,40,Sr,6-Jun,2.30181
1098,Michael Graham,Loyola Marymount,WCC,6,25.4,77.5,11.2,66.7,4.1,22,0,42.4,4.7,0,66.7,Sr,8-Jun,1.52124
1099,Kylen Milton,Arkansas Pine Bluff,SWAC,5,81.5,111.1,27.9,55.9,3.4,8.3,22,16.7,1.4,2.3,107.8,Jr,4-Jun,-3.09673
1100,Rubin Jones,North Texas,Amer,5,82.4,104.5,23.8,45.5,4.6,6.4,29.2,18,0,5.4,16.4,Sr,5-Jun,4.25871
1101,Shemar Rathan-Mayes,UNC Wilmington,CAA,4,17.6,82.5,19.4,50,0,4.2,18.8,32.1,0,0,33.3,Sr,11-May,-2.87548
1102,Brantly Stevenson,Cal Baptist,WAC,4,79.4,117.2,16.4,51.5,5.1,9.6,8.4,12,0.8,2,30.3,Sr,4-Jun,0.769423
1103,Steven Ashworth,Creighton,BE,6,68.3,122.6,15.3,62.2,1.5,11.3,19.7,21.2,0,1.1,5.4,Sr,1-Jun,2.14016
1104,Alijah Martin,Florida Atlantic,Amer,6,70.4,102.7,23.4,44.3,4.3,17.7,7.8,11.6,0.6,3.1,22.9,Jr,2-Jun,0.46408
1105,VonCameron Davis,Kent St.,MAC,6,61.6,113.7,17.9,54.7,8.2,14.3,1.3,10,0,2.5,17,Jr,5-Jun,0.781273
1106,Aiden Terry,Rutgers,B10,3,2.1,68.8,17.2,0,21.1,0,33.3,67.7,0,11.8,0,Sr,10-May,9.55901
1107,TJ Bamba,Villanova,BE,7,60,123,20.4,47.5,3.4,12.5,17.2,3.5,0.8,1.1,26.7,Sr,5-Jun,2.04349
1108,Josh Morgan,Incarnate Word,Slnd,6,60.8,98.9,18.8,47.8,4.2,7.4,7.8,19.7,0,2.2,26.7,Sr,3-Jun,-2.52376
1109,Justin Vander Baan,Lafayette,Pat,6,60.4,79.4,30.7,42.2,8.6,14.7,17.2,23.8,10.6,0.4,18.8,Jr,Jul-00,0.041757
1110,Mike Sixsmith,Sacred Heart,NEC,1,0.8,0,0,0,0,0,0,0,0,0,0,Sr,Jun-00,-4.54372
1111,Lazar Grbovic,Eastern Illinois,OVC,4,10.5,7.2,16.9,0,0,6.1,8.7,16.9,0,0,0,So,8-Jun,-6.00349
1112,Lado Laku,Arkansas St.,SB,5,28.8,122.8,15.8,57.1,19.1,24.2,0,15,7.3,0.8,71.4,Jr,10-Jun,-0.826566
1113,Drew Daniel,Northern Iowa,MVC,4,7.8,73.5,17.9,25,0,0,0,20.7,0,3.7,50,Jr,7-Jun,-1.11143
1114,A.J. Staton-McCray,Samford,SC,6,54.2,91.9,26.6,44.1,6.3,16.4,7.6,21.6,2.5,3.3,27.1,Jr,5-Jun,-0.602636
1115,Matthew Murrell,Mississippi,SEC,5,88.5,102.2,23.2,45.5,1.9,13.8,21.2,11.7,1.3,2,25.4,Sr,4-Jun,-0.178314
1116,Byron Joshua,Alcorn St.,SWAC,6,55,82.5,30.4,36.4,0.7,9.1,29.3,20.2,0,2.2,28.6,Sr,10-May,-3.91592
1117,Zach Edey,Purdue,B10,6,71.3,127.5,33.4,59.2,20.5,24.2,7.9,10.7,10.8,0.3,86.8,Sr,4-Jul,3.91477
1118,Chase Martin,Purdue,B10,2,2.5,31.2,35.3,0,0,32.8,47.1,52.6,0,0,0,Sr,2-Jun,-6.10497
1119,Marcus Fitzgerald Jr.,Tennessee St.,OVC,4,75,95.3,24.5,45.2,7.4,8.5,21.2,23.6,0,1,16.7,Jr,2-Jun,-3.31566
1120,Petar Krivokapic,FIU,CUSA,8,65.9,102.8,16.6,49.2,3.1,5.8,5.3,15.3,0.6,2.8,19.7,Jr,4-Jun,-1.75761
1121,Javaunte Hawkins,FIU,CUSA,8,45,93.7,21.7,54.7,1.5,10.3,5.4,25.7,0,1.9,20.8,Sr,11-May,-3.72013
1122,K.D. Johnson,Auburn,SEC,5,44,115.6,19.9,51.6,0,8.2,14.8,12.7,3.4,3.2,38.7,Sr,Jun-00,4.15304
1123,Grant Weitman,Arizona,P12,4,5,140.7,16.6,37.5,9.3,33.3,10.8,0,0,4.3,50,Sr,4-Jun,4.9427
1124,Hunter Jack Madden,Abilene Christian,WAC,6,71.7,122.9,18.6,62.5,4.9,15.2,7.6,14.5,0,1.7,59.1,Sr,2-Jun,0.590416
1125,Darweshi Hunter,Miami OH,MAC,5,76.5,118.8,22.7,62.5,1.8,14.7,14.9,13.4,0,1.9,36.5,Sr,5-Jun,-0.810576
1126,Jacob Hutson,Northern Iowa,MVC,5,64.9,94.7,26.4,50,7.9,12.4,15.2,21.9,0.9,0.4,62.5,Jr,11-Jun,-0.782004
1127,Jackson Threadgill,Charlotte,Amer,6,83.3,84,12.3,41,0.7,7.1,4,12.6,0.6,1.9,12.8,Sr,6-Jun,0.862485
1128,Zach Anderson,Florida Gulf Coast,ASun,6,75,111.9,24.1,52.7,8.1,16.1,8.5,19.7,1.4,1,58.2,Jr,7-Jun,-1.64635
1129,Cole LaRue,Kennesaw St.,ASun,3,4,132.2,28.9,66.7,32.9,27.6,0,21.8,12.9,0,66.7,Sr,9-Jun,-1.04048
1130,Trey Fort,Mississippi St.,SEC,6,49.6,108.2,18.3,47.5,5.6,13.4,4.8,10.3,1.8,0.5,27.5,Jr,4-Jun,0.974481
1131,Will Amica,Albany,AE,4,11.3,117.7,15,50,0,8.1,7.2,0,0,0,0,Sr,Jun-00,-2.80971
1132,Anthony Leal,Indiana,B10,1,2.5,212,2.4,0,0,18,25.3,0,0,0,0,Sr,5-Jun,-0.899254
1133,Brandon Lieb,Illinois St.,MVC,5,34,84,28.5,31.3,17.6,28.9,6.9,23.5,1.7,0.8,50,Sr,1-Jul,-2.29434
1134,Dji Bailey,Richmond,A10,6,58.3,131.3,16.3,70.3,2.7,8.9,14.1,10.2,0,4.2,40.6,Sr,5-Jun,3.16286
1135,Dallion Johnson,Florida Gulf Coast,ASun,6,54.6,98.6,19.3,45.7,3.4,9.1,8.1,14.6,0,4.2,4.3,Jr,3-Jun,0.582942
1136,Clifford Omoruyi,Rutgers,B10,6,65,112.3,22.7,53.8,14.9,21.5,6.1,13.2,12.4,1.1,42.3,Sr,11-Jun,4.23796
1137,Josh Gray,South Carolina,SEC,4,17.5,104,23.4,44.4,10.6,44.2,0,0,5.9,1.7,166.7,Sr,Jul-00,1.52055
1138,Brandon Whitney,Montana,BSky,4,70.6,79.2,15.9,40,1,6.2,19.5,27.4,1,0.5,30,Sr,1-Jun,-2.10277
1139,Henry Coleman III,Texas A&M,SEC,6,59.6,159.6,17.8,72.1,11.7,20.8,8,6.1,0,1.1,62.8,Sr,8-Jun,1.71604
1140,Jabri Abdur-Rahim,Georgia,SEC,6,69.2,116.4,20.5,48,3.6,10.7,1.2,11.3,0,1.3,75.5,Sr,8-Jun,0.196177
1141,Jeremy Roach,Duke,ACC,6,77.5,111,17.9,54.5,1.3,4,11.9,13.8,0.6,1.5,23.6,Sr,2-Jun,0.656927
1142,Tyrin Lawrence,Vanderbilt,SEC,2,24.2,100,36.3,44.2,5.6,20.1,29.4,19.4,0,5,73.1,Sr,4-Jun,1.97749
1143,Reece Beekman,Virginia,ACC,6,74.6,105.4,27.6,46.2,1.4,11.9,46.6,13.2,3.3,6.5,24.6,Sr,3-Jun,7.28382
1144,Ryan Myers,Western Illinois,OVC,6,65.6,89.2,22.9,49,0.6,6.6,14.8,27.6,0,0.4,37.3,Jr,1-Jun,-4.42624
1145,Truth Harris,Radford,BSth,6,41.7,100.7,19.2,58,3.4,12.9,9.3,24,1.1,4.6,44,Jr,2-Jun,2.97479
1146,Andre Lorentsson,Toledo,MAC,6,41.3,141.7,13.6,83.3,4.8,12.1,6.5,16.4,1,2.2,38.1,Jr,8-Jun,0.596217
1147,Koby Brea,Dayton,A10,6,62.5,117,19,60,2.7,13.5,12.2,13.3,0.7,0.4,17.8,Jr,6-Jun,-1.28304
1148,Hassan Diarra,Connecticut,BE,7,46.4,128.8,14.8,50,5.7,12.3,22.1,17.9,3.1,3.1,30.8,Sr,2-Jun,4.86313
1149,Zarique Nutter,Northern Illinois,MAC,6,85,113.4,22.2,58.3,3.5,14.9,16.1,14.2,1.2,1.3,34.7,Jr,7-Jun,-0.281608
1150,Luke Barrett,Saint Mary's,WCC,6,32.5,105.4,9.3,34.6,13.4,10.5,4.6,0,0,0,15.4,Jr,6-Jun,-1.10164
1151,Jaron Rillie,Northern Colorado,BSky,1,19.4,98.6,23.5,40.9,0,12.3,32.1,14.8,0,3.5,36.4,Sr,3-Jun,1.16238
1152,Norchad Omier,Miami FL,ACC,5,67.5,120.1,27.2,55,9.1,26,12.7,15,3.8,4.8,58,Jr,7-Jun,3.87479
1153,Jalen Myers,Tennessee Martin,OVC,5,38.1,106,18.6,42,5.3,16.3,12.9,10.9,0,2,36,Jr,8-Jun,-0.420676
1154,Grayson Walters,Samford,SC,1,0.8,0,26.7,0,0,0,0,100,0,0,0,Sr,5-Jun,-7.02958
1155,Lamont Butler,San Diego St.,MWC,6,66.8,92.4,19.7,39,2.7,7.7,24.3,13.7,2,2.7,34,Sr,2-Jun,1.89063
1156,Christian Fussell,Tennessee Martin,OVC,5,25.7,144.2,9,50,7.8,13.8,2.9,0,1.9,3,85.7,Jr,10-Jun,1.40843
1157,Hunter Erickson,Utah,P12,6,56.3,75.8,15.9,31,0,7.7,27.9,30.8,1.6,0.8,0,Sr,3-Jun,-0.224019
1158,Carson Barrett,Purdue,B10,2,2.5,0,0,0,0,49.2,0,0,0,0,0,Sr,5-Jun,5.64411
1159,Tai'Reon Joseph,Southern,SWAC,6,75.1,89.5,33.7,46.8,2.3,9.2,14.6,14,0,2.6,18.5,Jr,3-Jun,-3.0422
1160,Ethan Morton,Purdue,B10,5,20.4,143.3,8.8,75,2.6,2,21.4,25.7,2.2,4.6,50,Sr,7-Jun,6.53188
1161,Anthony Blunt,UMass Lowell,AE,2,3.1,218,2.7,0,0,0,28.8,0,0,0,0,Sr,2-Jun,-0.894549
1162,Micah Peavy,TCU,B12,6,62.1,122.5,21.2,65.8,4.3,12.5,23,18.2,1.2,2.5,12.3,Sr,8-Jun,1.51487
1163,Kareem Thompson,Oral Roberts,Sum,4,98.8,89.7,18.7,48.8,0.6,11.6,15.2,18,0,1.8,18.6,Sr,5-Jun,-0.87898
1164,Nick Farrar,UNC Wilmington,CAA,4,46.1,95.9,17,38.6,3.2,12.7,12.5,4.6,1.5,0,13.6,Sr,7-Jun,-1.26365
1165,Siem Uijtendaal,Canisius,MAAC,6,79.2,106.7,20.6,49.3,2.2,11.9,12.9,14.2,0.5,4.1,22.1,Sr,6-Jun,1.55724
1166,Patrick Iriel,USC Upstate,BSth,3,10,93.3,16.3,100,5.4,12.3,11.2,36.8,0,3,66.7,Jr,10-Jun,-0.968322
1167,Ja'Von Benson,Hampton,CAA,6,28.8,97.4,24.7,44.2,5.1,15.1,16.3,18.8,3.3,1.5,30.8,Jr,8-Jun,-0.196475
1168,Nehemiah Benson,Binghamton,AE,6,47.5,125,16.7,68.2,5.1,15.5,8.3,12.1,1,1,24.2,Sr,7-Jun,0.401963
1169,Bryce Monroe,IUPUI,Horz,5,75,87.6,25.5,38.5,2.2,5.7,11.1,17.4,0,2.8,24.6,Sr,11-May,-3.564
1170,Xavier Bell,Wichita St.,Amer,6,85,96.9,26.2,42.7,2.7,10.9,18.8,20.6,1,2.7,44,Jr,2-Jun,1.40249
1171,Kellen Amos,Central Connecticut,NEC,4,79.4,82.7,22.9,36.4,0.9,17.4,23.2,15.9,2.5,2.3,25,Sr,7-Jun,-1.29305
1172,Devin Tillis,UC Irvine,BW,6,55,138.4,22.1,70.2,6.5,24.7,23.2,13.4,0,2.1,52.4,Jr,6-Jun,4.95857
1173,PJ Carter,UTSA,Amer,7,55.4,109.4,18.2,54.3,1.9,4.1,4,9.4,0.6,0.7,19,Jr,5-Jun,-3.52639
1174,Nick Jourdain,Memphis,Amer,6,40.4,159.3,10.7,87.5,11.6,13.3,7.4,10.5,5.6,0,25,Jr,9-Jun,1.7362
1175,Zachary Visentin,Cal St. Fullerton,BW,2,6.5,110.1,9.5,100,17.2,0,0,46.1,0,0,0,Jr,9-Jun,-3.95863
1176,David N'Guessan,Kansas St.,B12,6,62.4,113.4,15.3,63.9,14.5,20.8,4.6,21.1,1.3,0.7,25,Sr,9-Jun,0.38198
1177,Eric Gaines,UAB,Amer,6,83.3,100.8,25,48.7,2.2,10.7,18.5,18.2,1.1,4.8,36.8,Jr,2-Jun,3.12779
1178,Dante Maddox Jr.,Toledo,MAC,6,70.4,107,23.4,50,0.7,11,17,15.3,0.6,3.3,28.8,Jr,2-Jun,0.166089
1179,Oskar Palmquist,Rutgers,B10,6,36.3,124.8,11.9,50,4.9,9.4,6.6,5.6,2.8,3.4,56.3,Sr,8-Jun,5.07355
1180,Henry Abraham,Coastal Carolina,SB,4,49.4,63.8,14.3,25,1.3,6.5,17.7,29.3,0,2.8,18.8,Sr,Jun-00,-2.34033
1181,Koby Jeffries,Tennessee Martin,OVC,5,49.5,105,9.4,50,2,12.5,4.6,16.5,3,0.5,11.1,Jr,3-Jun,-1.28445
1182,Zimi Nwokeji,Dayton,A10,5,8.8,218.5,10.2,112.5,6.4,5.7,0,0,0,0,75,Jr,7-Jun,1.6778
1183,Dishon Jackson,Charlotte,Amer,6,61.6,76,26.6,42.1,2.7,17.8,4.9,19,4.6,1.3,15.8,So,11-Jun,0.549967
1184,Jyare Davis,Delaware,CAA,6,81.3,116.4,25.8,54.5,3.1,23.8,18.2,12.7,2.5,1.5,39,Sr,7-Jun,1.39063
1185,David Jones,Georgia Southern,SB,3,17.1,93.5,13.7,57.1,5.2,21.7,15.1,30.3,12.1,0,14.3,Jr,8-Jun,0.395876
1186,Obinna Anochili-Killen,Marshall,SB,3,40,107.9,20.9,55.6,6,10.6,4.4,10.7,3.9,1.1,41.7,Sr,8-Jun,-1.09167
1187,David Early,Tennessee Tech,OVC,5,77.6,108.2,20.5,55.9,0,9.9,8.3,12.5,0,1.5,23.5,Jr,4-Jun,-0.830411
1188,Pelle Larsson,Arizona,P12,6,54.2,140.1,18.8,62.1,6,12.3,15,17,0.8,2.4,84.8,Sr,6-Jun,3.99204
1189,Ian Martinez,Utah St.,MWC,5,53.2,98.4,22.2,56.1,4.4,13.9,8.2,25.6,4.1,2.1,36.4,Sr,3-Jun,3.09516
1190,Aidan Prukop,Cal Poly,BW,4,12,122.1,10.8,75,0,10.8,7.7,23.2,0,0,0,Jr,4-Jun,-3.27634
1191,Luke Appel,South Dakota St.,Sum,5,70.5,102.9,24.2,52,1.6,13.1,12.9,13.7,1.7,1.2,53.1,Sr,8-Jun,-1.09858
1192,Jaden House,Rhode Island,A10,6,72.5,108.7,23,53.2,2.1,10.8,9,14.8,1.2,1.4,41.3,Jr,4-Jun,-1.04532
1193,Zack Austin,Pittsburgh,ACC,6,58.3,121.4,15.6,48.8,6.4,21.7,5.6,5,7.9,2,47.5,Jr,7-Jun,4.01715
1194,Alex Holt,Mercer,SC,4,19,98.1,11.6,42.9,3.1,21.1,0,0,3.3,0,57.1,Jr,8-Jun,-1.74897
1195,Bryson Childress,High Point,BSth,3,7.3,167.7,10.5,75,0,14.2,0,0,0,3.8,0,Sr,9-May,2.82753
1196,Andrej Jakimovski,Washington St.,P12,6,77.1,116.2,19.9,54.7,4.5,16.3,10,9.5,4.3,2.5,26.6,Sr,8-Jun,1.98416
1197,Ismael Plet,Arkansas Pine Bluff,SWAC,5,37.5,126.1,8.9,71.4,10.4,9.9,2.5,16.2,4.6,2.2,85.7,Jr,8-Jun,-1.70491
1198,Shakeel Moore,Mississippi St.,SEC,4,34.2,95.8,16.8,52.4,0,9.8,11.6,16.3,0,2.1,47.6,Sr,1-Jun,2.75267
1199,Pavle Kuzmaanovic,Little Rock,OVC,5,27.6,125.1,10.2,67.9,4.4,1.7,2.6,15.4,0,1.6,0,Sr,5-Jun,-2.85089
1200,A.J. Hoggard,Michigan St.,B10,6,63.7,88.3,26.1,32.8,2.8,10.6,29.6,17,0.8,0.8,37.9,Sr,4-Jun,0.347791
1201,Chibuzo Agbo,Boise St.,MWC,5,75.5,104.3,20.8,51,2.9,19.5,4.6,11.2,1.4,2.3,30,Sr,7-Jun,1.306
1202,Evan Joyner,North Carolina A&T,CAA,6,49.6,74.3,16,28.8,5,20.8,10.3,17.1,3.9,3.2,42.3,So,8-Jun,-1.3906
1203,Jeff Ngandu,UMKC,Sum,3,10.2,71.7,16.1,50,0,0,8.9,54.1,13.8,0,100,So,9-Jun,-0.435564
1204,Tyler Kolek,Marquette,BE,6,77.9,111.1,25,57.5,3.2,15.8,30.2,23.3,0,3.1,23.3,Sr,3-Jun,3.19974
1205,Joe Munden Jr.,Fairleigh Dickinson,NEC,4,34.6,84.8,30,40.9,4.9,13,11.6,21.3,2.6,1.3,66.7,Sr,3-Jun,-4.69452
1206,Lincoln Ball,American,Pat,6,72.2,127.8,10.5,48.2,7.1,17.7,15,6.5,0.7,1.4,21.4,Sr,6-Jun,-0.838455
1207,Jared Garcia,Tulsa,Amer,5,64.9,101.9,21.1,43.6,10.6,16.4,9.2,17,5.5,1.2,34,Jr,8-Jun,1.05376
1208,Trey Townsend,Oakland,Horz,7,89.3,101,28.7,45.6,6.4,19.7,22.8,16.8,0,2.5,29.1,Jr,6-Jun,0.542224
1209,Chris Conway,Oakland,Horz,7,58.2,121.4,20.4,59.3,6.3,13.7,7.7,8.6,0.7,1.1,33.3,Jr,9-Jun,0.0458736
1210,Micah Parrish,San Diego St.,MWC,6,74,115.6,16.1,61.1,0,15,14.4,15.1,1.8,3.7,48.9,Sr,6-Jun,4.57923
1211,Connor Serven,Eastern Michigan,MAC,7,36.8,102.7,11.1,61.5,6.1,12.5,5.4,21.2,1.1,1.8,46.2,Jr,8-Jun,-1.19741
1212,Khristian Lander,Western Kentucky,CUSA,5,51,80.6,17.7,34.5,1,4.4,5,20.6,0,2.6,41.4,Sr,3-Jun,-0.095717
1213,Sin'Cere McMahon,Winthrop,BSth,6,61.3,101.2,20.7,50,1.7,7.7,7.2,17.6,0,2,40.9,Sr,1-Jun,-1.29788
1214,Javonte Johnson,Colorado St.,MWC,5,9.2,119.6,19.7,70,12.8,5,7,25.9,0,0,40,Sr,6-Jun,-2.36047
1215,Evan Johnson,UNC Asheville,BSth,5,24.4,88.1,21.7,42.9,0,8,4.5,15.2,0,0,14.3,Jr,11-May,-4.25992
1216,Nick Hittle,Southern Indiana,OVC,5,11.3,54.2,19.3,28.6,8.1,20.7,7,33.1,0,0,0,Jr,10-Jun,-4.3006
1217,Jamal Mashburn Jr.,New Mexico,MWC,5,63.8,98.4,28.3,39.5,0,6.8,8.8,9.8,0.7,0.3,42,Sr,2-Jun,-2.10404
1218,Hunter Dickinson,Kansas,B12,5,72,124.6,26.3,66.4,12.1,32.1,15.8,14.3,3.6,3,44.8,Sr,2-Jul,5.89249
1219,Jaden McClanahan,Utah Valley,WAC,4,77.6,80.6,19.5,34.8,2.6,16.7,16.5,23.2,0.8,0,33.3,Sr,10-May,-0.942749
1220,Amari Williams,Drexel,CAA,6,60.4,97.6,35,44.4,13.4,24.5,20.8,20.1,9.3,1.7,55.6,Sr,10-Jun,3.91059
1221,Johnell Davis,Florida Atlantic,Amer,6,67.9,105.4,25.6,57.4,6,20.3,9.7,21.9,1.9,3.2,31.1,Jr,4-Jun,2.32249
1222,Jack May,Florida,SEC,1,0.4,0,0,0,0,0,0,0,0,0,0,Jr,4-Jun,-0.128608
1223,Niels Lane,Delaware,CAA,6,60.4,88.5,21.4,42,3.3,10.4,13.1,18.6,2.5,2,36.4,Sr,5-Jun,-0.116648
1224,Kellen Tynes,Maine,AE,7,90.7,96.2,23.2,45.2,1,12,27.2,16.4,0.5,3.6,42.5,Jr,3-Jun,0.435712
1225,Angelo Stuart,Milwaukee,Horz,5,33.5,86.2,14.9,27.5,2.8,1.8,5.3,5.8,0,1.7,25,Sr,1-Jun,-4.07601
1226,Jalen Celestine,California,P12,3,25.3,152.4,14.4,73.7,1.6,10.1,6.2,5.7,0,0.8,31.6,Jr,7-Jun,-0.708185
1227,Alem Huseinovic,Rice,Amer,5,38.5,93.3,11.7,59.4,0,8.3,5.2,18.2,1.3,1.4,12.5,Sr,4-Jun,-2.38688
