,Player,School,Conference,GP,Min%,ORTG,USG,EFG,OR%,DR%,AST%,TOV%,BLK%,STL%,FTR,Year,Height,DBPM
55,Cormac Ryan,North Carolina,ACC,5,58.8,111.5,18.3,44.4,0.8,10.6,14,12.7,3,2.3,33.3,Sr,5-Jun,3.08358
56,DaQuan Smith,Radford,BSth,6,72.5,104.2,26.5,46.5,1.3,12.4,15.9,10,0.6,1.7,15.3,Sr,1-Jun,-0.338189
57,Jarron Coleman,Nebraska,B10,7,36.8,80.3,20.5,27.3,1.1,16.7,31.7,30.5,1,1.1,50,Sr,5-Jun,1.10231
58,Caleb Fields,Fairfield,MAAC,3,47,87.4,16.8,32.8,0,9.9,15.6,7,1.1,1.8,20.7,Sr,2-Jun,-1.29598
59,Daniel Schreier,NJIT,AE,5,36,83,14.2,41.7,7.7,13.4,6.2,22.5,0,1.6,50,Sr,9-Jun,-2.03667
60,Elijah Buchanan,NJIT,AE,3,34.5,55.5,22.5,30.4,3.2,17.1,6.8,18.6,1.5,2.5,30.4,Sr,5-Jun,-2.69782
61,Juan Munoz,Hawaii,BW,4,39.4,109.2,21.5,52.4,0,3.3,20.5,16.1,0,2.6,28.6,Sr,Jun-00,1.43384
62,DJ Burns Jr.,North Carolina St.,ACC,5,72.5,121.5,22.7,58.9,6.6,14.9,19.8,11.7,1.7,2.7,17.9,Sr,9-Jun,2.88642
63,Deon Stroud,Texas Southern,SWAC,6,45.8,73.7,23.4,36.4,2.5,13.8,6.9,18.4,0,2.7,9.1,Sr,5-Jun,0.0957171
64,Aanen Moody,Montana,BSky,4,76.3,91.2,23.4,41.7,0.9,9.5,5.8,8.6,0,1,18.8,Sr,3-Jun,-2.14638
65,Blake Hinson,Pittsburgh,ACC,6,68.3,122.1,26.9,52.8,6.1,11.1,8.1,6.2,0,1.3,38.6,Sr,8-Jun,-0.32802
66,Franco Miller Jr.,Florida Gulf Coast,ASun,6,55.4,61.7,15.8,19.4,0,14.9,17.9,23.3,0.9,1.8,19.4,Sr,3-Jun,-1.16137
67,Jonathan Tchamwa Tchatchoua,Baylor,B12,3,12,88.1,8.9,75,10.1,17.8,0,51.1,0,0,0,Sr,8-Jun,-1.95468
68,Jimmy Nichols,Coastal Carolina,SB,4,44.4,93.9,19,54.5,8.8,15.9,0,24.6,11.3,0,18.2,Sr,8-Jun,-1.42983
69,Parker Braun,Kansas,B12,5,31,125.9,14.3,83.3,2.2,20.1,16.8,24.4,10.1,1.7,13.3,Sr,10-Jun,7.45309
70,Diante Wood,Tennessee Tech,OVC,2,18,54.6,16.7,42.9,3,19.6,0,37.7,0,0,14.3,Sr,4-Jun,-3.18306
71,Kobe Julien,Louisiana Lafayette,SB,5,77,105.1,30.1,49.4,2.2,14.8,8.8,16.3,3.1,3.4,28.6,Jr,6-Jun,0.789231
72,Amanze Ngumezi,Mercer,SC,5,54,98.5,20.5,58.3,5.5,27.2,8.2,21.2,5.8,1.1,33.3,Sr,9-Jun,0.678028
73,Darius Beane,Lindenwood,OVC,6,65.4,88.1,25.8,44.3,3.3,12.4,16.4,18,0,1.8,29.5,Sr,3-Jun,-1.72914
74,Cameron Jones,McNeese St.,Slnd,4,40.6,126.9,15.9,58.3,3.7,13.7,8.8,6.3,0,0,0,Sr,6-Jun,-2.29167
75,Tre King,Iowa St.,B12,7,56.8,113.6,18.3,56.4,11.4,17.4,7.7,21.6,1,3.7,41,Sr,7-Jun,3.18377
76,Cameron Tyson,Seattle,WAC,6,82.5,104.4,23.8,48.8,3.2,12.6,12.5,12.2,0,2.9,17.9,Sr,3-Jun,1.85608
77,RayQuawndis Mitchell,Penn St.,B10,6,24.6,86,16.1,12.5,3.1,13.3,6.7,19.8,0,4,262.5,Sr,5-Jun,2.27375
78,Braden Norris,Loyola Chicago,A10,6,82.1,114.2,17.2,54.9,0.6,11.3,27,21.8,0,1.7,43.9,Sr,Jun-00,1.09511
79,Nick Honor,Missouri,SEC,7,72.1,117.5,19.9,62.5,2.4,4.4,12.5,16,1.1,1.7,10.3,Sr,10-May,-1.71054
80,Dravon Mangum,Louisiana Tech,CUSA,4,50,106.6,20.1,45.2,10.4,23.3,10.3,18.7,0,3.8,42.9,Sr,8-Jun,1.97731
81,Jared Bynum,Stanford,P12,7,71.7,104.8,24.7,40.5,1.7,9.1,42.2,14.1,0.5,1.6,20.3,Sr,10-May,-0.742324
82,Sy Chatman,Buffalo,MAC,5,76,94.9,23.8,45.5,3.4,14.8,7.9,17.2,6.2,1.5,50,Sr,8-Jun,-0.901711
83,Tre Wood,George Mason,A10,6,16.3,22.8,12.3,14.3,0,2.6,0,26,0,0,28.6,Sr,1-Jun,-4.28288
84,Samba Diallo,Merrimack,NEC,6,71.4,114.9,16.8,50,5.1,10.1,9.2,18,1.9,2,93.5,Sr,7-Jun,0.448409
85,Blake Preston,Northwestern,B10,6,32.1,97.2,23.2,44.4,23.1,15.7,16.5,21.5,7.3,3.3,38.9,Sr,9-Jun,0.950396
86,Ryan Young,Duke,ACC,6,37.1,121.2,14.8,58.3,11,19.2,17.9,21.7,1.2,0.6,66.7,Sr,10-Jun,3.62208
87,Jaedon LeDee,San Diego St.,MWC,6,87.6,126.3,29.3,58.3,12.9,17.1,12.2,10.5,2,2.3,70,Sr,9-Jun,2.0691
88,Kenneth Nwuba,UCLA,P12,5,31,131.8,13,75,8.6,6,9.3,15.1,2.3,1,100,Sr,10-Jun,2.98026
89,Francisco Caffaro,Santa Clara,WCC,7,47.1,126.6,18.7,56,14.6,16.7,21.8,16.3,3.3,0.9,84,Sr,1-Jul,2.53982
90,Dorian James,North Florida,ASun,6,66.7,116.2,19.3,47.9,8.8,20,13.4,9.2,2.3,0.4,36.2,Sr,7-Jun,-1.4846
91,Bryce Washington,Hofstra,CAA,5,66.3,104.7,12.6,53.3,0.9,15.3,5.9,13.1,1.7,1.2,13.3,Sr,4-Jun,0.002691
92,Anthony Crump,Western Michigan,MAC,6,53.9,61.2,18.5,37,7.1,23.4,10,25.1,0,2.3,59.3,Sr,8-Jun,-0.380604
93,Darius Brown II,Utah St.,MWC,5,91.7,121.8,17.8,52,0.6,10.4,34.8,11.8,0.6,1.2,22.4,Sr,2-Jun,1.79113
94,Isaiah Bigelow,Richmond,A10,6,48.3,128.4,20.1,71.6,3.3,20.6,4.6,12.6,0,1.5,29.7,Sr,7-Jun,0.197068
95,Messiah Jones,Towson,CAA,7,46.4,103,23,52.9,14.6,16.3,2,24.1,0,1.5,51.4,Sr,6-Jun,-1.12786
96,Anthony Roberts,Fort Wayne,Horz,5,81,98.9,20.8,54.5,2.7,21,2.3,15.9,5.1,3.7,25,Sr,4-Jun,1.76082
97,Matt Veretto,Vermont,AE,5,72,127.5,21.7,59.4,1.6,10.5,13.7,4,3.2,1.3,24.5,Sr,8-Jun,1.3034
98,Brock Cunningham,Texas,B12,6,67.5,121.8,14.1,62.5,9.2,13,13.8,24.8,2.4,4.6,21.4,Sr,6-Jun,4.86858
99,Jake Wolfe,Indiana St.,MVC,5,33,146.1,12.6,93.8,4.1,17.1,18.4,19.4,0,1.6,100,Sr,5-Jun,0.970094
100,Rashad Williams,Arkansas Pine Bluff,SWAC,5,78.5,91.5,29.7,45.1,0,9.4,23.1,21,0,2.8,25.4,Sr,2-Jun,-4.24046
101,Dawson Carper,Missouri St.,MVC,3,1.3,0,0,0,0,32.7,0,0,0,19,0,Sr,11-Jun,19.2009
102,LaQuill Hardnett,Arkansas St.,SB,1,5.8,82.7,14,30,7.2,7.9,0,0,0,3.9,0,Sr,8-Jun,-2.26803
103,Jason Wade,Old Dominion,SB,4,55.8,76.9,6.1,33.3,3.6,6.3,7.1,32.4,1.5,3.9,0,Sr,4-Jun,2.32917
104,Nicolas Timberlake,Kansas,B12,5,33.5,81.1,17.7,47.4,0,11.9,2.2,22.8,0,0.8,31.6,Sr,4-Jun,-1.00999
105,Chris Austin,Portland,WCC,4,50.6,71.2,13.9,25,5.8,2.6,6.7,24.1,1.4,0.7,25,Sr,4-Jun,-2.77935
106,Jalen Cobb,Mercer,SC,5,31.5,80.4,17,38.2,1.9,8.5,12.4,16.5,0,0.9,11.8,Sr,1-Jun,-3.42322
107,Zion Young,Southern Utah,WAC,4,89.4,98.5,23.6,45.1,3.5,16.6,0,8.7,0.6,1.2,27.9,Sr,4-Jun,-3.0505
108,Jordan Brown,Memphis,Amer,6,36.7,93.6,26.6,51.5,14.1,16.9,2.3,20.9,3.7,1.9,42.4,Sr,11-Jun,-0.486624
109,Ebrima Dibba,South Carolina,SEC,1,1.5,30.7,37.3,0,0,0,49,52.4,0,0,0,Sr,5-Jun,-10.0334
110,Jaxson Baker,New Hampshire,AE,6,75.4,114.2,19.8,55.9,8.5,17.2,9.1,12.1,4.6,0.9,27.1,Sr,8-Jun,-0.0274308
111,Lahat Thioune,South Dakota,Sum,5,71.5,103.5,27.5,51.7,17.3,27.7,4.4,22.2,2.8,0,34.5,Sr,10-Jun,-2.56294
112,Gabe McGlothan,Grand Canyon,WAC,5,82,113.3,15,45.8,9.4,18.4,7.1,16,1.3,1.4,44.4,Sr,7-Jun,0.528579
113,Savion Lewis,Quinnipiac,MAAC,5,75.5,102.6,23.2,42.5,1.5,8.5,48.3,22.5,0,1.5,47.5,Sr,1-Jun,-1.8289
114,Matt Balanc,Quinnipiac,MAAC,5,80,124.4,21.6,57.8,2.9,16.1,9.9,11.4,0,2.4,44.8,Sr,4-Jun,0.305905
115,CJ Fredrick,Cincinnati,B12,5,56.5,137.5,11.6,66.1,1,7,6.7,4.3,0.9,1,14.3,Sr,3-Jun,1.70293
116,Miles Latimer,Bryant,AE,6,42.9,84.4,14.3,38,6.9,7.3,9.2,11.1,3.9,1.1,4,Sr,6-Jun,-0.535813
117,Jose Placer,South Florida,Amer,4,46.9,98.9,24.7,51.7,2.9,9,17.5,21.1,0,3,24.1,Sr,1-Jun,0.886563
118,Frankie Policelli,College of Charleston,CAA,6,50,106.8,21.8,48.9,4.8,19.8,10.4,17.1,0.9,0,26.7,Sr,9-Jun,-0.69068
119,Grayson Carter,Texas Southern,SWAC,2,14.2,76.1,16,38.9,5.4,12.8,6.7,21.7,6.6,0,0,So,10-Jun,-1.10334
120,Dean Noll,Stony Brook,CAA,4,68.1,96.9,21.2,45.3,0.9,3.2,4.3,7.5,0,3.2,18.6,Sr,2-Jun,0.230573
121,Ogheneyole Akuwovo,Fordham,A10,4,9,91.4,12.1,66.7,14.2,10.6,0,41.6,0,2.6,0,Sr,9-Jun,0.266315
122,Tae Hardy,UTEP,CUSA,5,82.5,118.3,22,54.9,1.3,10.5,19,9.2,0.7,3.1,45.9,Sr,3-Jun,2.70095
123,Antoine Smith Jr.,George Washington,A10,1,0.7,0,0,0,0,0,0,0,0,0,0,Sr,7-Jun,-2.86823
124,Jarius Cook,Jacksonville,ASun,5,53.5,102.4,13.5,43.5,2.3,10.8,6.5,15.4,1,0,30.4,Sr,3-Jun,-2.93395
125,Jemarl Baker Jr.,New Mexico,MWC,6,55.8,118.1,10.4,48.1,0.8,10.9,12.7,7.6,0.8,1.2,18.5,Sr,5-Jun,1.31302
126,Riley Abercrombie,Northern Colorado,BSky,4,72.1,101.8,17.1,57.4,5.7,11,3.4,21.8,0.9,0,5.9,Sr,9-Jun,-2.52976
127,Keith Haymon II,Lindenwood,OVC,5,57.1,77.3,17.5,45.1,0,16.8,6.9,23.5,0.9,0.8,0,Sr,7-Jun,-2.10597
128,Atiba Taylor,South Carolina St.,MEAC,4,20.4,93.1,18.6,28.1,0,7.5,14.9,11.8,0,2.2,43.8,Jr,4-Jun,-2.40983
129,Matthue Cotton,Hawaii,BW,4,71.9,131.7,12.9,64.6,1.1,8.1,6.2,11,1.6,1.4,41.7,Sr,5-Jun,2.33918
130,Philmon Gebrewhit,Northern Illinois,MAC,6,72.1,93.9,23.9,43.1,0.7,8,15,20.8,0.5,1.9,78.4,Sr,8-Jun,-1.70605
131,Naseem Gaskin,Cal St. Bakersfield,BW,5,42,54.5,10,25,2.9,10.3,12.6,59.4,2.9,2.2,50,Jr,4-Jun,-0.651878
132,Kenny Strawbridge Jr.,Evansville,MVC,5,59,102.6,25.1,43,7.2,13.4,19.1,11.1,0,5.1,44.2,Sr,6-Jun,2.26387
133,Andrew Taylor,Mississippi St.,SEC,4,16.3,106.6,19.7,34.4,5.7,15.4,29.7,0,0,1.4,6.3,Sr,3-Jun,2.03173
134,Fardaws Aimaq,California,P12,7,77.9,112.4,27.3,59,15.5,25.8,9,20.5,4.2,1.6,51.3,Sr,11-Jun,-0.00326214
135,Keshaun Saunders,Portland St.,BSky,3,6,200,3.5,100,0,9.8,0,0,0,0,0,Sr,5-Jun,-0.0144851
136,Jelani Williams,Howard,MEAC,4,42.4,106.4,17.7,47,5.8,19.8,22.9,20.1,0.8,2.7,18.2,Sr,5-Jun,2.18385
137,Javian Davis,UAB,Amer,6,67.3,117.6,22.9,64.3,14.4,16.5,12.6,24.5,2,3.5,59.5,Sr,9-Jun,2.8147
138,Tai Strickland,LIU Brooklyn,NEC,5,63.8,100.7,21.1,48.9,0,10.1,15.3,17,1.2,3.2,51.1,Sr,2-Jun,1.0578
139,J'Raan Brooks,UC San Diego,BW,5,59,94.1,16.8,58.7,9.4,12.2,3,29.1,2.6,1.5,34.8,Sr,9-Jun,-1.35178
140,Elijah Elliott,UT Rio Grande Valley,WAC,5,86,87.4,28,42.7,1.1,8.7,8.9,18.7,0.6,4.7,44,Jr,1-Jun,-0.295846
141,Patrick Mwamba,Loyola Chicago,A10,6,37.1,77.5,18.9,31,5.4,14.3,4,20.2,2.3,3.2,61.9,Sr,7-Jun,1.28334
142,Nate McClure,Le Moyne,NEC,6,67.1,119,11.2,51.7,5.7,8.7,11.2,6.3,0.7,3.5,16.7,Sr,4-Jun,-1.45752
143,Tyrece Radford,Texas A&M,SEC,6,61.4,129.3,20.2,51.5,6.6,11.7,14.3,5.2,0.7,0.7,24.2,Sr,3-Jun,0.11888
144,Adam Hess,NJIT,AE,5,86,97.6,15.6,46.5,3.9,14.9,5.4,15.1,0,1,20.9,Sr,4-Jun,-3.03296
145,Zan Payne,Louisville,ACC,3,3.7,0,3.7,0,0,0,0,0,0,0,0,Sr,5-Jun,-3.18559
146,Max Rice,Boise St.,MWC,5,71,75,23.4,37.5,1.6,9.9,7.8,19.4,0,2.1,13.5,Sr,5-Jun,-0.877988
147,Aundre Hyatt,Rutgers,B10,6,66.7,107.9,23.4,44.1,6.6,15.3,13.3,10.9,3,2.6,44.1,Sr,6-Jun,3.39281
148,DeShang Weaver,Oral Roberts,Sum,4,84.4,112.7,19,53.5,6.1,11.6,3.3,6.9,11.4,2.2,18.6,Sr,7-Jun,3.52751
149,Tyler Bertram,Albany,AE,6,56.7,96.7,16.7,42,2.5,14.5,9.3,12.2,0.6,0,13.6,Sr,3-Jun,-3.30196
150,Kevin McCullar Jr.,Kansas,B12,5,79,109.4,27.2,58.5,3.4,18.6,27.6,21.4,2,1.4,40.7,Sr,7-Jun,3.4562
151,Jeffrey Yan,Long Beach St.,BW,1,0.6,0,0,0,0,56.1,0,0,0,0,0,Sr,9-Jun,-2.32925
152,Mekhi Long,Virginia Tech,ACC,7,48.6,90.7,16.2,40.7,6.5,22.6,11.9,21.2,0,2.1,40.7,Sr,7-Jun,1.18142
153,Moses Flowers,St. Bonaventure,A10,5,38.3,88.9,22.2,45,4,6.9,12.3,24.4,0,2,16.7,Sr,3-Jun,-2.08327
154,Colby Rogers,Wichita St.,Amer,6,84.6,103.5,23,48.9,3.3,7.4,9,13,1,0.8,13.6,Jr,4-Jun,-1.21779
155,Jeremiah Hernandez,Southern Indiana,OVC,6,65,94.6,23.9,43,3.5,5,12.5,15.4,1.3,2.2,33.3,Jr,4-Jun,-1.9588
156,Alimamy Koroma,Portland,WCC,4,32.5,90.9,22.9,50,4.5,18.2,12.9,27.5,2.2,2.1,37.5,Sr,8-Jun,1.02179
157,Giovanni Santiago,Kent St.,MAC,6,75.6,85.7,19.6,29.2,0.6,9.2,29.1,25.2,0,1.7,35.4,Sr,1-Jun,-0.55895
158,Tim Ceaser,UNC Greensboro,SC,6,35,116.5,11.7,78.6,4,13.7,4.1,30,0,0,0,Sr,9-Jun,-1.02108
159,Miroslav Stafl,Coastal Carolina,SB,4,21.3,88.2,20.2,56.3,15.4,36.2,15.7,40.2,0,0,0,Sr,11-Jun,-1.21041
160,Giordan Williams,Montana,BSky,4,51.9,77,11.8,30.6,1.4,21,2.4,0,0,0.7,16.7,Sr,5-Jun,-0.992561
161,Miguel Tomley,Idaho St.,BSky,4,65,103.9,17,54.2,1.3,9.8,18.7,21.7,1,3.1,16.7,Jr,3-Jun,0.795249
162,Cade Alger,San Diego St.,MWC,1,0.4,0,20,0,0,0,0,100,0,0,0,Sr,9-Jun,-13.0857
163,Joshua Lusane,Hampton,CAA,6,48.8,123.3,19.2,55.6,5,10.8,13.5,9.5,1.9,2.3,44.4,Sr,7-Jun,0.382074
164,Anderson Kopp,UMKC,Sum,5,83.9,99.3,23.3,38.9,2.1,15.3,24.1,13.7,0.8,1.8,25.4,Sr,6-Jun,-1.75513
165,Jameer Nelson Jr.,TCU,B12,6,57.9,117.3,23.9,54.9,1.8,10.4,26.3,20.4,3.3,7.1,35.3,Sr,2-Jun,7.03635
166,Jamison Battle,Ohio St.,B10,6,70.4,106.1,22.1,51.5,3.6,11.5,7.8,16,0.7,1.8,15.4,Sr,7-Jun,-0.439787
167,Chase Paar,Towson,CAA,7,29.3,109.4,19.2,58.8,10.9,12.1,3,20.8,5.8,1.6,76.5,Sr,10-Jun,1.45284
168,Shawn Walker Jr.,Murray St.,MVC,4,77,92,11.2,39.6,3.4,5.7,4,8.2,0.8,0.5,25,Sr,6-Jun,-1.88834
169,Harouna Sissoko,Illinois St.,MVC,4,10,90.1,17.5,0,10,23.1,0,16.3,0,0,200,Sr,7-Jun,-1.25191
170,DaJuan Gordon,UT Arlington,WAC,5,71.5,79.7,24.1,32,8.1,27.4,20.4,26,0.6,1.2,22,Sr,5-Jun,-0.430358
171,Marcus Foster,Furman,SC,5,81.5,115.5,28.5,60,2.7,17.2,11.3,16.3,0.6,2,37.5,Sr,4-Jun,-1.83777
172,Josh Earley,Southeast Missouri St.,OVC,6,46.7,85,20.4,62.5,7,16,0,33.6,0.9,2.9,18.8,Sr,7-Jun,-1.04671
173,Cole Henry,Northern Iowa,MVC,5,28.3,86.7,18.2,63.6,8,16.3,13.2,39.3,0,1,9.1,Jr,9-Jun,0.501918
174,Elias King,Middle Tennessee,CUSA,7,82.5,87.6,21.5,42.5,3.8,13.2,1.1,15.9,3.1,1.6,26.3,Sr,8-Jun,0.106677
175,Richie Springs,Quinnipiac,MAAC,5,33.5,107.1,21.4,60.5,15.5,24.4,17.5,23.6,4.5,0.8,26.3,Sr,9-Jun,-0.0892923
176,Jaden Bediako,Seton Hall,BE,6,57.1,138.2,19,62.8,21,14.7,5.8,6.6,5.7,1.3,25.6,Sr,10-Jun,0.407794
177,Daniss Jenkins,St. John's,BE,6,74.6,102.3,26.8,46.1,2.9,11.3,33.2,26.2,1.2,3.8,9.1,Sr,4-Jun,1.83231
