,Player,School,Conference,GP,Min%,ORTG,USG,EFG,OR%,DR%,AST%,TOV%,BLK%,STL%,FTR,Year,Height,DBPM
1042,Austin Crowley,Southern Miss,SB,30,83.8,105.4,24.1,53.7,2.4,11.6,16.9,18.8,1.6,3.2,29.8,Jr,4-Jun,1.93988
1043,Jalen Graham,Arkansas,SEC,31,20.1,99.7,27.5,65.5,9.4,18.7,11.7,24.9,5,2.3,31,Sr,9-Jun,3.05211
1044,Rashaun Agee,Bowling Green,MAC,28,44.1,96.2,28.5,53.3,8.9,27,7.9,20.4,6.1,2.1,55.1,Jr,8-Jun,-0.331067
1045,Ahren Freeman,UT Rio Grande Valley,WAC,26,48.3,107.5,19.3,62.9,8.9,22.1,9,22.9,1.1,1.2,53.6,Jr,7-Jun,-0.481841
1046,Khalil Robinson,Howard,MEAC,26,23.3,103.1,10.2,50,2.7,7.6,14,25.8,0,1.3,25,Sr,Jun-00,-0.438615
1047,Charles Smith IV,Old Dominion,SB,19,16.6,93.2,18.2,46.6,2.2,9,5.1,21.6,0.6,2.4,17.2,Jr,5-Jun,0.496919
1048,Brice Williams,Charlotte,CUSA,36,66.6,114.1,26.2,56.1,4.1,22,9.8,11.8,1.6,1.3,32.4,Jr,7-Jun,-0.00855346
1049,Jack Forrest,Bucknell,Pat,22,48.9,96.9,20.4,52.8,1.5,15.4,11.6,18.5,2,1.7,8,Jr,5-Jun,-1.21743
1050,Keenon Cole,Lindenwood,OVC,29,63,106.1,24.7,57.9,6.5,18.9,5.5,18.2,3.2,0.8,35.5,Jr,7-Jun,-2.16435
1051,Nick Caldwell,Southeastern Louisiana,Slnd,29,53,113.8,24.4,53.8,10.4,18.3,7.5,13.4,4.7,2.6,34.3,Jr,7-Jun,-0.548726
1052,Tyler Cochran,Toledo,MAC,9,14.9,106.1,21,57.4,7.7,14.9,5.8,20,1.1,3.4,34.4,Jr,2-Jun,-0.803454
1053,Kruz Perrott-Hunt,South Dakota,Sum,28,76.2,100.6,25.6,48.4,1.7,8.3,16,14.4,0,0.7,21.3,Jr,3-Jun,-3.55291
1054,A.J. Plitzuweit,South Dakota,Sum,28,66.6,111.5,22.1,53.7,0.9,8.9,20.6,17.7,0.4,1.2,39.6,So,2-Jun,-2.04697
1055,Terrell Burden,Kennesaw St.,ASun,32,77,101.1,26.2,51.2,1.9,10.9,26.9,20.8,1.4,2.9,49.8,Sr,10-May,1.23516
1056,Nate Jenkins,Green Bay,Horz,32,48.4,67.5,12.5,29.3,2.1,13.3,8.4,29.5,0.9,1.6,35.6,Jr,2-Jun,-1.8204
1057,Armani Harris,Kennesaw St.,ASun,3,1,27.9,10,0,9.1,9.2,0,44.5,0,0,0,Sr,6-Jun,-4.76862
1058,Nyzaiah Chambers,Norfolk St.,MEAC,21,27.9,108.9,14.4,53.7,10.5,14,5.2,15.1,3.7,0.4,32.8,Jr,7-Jun,-2.31964
1059,Leslie Nkereuwem,Longwood,BSth,20,28.2,106.6,22.9,58.7,9.5,11.2,4,17,1.2,2.3,54.8,Sr,7-Jun,-0.159251
1060,Dame Adelekun,Dartmouth,Ivy,25,57.1,109.1,30.8,57.6,10.6,24,27.7,16.9,8.6,2.3,37.5,Sr,8-Jun,3.30557
1061,Allen Powell,Rider,MAAC,29,84.3,97.5,18.4,42.9,1.2,4.2,11.9,13.8,0.1,1.4,14.6,Sr,2-Jun,-1.86898
1062,Nate Ogbu,Dartmouth,Ivy,5,3,65.6,21.6,22.7,7.3,14.7,5.7,16.4,6.6,1.8,18.2,Sr,7-Jun,-1.04352
1063,Hunter Goodrick,Cal Baptist,WAC,30,62.6,100.8,19.6,56.3,7.8,20.2,13.3,22.1,1.5,1.1,48.1,So,7-Jun,1.1012
1064,Khalil Turner,Morgan St.,MEAC,10,23.1,88.3,18.5,45.8,2.6,21.3,10.6,20.8,3.9,4.1,26.4,Jr,8-Jun,2.95912
1065,Nikc Jackson,Air Force,MWC,11,12.5,84.6,17.1,44,5,24.9,10.8,27.2,4.9,1.6,76,Sr,8-Jun,2.5752
1066,Daryl Anderson,Norfolk St.,MEAC,28,44.4,108.9,10,52.4,3.9,9.9,4.4,17.1,1.3,0.9,14.1,Jr,6-Jun,-1.71903
1067,Masai Olowokere,Central Arkansas,ASun,29,72.3,98.4,14.7,51.7,5,14.9,10.2,21,0.6,1.9,12.8,Jr,5-Jun,-1.20105
1068,Caleb Burgess,UNC Asheville,BSth,33,60.9,84.3,20.3,41.9,1.4,8.3,33.4,33.3,0.1,1.7,44.2,Sr,3-Jun,-2.00676
1069,Josh Vazquez,Montana,BSky,30,51.7,100.2,17.5,45.9,0.6,8.1,8.3,14.4,2.7,2.1,27.7,Sr,3-Jun,-0.163947
1070,Kyle Owens,UC Riverside,BW,19,35.5,120,19.9,51.1,9.8,17.8,6.6,10,0,0.5,44.4,Sr,8-Jun,-1.13477
1071,Kadin Shedrick,Virginia,ACC,30,39.7,127.3,16.9,65.2,8.7,18.7,7.2,15.1,10.5,3,66.7,Jr,11-Jun,5.77574
1072,CJ Wilbourn,Wright St.,Horz,7,1.5,128.1,22.5,60,6.3,0,0,13.1,5.5,0,120,Sr,7-Jun,-1.22925
1073,Lewis McDaniel,Central Arkansas,ASun,14,5.5,69.8,14.3,21.9,4.6,1.7,12.5,11.5,1.6,0,25,Jr,3-Jun,-5.52311
1074,Kalil Thomas,Morehead St.,OVC,30,67.1,105.6,14.7,51.8,4,17.8,6.3,12.3,0.9,1.5,13.1,Jr,5-Jun,-0.042029
1075,Connor Nelson,American,Pat,19,15,128,12.1,60.3,2.9,11.5,5.7,10.8,3.6,1.6,72.4,Sr,6-Jun,-1.15507
1076,Marcus Filien,Cornell,Ivy,26,35.5,100.9,9.9,51,4.3,15.7,7,24.4,2.2,2.2,17.6,Sr,7-Jun,-0.443621
1077,Bas Leyte,UNC Greensboro,SC,30,59.6,105.2,18.4,46.5,9.9,10.7,9.6,13.2,2.4,1.4,37.1,Sr,10-Jun,0.736349
1078,Jackson Blaufeld,Dartmouth,Ivy,10,5.9,69.8,15,30.6,0,0,6.1,6.1,1.7,2.8,11.1,Sr,4-Jun,-1.18312
1079,EJ Williams,Alabama A&M,SWAC,30,29.6,88.9,20.8,48.8,6.2,18.1,17.9,29.8,4.7,0.5,41.9,Sr,10-Jun,0.133169
1080,Paul Hudson,Dartmouth,Ivy,5,2,107,16.5,50,16.6,16.8,9.2,16.4,5,0,50,Sr,6-Jun,-1.66703
1081,Garrett Hicks,Alabama A&M,SWAC,28,75,104.6,19.4,51.5,3,11.7,11,13.9,0.4,3,23,Sr,Jun-00,-0.065284
1082,Camden Vander Zwaag,Air Force,MWC,32,52.4,121.6,16.6,61.2,3.6,9.9,15.5,12.8,1.5,1.7,19.4,Sr,4-Jun,0.129594
1083,Da'mir Faison,NJIT,AE,22,24.9,116.3,13.3,63.8,5.8,18.2,6.8,16.9,4.6,0.8,55.3,Jr,7-Jun,0.357363
1084,K'Mani Doughty,New Orleans,Slnd,30,42.5,98.9,23.2,47,7.3,11.9,17.7,25.9,2.5,3.6,48.6,So,5-Jun,0.234093
1085,Raquan Brown,South Carolina St.,MEAC,30,53.6,111,17.9,50.5,9.7,12.7,8.5,12.1,1,2.2,37.4,So,3-Jun,-2.26409
1086,Dajuan Harris Jr.,Kansas,B12,36,85,110.5,16.9,52.5,2.4,5.8,31.1,20,1.3,3.6,16.9,Jr,1-Jun,3.54677
1087,Tyler Thomas,Hofstra,CAA,34,83.4,114.7,21.5,59.2,0.9,11.2,7.4,9.4,1.3,1.4,7.9,Sr,3-Jun,-0.222224
1088,R.J. McGee,Tulane,Amer,30,40.3,112.4,11.9,56.3,4.1,13.6,3.3,10.7,1.1,2.1,37.5,Jr,5-Jun,0.361333
1089,Sean Yoder,Navy,Pat,29,71.2,103.5,21.3,52.5,3.9,16.6,17.4,21.3,1.1,1.8,28.9,Sr,3-Jun,-0.108905
1090,Tyler Nelson,Navy,Pat,30,76.4,114.2,20.5,52.8,5.5,17.5,11,8.8,3.7,2.4,15.7,Sr,6-Jun,0.969752
1091,P.J. Roach Jr.,Navy,Pat,10,1.5,99.1,6.6,100,0,20,9.6,52.3,0,0,0,Sr,1-Jun,-1.18271
1092,Daniel Deaver,Navy,Pat,30,69.6,108.7,28.5,54.7,10.9,19.5,23.5,17.9,2.3,1.8,23.2,Sr,8-Jun,0.81157
1093,Patrick Dorsey,Navy,Pat,30,57.9,112,15.2,50.8,3.1,12,9.6,9.3,1,2.7,18,Sr,5-Jun,1.10675
1094,P.J. Fenton,Navy,Pat,4,0.5,0,0,0,0,0,0,0,0,0,0,Sr,7-Jun,-3.24688
1095,Christian Jones,Navy,Pat,30,53.6,110.5,16.9,54.6,2.6,11.6,5.8,11.3,0.7,2.2,21.2,Sr,1-Jun,0.0328059
1096,John Bowen III,Elon,CAA,30,43.3,98,12.4,55.9,8.1,17.1,5.4,20.6,4.2,1.3,40.8,Sr,9-Jun,-0.429871
1097,Noah Meren,Florida A&M,SWAC,22,45.5,101.9,20,52.8,4.4,16.4,22.9,25.2,1.9,3.6,56.1,Sr,5-Jun,1.22269
1098,Neal Quinn,Richmond,A10,33,55.4,111,25.7,54.7,8.2,16,30.9,16.1,3.5,0.9,36.9,Sr,Jul-00,1.58065
1099,Daman Tate,Boston University,Pat,22,25.4,94.2,21.7,47.2,2.1,16.6,13.4,16.6,0.4,1.3,19.4,Jr,5-Jun,-1.14785
1100,Leo O'Boyle,Lafayette,Pat,33,73.6,114.5,18.4,55.5,3.9,10.5,11.9,11.3,1.3,1.9,28.6,Sr,7-Jun,0.159176
1101,Ethan Brittain-Watts,Boston University,Pat,28,54.2,102.1,20.3,48.1,1.7,5.2,16.7,18,0.2,2,20.8,Sr,2-Jun,-0.958323
1102,Mervin James,Rider,MAAC,29,73.4,107.9,24.8,49.7,10,17.8,10.3,16.9,2.3,0.9,31,Sr,7-Jun,-1.27204
1103,Brandon Newman,Purdue,B10,35,44.1,101,19.7,45.7,2.6,18.2,11.8,18.6,1.9,1.8,29.7,Jr,5-Jun,2.42671
1104,Jalen Thomas,Butler,BE,21,34.6,101.6,19.2,51.6,8.6,17.9,5.4,15.4,5.3,2,17.5,Sr,10-Jun,2.41085
1105,Keshad Johnson,San Diego St.,MWC,38,55.4,113.6,17.4,55.2,7.5,18.6,6,13,2.3,1.3,42.7,Sr,7-Jun,2.85817
1106,James Moors,Colorado St.,MWC,32,45.3,101,18,58.6,5.2,22.3,7.3,18.9,4.9,1.4,41,Jr,10-Jun,0.872799
1107,Alejandro Ralat,Florida Atlantic,CUSA,12,2,76.5,13.3,28.6,0,0,16.2,14.7,0,2,0,So,Jun-00,-0.789961
1108,Eduardo Lane,Siena,MAAC,30,17.3,92,20.6,50,8.7,13.6,11.7,22.2,4.6,1.3,33.3,Sr,10-Jun,0.945284
1109,Isaiah Stevens,Colorado St.,MWC,25,71.8,111.9,28,51.5,2.4,8.7,38.1,13.2,0.9,1.2,23.8,Sr,Jun-00,-1.43044
1110,Kyle Rose,Fordham,A10,33,60.8,99.5,16.7,47.6,3.7,11.3,11.5,16.9,2.7,4.2,28.9,Jr,4-Jun,3.51756
1111,Wheza Panzo,Stetson,ASun,29,74.5,130.6,11.3,60.3,2.8,16,6.4,6.8,2,1.7,10.6,Sr,7-Jun,-0.0849769
1112,Fousseyni Drame,La Salle,A10,34,64.4,101,19.3,46.9,8.5,14.4,5.7,13.3,3.3,2.2,27.7,Sr,7-Jun,0.185996
1113,Daryl Banks III,St. Bonaventure,A10,32,94.9,103.4,22.1,45.9,1.7,10.3,12.8,14.2,0.9,1.8,37.5,Jr,3-Jun,-0.362028
1114,Ford Cooper Jr.,South Carolina,SEC,18,10.2,73.7,10.1,30.4,1.7,10.2,4.2,18.3,0,0.5,8.7,Sr,3-Jun,-2.11224
1115,Dylan Disu,Texas,B12,36,44.6,119,20.2,63.6,7.6,19.5,10.3,16.9,7.3,1.9,24.9,Sr,9-Jun,4.87928
1116,Volodymyr Markovetskyy,San Francisco,WCC,30,18.2,119.2,17.2,78,14.1,13.7,4.1,27.3,3.1,0.7,82.9,Jr,2-Jul,0.415608
1117,Mykel Derring,Merrimack,NEC,16,29.1,94.4,11,50.7,0.3,6.9,3.5,10.1,0,1.8,2.6,Sr,2-Jun,-0.723254
1118,Mikey Watkins,UMass Lowell,AE,25,40,99.4,13.4,47.9,2.2,9.3,16.9,26,0.4,1.8,15.8,Sr,11-May,0.227316
1119,Daraun Gray,Loyola MD,Pat,5,0.6,23.7,18.1,0,15.1,0,0,0,0,0,0,Sr,11-May,-11.8278
1120,Kareem Reid,Gardner Webb,BSth,29,62.9,104.9,22.2,58.2,8.1,19,5.7,17.5,5.9,2.3,59.1,Sr,9-Jun,1.74879
1121,Jared Coleman-Jones,Middle Tennessee,CUSA,29,27.2,94.2,19.6,52.2,8.1,18.2,7,26,2,1.2,18.9,So,10-Jun,-0.11206
1122,Damani McEntire,Bethune Cookman,SWAC,30,50.3,72.6,13.3,34,5.1,14.1,14.4,25,1.9,5.6,32,Jr,4-Jun,2.75614
1123,Miguel Ayesa,William & Mary,CAA,22,23.1,106.4,19.4,53.1,2,7.8,1.6,6.6,0.4,0.4,0,Sr,5-Jun,-4.20985
1124,Blondeau Tchoukuiegno,Cal Baptist,WAC,31,50.9,95.9,20.4,42,1.2,8.7,17.5,16.8,0.7,2.7,45.1,So,2-Jun,1.64471
1125,Kyle Rode,Liberty,ASun,33,75.6,116.3,20.2,56.7,2.4,12.9,22.5,14.6,0.8,1.5,11.2,Sr,7-Jun,1.50303
1126,Shiloh Robinson,Liberty,ASun,33,53,115.7,17.1,61.7,3,18.3,7.5,15.4,3.5,1.3,40.1,Sr,7-Jun,2.30638
1127,Charles Coleman,Saint Joseph's,A10,26,18.3,109.9,11.7,51.1,7.8,9.9,6.1,12.1,5.9,0.7,25,Jr,Jul-00,0.240373
1128,Ludgy Debaut,East Carolina,Amer,31,28,93.1,13.6,47.3,12.6,16.8,2.1,25.6,4.9,1.6,58.2,Sr,Jul-00,1.10706
1129,Andrei Savrasov,Georgia Southern,SB,27,69.4,113.9,23.3,55.1,8.4,18.2,9.8,11.9,1.2,2.4,26.6,Sr,7-Jun,1.1073
1130,Russel Tchewa,South Florida,Amer,30,73.2,108.2,18.3,60.6,9.6,21.3,5.4,21.7,1,1.2,77.3,Jr,Jul-00,-0.180961
1131,Terrence Shannon Jr.,Illinois,B10,31,74.4,111.9,26.9,51.1,4.4,11.8,17.7,17.2,1.5,2.3,58.3,Sr,6-Jun,1.90603
1132,Tyreek Smith,Oklahoma St.,B12,36,41.2,117.1,16,60.1,13.1,16.6,4.5,16.7,6.5,1.6,59.7,Jr,9-Jun,3.57009
1133,Caleb Hodgson,Central Michigan,MAC,15,6.8,107.5,15.4,64.3,5.7,19,11.2,14.3,0,0.7,92.9,Jr,10-Jun,-0.338079
1134,Donovan Clay,Missouri St.,MVC,29,74.7,103.2,25.1,49.7,6.8,14.1,25.5,21.3,3.9,1.5,31.3,Sr,8-Jun,0.859075
1135,Bryce Okpoh,Canisius,MAAC,27,35,103.4,13.7,48.7,10.6,14.1,4.1,10.5,2.5,1.1,51.3,Jr,7-Jun,-0.89875
1136,Cameron Carter,Cal St. Fullerton,BW,1,0.1,0,0,0,0,0,0,0,0,0,0,Sr,2-Jun,-0.504962
1137,Emil Freese-Vilien,Valparaiso,MVC,9,4.3,71.4,10.8,66.7,0,19.9,6.9,40.1,0,0,33.3,Sr,10-Jun,0.452605
1138,Carter Murphy,Air Force,MWC,31,42.2,101,22.8,54.6,2,10.6,14.7,18.7,1.2,2.4,23.6,Sr,4-Jun,0.0810987
1139,Cam Alford,Utah Valley,WAC,15,7.9,107.9,25.9,46.1,4.3,12.3,14.3,11.8,0,3.1,81.6,Jr,1-Jun,2.71096
1140,Maleeck Harden-Hayes,UNC Wilmington,CAA,32,70.1,118,17.2,57.6,6.1,12.5,5,15.3,1.3,0.8,32,Jr,7-Jun,-0.359312
1141,Travis Evee,Rice,CUSA,32,85,103.7,23.5,49.1,1,5.8,15.1,14.4,0.3,1.8,33.4,Jr,1-Jun,-2.05293
1142,Dean Keeler,UC Irvine,BW,33,38.4,119.5,13.2,59.4,6.7,15.9,6.4,12,5.1,1.2,44.8,Sr,11-Jun,2.83323
1143,Austin Johnson,North Carolina A&T,CAA,24,49.4,87.8,14.6,41.2,6.5,18.1,6.6,20.3,4.6,1.4,41.7,Sr,9-Jun,-0.0613723
1144,Brendan Favre,DePaul,BE,3,0.2,0,19.1,0,0,0,0,100,0,0,0,Sr,5-Jun,-10.7869
1145,Noah Waterman,BYU,WCC,31,40.6,86,16.2,44.1,3.8,15.9,6.7,22.7,2.9,1.5,27.3,Jr,11-Jun,1.30864
1146,Justin Hohn,UC Irvine,BW,33,40.5,88.7,25.4,45.4,0.9,12.8,18.9,21.9,1,3.2,17.3,Jr,2-Jun,1.58852
1147,Michael Hanshaw,Idaho,BSky,18,6.3,139.2,10.4,83.3,6.9,20.1,2.6,22.8,0,0.8,44.4,Sr,9-Jun,-0.333859
1148,Michael Kennedy,Marquette,BE,11,0.8,0,15.2,0,0,30.1,0,31.7,0,4.8,0,Sr,6-Jun,0.392463
1149,John McGriff,Binghamton,AE,21,35.1,85.3,21.7,40.2,1.5,8.9,19,19.4,0,0.9,11.6,Jr,Jun-00,-2.82184
1150,Brenton Mills,Bowling Green,MAC,28,57.5,102.6,10.8,49.2,3.7,10.5,5.6,15.6,0.3,1.7,19.3,Sr,3-Jun,-1.34491
1151,Yvan Ouedraogo,Grand Canyon,WAC,25,47.7,98,13.4,47.9,9.7,16.7,2.6,18.4,2.9,1.5,70.2,Jr,9-Jun,0.556558
1152,Josh Oduro,George Mason,A10,33,72.3,106.1,29.7,56,10.5,21.5,22.8,19.1,3.4,1.6,47.1,Sr,9-Jun,2.27489
1153,Marcus Sasser,Houston,Amer,36,74.9,123.5,24.9,54.9,1.4,8.9,19.6,12.9,0.7,3.2,34.7,Sr,2-Jun,3.61772
1154,Justin Winston,Coppin St.,MEAC,14,18.5,98.4,22.9,52.1,4.9,17.3,6.1,13.9,0.9,2.3,14.7,Sr,8-Jun,-2.40887
1155,Cody Collinsworth,Western Illinois,Sum,14,5.5,78.6,18.4,28.1,5.7,18.7,2.9,10.8,13.5,0,50,Jr,1-Jul,-0.600784
1156,Tre Gomillion,Missouri,SEC,24,28.7,110.2,17.2,52.2,6.8,12.3,16.3,18.1,0.9,3,31.5,Sr,4-Jun,0.146456
1157,Miles Brown,Ohio,MAC,32,73.3,111.4,17.1,55.3,2.3,9.5,10.6,19,0.8,2.4,36,Sr,1-Jun,0.422237
1158,Greg Outlaw,Pacific,WCC,29,29.9,91.6,19.8,44.8,5,12.7,5.9,16.7,0.6,2.6,41,Sr,4-Jun,0.0144634
1159,Trevian Tennyson,Texas A&M Corpus Chris,Slnd,31,73.4,113.1,22.8,56.4,1.2,8,8.2,15.4,0.5,1.4,21.7,Sr,4-Jun,-1.93191
1160,JaVonni Bickham,Denver,Sum,18,6.7,108.8,12,58.3,6.5,12.5,4.4,23.7,0,2.1,41.7,Sr,6-Jun,0.229612
1161,Shon Robinson,Austin Peay,ASun,17,39.4,96.1,20.2,54.7,2.8,15.1,10.2,25.9,2.4,2.1,28.4,So,9-Jun,-0.616217
1162,Joey Reilly,Sacred Heart,NEC,32,78.1,113,17.2,57.5,0.4,4.6,13.8,16.4,0.2,2.5,22,Sr,Jun-00,-0.90552
1163,Steph Gabriel,Western Illinois,Sum,11,12.2,82.4,19.2,38.2,4.3,18.9,2.8,16.4,2.3,1.8,31.6,Jr,7-Jun,-1.83841
1164,Yavuz Gultekin,San Diego,WCC,6,3.2,57.1,14.3,25,0,13.5,0,21.6,0,0,37.5,Sr,7-Jun,-4.473
1165,Mark Freeman,Morehead St.,OVC,28,71.1,106.1,27.9,48.5,1.1,9.5,28.6,16.4,0.1,2.1,36.8,Sr,11-May,-0.47976
1166,Samari Curtis,Bowling Green,MAC,27,65.3,107,25.4,48.5,2,12.1,26.7,20.4,0.8,1.6,45.9,Sr,4-Jun,-1.94701
1167,Akol Arop,Nebraska Omaha,Sum,20,24.1,91.2,21.5,49,4.4,21.6,5.2,19.1,3.9,2.5,17,Jr,5-Jun,-0.465793
1168,Cedric Henderson Jr.,Arizona,P12,35,57.8,108.7,16.6,54.5,5.7,10.5,8,17.6,1.9,1.8,24.9,Sr,6-Jun,1.81206
1169,Kevin Cross,Tulane,Amer,30,76.4,105.3,25.2,49.1,3.1,19.2,25.7,15.8,2.6,1.1,36,Jr,8-Jun,0.454241
1170,T.J. Weeks Jr.,Massachusetts,A10,30,64.3,101.1,16.9,46.7,2.8,12.8,9.3,15.1,0.7,1.9,21.6,Jr,4-Jun,0.257756
1171,Sean East II,Missouri,SEC,35,58.2,103.2,18.8,47.9,2.2,8.2,18.8,19.3,0.3,3.3,28.5,Jr,3-Jun,0.337469
1172,Joe Petrakis,Illinois St.,MVC,22,16.1,73.7,18.4,30.5,6.3,11.3,7.7,14.3,2.3,0.9,7.8,Sr,10-Jun,-2.88131
1173,Tre Mitchell,West Virginia,B12,34,74.6,107.3,20.2,53,5.4,17.5,11.8,20.4,2.3,1.6,31.3,Sr,9-Jun,2.02087
1174,Naheem McLeod,Florida St.,ACC,28,28.7,102.8,16.3,54.7,10.4,14.1,2.7,13.6,10.4,0.2,37.2,So,4-Jul,0.259202
1175,Tyler Burton,Richmond,A10,33,89,104.6,27.8,50.9,3.8,20.6,9.8,13.1,1.6,2.5,44.3,Sr,7-Jun,0.88449
1176,Emmanuel Taban,Portland St.,BSky,7,1.6,88.3,7.6,33.3,5.9,13.6,0,0,0,2.9,0,Jr,7-Jun,-1.51128
1177,Michael Moreno,Eastern Kentucky,ASun,34,70.7,122.5,16.1,55.9,6.6,17.7,11.1,10.1,1,2,13.1,Jr,7-Jun,0.741742
1178,Damian Dunn,Temple,Amer,31,77.5,103.5,26.1,48.2,2.3,10.8,20.8,19.9,0.6,1.2,54.5,So,5-Jun,-0.528122
1179,Josh Pierre-Louis,UC Santa Barbara,BW,31,65.1,100.2,22.2,52.8,5,13.5,17,20.5,0.6,2.8,43.7,Sr,4-Jun,0.506651
1180,Tariq Balogun,Binghamton,AE,22,27.4,102.5,21.8,55.8,4.5,17.6,4.4,22.2,3.7,0.7,85.7,Jr,10-Jun,-0.100504
1181,Rett Lister,Furman,SC,9,0.7,22.4,15.4,0,0,0,14.7,38,0,0,0,Sr,1-Jun,-6.83643
1182,Brayden Parker,Idaho St.,BSky,29,51.4,109.2,28.7,55.2,7.8,18.9,16.5,14.9,5,1.5,26.7,Jr,8-Jun,0.21963
1183,Greg Gantt,North Carolina St.,ACC,22,28.4,106,8.3,45.2,8.6,20.6,3.1,19.8,2.7,2.8,16.7,Jr,8-Jun,2.55605
1184,Isiaih Mosley,Missouri,SEC,14,19.7,94.7,29.2,52.4,4.7,7.2,23.9,24,2.7,3.3,6.5,Sr,5-Jun,-1.2952
1185,Jordan Mason,Wagner,NEC,3,1,93.6,30.1,50,10.1,0,0,19.2,12.3,5.8,0,Sr,4-Jun,4.22691
1186,Isaiah Hill,Fresno St.,MWC,27,77.1,100,24.8,45.6,2.3,6.7,27.1,15.6,0.5,1.9,21.6,Sr,Jun-00,-0.557164
1187,Dexter Akanno,Oregon St.,P12,31,65.2,82.7,22,42.8,0.8,10.4,12.4,24.8,0.4,1.5,35.7,Jr,5-Jun,-0.735984
1188,Symir Torrence,Syracuse,ACC,31,26.9,99.7,15.6,50,2.1,12.2,24.8,28,0.4,2.9,18.8,Sr,3-Jun,0.523099
1189,Marko Sarenac,Marshall,SB,5,1.4,0,18.3,0,0,12.1,0,17.8,0,3.3,0,Jr,7-Jun,-6.30363
1190,Brian Taylor,Central Michigan,MAC,29,90.5,97.3,21.6,44.5,3.8,15.2,11.6,13.6,2.5,1.7,28.9,Sr,6-Jun,-0.602915
1191,Raymond Somerville,Delaware St.,MEAC,27,54.2,86.9,15.2,46.7,7.3,13.6,4,24,7.3,0.8,31.1,So,11-Jun,-0.767736
1192,Brandon Haddock,Utah,P12,6,0.3,28.6,28,0,28.1,0,0,0,0,0,200,So,1-Jun,-7.62789
1193,Deonte Billups,Fort Wayne,Horz,30,63.7,95.8,19.2,51.7,3.8,12.5,9.8,20.6,1.7,1.9,17.4,Sr,4-Jun,-0.117779
1194,Antonio Reeves,Kentucky,SEC,34,69.3,111.2,23.2,51.5,1.6,7.4,7.8,13.6,0.7,0.9,22.8,Sr,5-Jun,-0.480181
1195,Justin Bieker,San Francisco,WCC,21,9.8,120.4,8.7,46.4,3.8,6.4,5.2,5.1,0,2.6,100,So,5-Jun,1.59601
1196,Luc Krystkowiak,Arizona,P12,2,0.3,210.3,32.1,100,0,0,100,0,0,0,200,So,4-Jun,7.01859
1197,Isaiah Hawthorne,San Francisco,WCC,33,51.1,108.6,16.3,57.7,5.7,13.6,8.1,20.6,2.7,1.8,25.2,So,8-Jun,0.988028
1198,Hunter Mecum,Utah,P12,2,0.2,0,20,0,0,0,0,0,0,30.1,0,Fr,5-Jun,16.066
1199,Garren Davis,Green Bay,Horz,21,32.6,80.8,23.4,37.6,2.3,13.9,14.4,19.7,0.8,2.5,36.4,Jr,4-Jun,-2.7739
1200,Rylan Jones,Utah St.,MWC,13,18.7,103.2,16.2,46.9,1,7,28.4,22.5,0.4,2.3,30.6,Sr,Jun-00,1.42554
1201,Jeremiah Davenport,Cincinnati,Amer,35,63.3,110.3,17.7,46.9,4.5,14,9.9,8.7,1.2,1.7,17.6,Jr,7-Jun,1.52756
1202,Zach Harvey,UC Santa Barbara,BW,4,1.3,42.7,14.4,25,0,7.4,0,24.9,0,0,0,Jr,6-Jun,-5.81467
1203,Russell Dean,Hampton,CAA,31,90.3,84,26.5,37,1.8,8.1,26.8,19.6,0.4,1,35.8,Sr,5-Jun,-4.38681
1204,Jacob O'Connell,Princeton,Ivy,17,5.3,91.9,23.6,34.8,9.1,13.8,17.5,11.6,3.2,1.8,26.1,Sr,11-Jun,1.01043
1205,Keeshawn Kellman,Princeton,Ivy,30,42.7,107.3,24.3,60.6,11.9,17.5,6.2,21.8,4.5,0.3,39.4,Sr,9-Jun,0.041803
1206,Konrad Kiszka,Princeton,Ivy,15,5.9,70.2,20.1,25,6.5,12.3,7,16.2,0,0.8,27.3,Sr,7-Jun,-2.65947
1207,Tosan Evbuomwan,Princeton,Ivy,30,80.5,107.7,28.3,52.3,5.8,16.1,31.5,18.6,1.9,1.3,40.3,Sr,8-Jun,1.16594
1208,Tyler Millin,Middle Tennessee,CUSA,28,32.2,88.5,16.3,47,3.9,10.5,5.1,20,1.4,1.8,19.8,Jr,7-Jun,-0.361018
1209,DJ Rodman,Washington St.,P12,31,71.5,119.7,16,52.7,7.9,14.5,8.8,12.7,1,1.5,34.2,Sr,6-Jun,1.27847
1210,Lamar Wright,SIU Edwardsville,OVC,30,56.9,102,17.2,47.6,6.9,9.2,7.3,17.2,2.5,0.9,51.2,Jr,7-Jun,-1.45271
1211,Jesus Carralero,Campbell,BSth,4,8.9,95.9,26.3,62.1,4.5,19.6,25.7,28.4,1.1,2.7,36.4,Sr,8-Jun,1.09769
1212,Nick Fiorillo,Vermont,AE,14,16.9,79.8,20.8,42.7,4.5,10.6,9.1,22.2,3.1,0.8,14.5,Jr,7-Jun,-0.326013
1213,Jae'Lyn Withers,Louisville,ACC,32,63,93.6,20.7,52.2,3.7,22,7.1,25.3,1.8,1.6,30.4,Jr,9-Jun,-0.355936
1214,Kalib Boone,Oklahoma St.,B12,36,52.5,112.8,24.6,58.8,11.8,14.5,11.6,19.8,6.3,1.9,42,Sr,9-Jun,3.97146
