,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,threePM,threePA,threeP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, bpm, obpm, dbpm
490,Tahj Eaddy,Santa Clara,WCC,31,63.1,95.9,19.9,49.6,52.81,1.5,8.1,15.6,18.6,42,53,0.792,57,116,0.491,41,123,0.333,0.1,2,22.2,Jr,2-Jun,2,0.922571,2020,48741,USC,1.160685714,23,44,34,72,0.522727273,0.472222222,0,0,0,2.17006,-0.857316,-0.437543,-0.419773
491,Tirus Smith,Louisiana Lafayette,SB,23,38.6,107.9,20.1,50.4,54.71,12.8,18.5,3.3,14.4,60,94,0.638,65,125,0.52,0,4,0,7,0.9,72.9,Jr,8-Jun,11,1.70005,2020,50388,Mississippi Valley St.,0.307678698,59,87,6,38,0.67816092,0.157894737,18,20,0.9,1.79668,-0.268687,-0.628133,0.359446
492,Jaylen Forbes,Alabama,SEC,30,25,85.8,16.8,40,44.82,6.3,14.2,7.4,24.7,20,30,0.667,12,19,0.632,12,56,0.214,0.6,0.8,40,Fr,4-Jun,12,-0.0206945,2020,70927,Tulane,0.560062402,9,13,3,6,0.692307692,0.5,0,0,0,0.98106,-4.76003,-3.78801,-0.972018
493,Nigel Hawkins,UTEP,CUSA,21,34.8,89.6,16.1,40.3,49.19,1.4,12.8,18.8,24.9,32,41,0.78,23,50,0.46,4,22,0.182,1.9,2.3,56.9,So,4-Jun,23,-0.00172459,2020,66636,Stephen F. Austin,1.714309184,19,34,4,16,0.558823529,0.25,1,2,0.5,2.07911,-0.428974,-2.71238,2.2834
494,DJ Harvey,Notre Dame,ACC,29,56.9,95.8,23,45.5,50.12,3.3,14.3,5.6,15,68,91,0.747,69,150,0.46,35,117,0.299,2.1,1.4,34.1,So,6-Jun,5,1.41236,2019,50256,Vanderbilt,0.441866739,27,58,42,92,0.465517241,0.456521739,3,5,0.6,2.7114,-0.673648,-0.726328,0.0526801
495,Radshad Davis,UT Arlington,SB,30,55.7,112.6,21,52.2,55.3,11.2,19,16.9,14,41,53,0.774,85,152,0.559,16,57,0.281,1.4,2.2,25.4,Sr,2-Jun,10,2.23274,2020,67632,FIU,1.486594015,72,109,13,43,0.660550459,0.302325581,1,4,0.25,2.58338,3.99871,2.3191,1.6796
496,Ian DuBose,Houston Baptist,Slnd,29,82.7,104.4,28.4,49.5,55.67,5.3,19.3,22.9,21.4,155,200,0.775,130,261,0.498,45,138,0.326,0.9,2.2,50.1,Jr,4-Jun,0,3.28131,2020,51220,Wake Forest,0.97369626,99,170,31,91,0.582352941,0.340659341,13,14,0.928571429,1.11099,0.395227,3.57751,-3.18229
497,James Love III,Kansas St.,B12,1,0.2,0,0,0,0,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jr,11-Jun,21,-0.64481,2020,48003,Eastern Michigan,0,NA,NA,NA,NA,0,0,NA,NA,0,0.355404,2.76347,-0.600235,3.3637
498,Quentin Jackson Jr.,Temple,Amer,11,2.5,62.2,10.8,41.7,41.67,0,3.4,0,31,0,0,0,1,3,0.333,1,3,0.333,3.4,0,0,Jr,2-Jun,13,-0.361282,2019,44346,Loyola Marymount,0,1,2,0,1,0.5,0,0,0,0,0.21673,-7.20689,-4.48933,-2.71756
499,Eli Abaev,Austin Peay,OVC,29,65.9,104.5,16.9,50.6,52.62,10.2,22.4,7.1,17.8,60,106,0.566,87,170,0.512,0,2,0,2.8,1.7,61.6,Jr,8-Jun,14,1.16288,2020,67645,Florida Gulf Coast,0.739124764,69,115,18,55,0.6,0.327272727,7,7,1,2.44861,-0.669506,-0.644699,-0.0248069
500,Isiah Brown,Grand Canyon,WAC,29,71.5,102.6,17.5,50.7,54.18,2.2,13.3,11.3,15.8,42,52,0.808,61,124,0.492,33,94,0.351,0.5,1.3,23.9,Jr,2-Jun,1,1.21115,2020,44211,Weber St.,1.307692308,34,59,27,65,0.576271186,0.415384615,0,0,0,1.58147,-2.18994,-0.62496,-1.56498
501,David Sloan,Kansas St.,B12,32,48.5,90.2,19.5,45.3,46.92,1.1,7,26.4,23,28,51,0.549,52,110,0.473,13,48,0.271,0.8,2.2,32.3,Jr,Jun-00,4,0.684976,2020,71286,East Tennessee St.,1.595724401,42,76,10,34,0.552631579,0.294117647,1,1,1,2.06689,-0.378867,-1.02871,0.649847
502,Jalen Johnson,Louisiana Lafayette,SB,32,84.8,105.9,22.1,47.8,53.56,7,14.9,5,13.8,116,140,0.829,122,237,0.515,43,153,0.281,1.9,1.2,35.9,Jr,7-Jun,1,2.65201,2020,45313,Mississippi St.,0.403236108,84,139,40,100,0.604316547,0.4,3,4,0.75,2.45382,-0.22402,1.20582,-1.42984
503,Tre Wood,Massachusetts,A10,22,27.4,73,21.3,34.5,36.84,2,4.8,27.3,32.7,13,26,0.5,23,72,0.319,4,12,0.333,0.3,2.3,31,Fr,1-Jun,0,-0.769598,2019,66197,LIU Brooklyn,1.261903515,18,53,5,19,0.339622642,0.263157895,0,0,0,1.08356,-8.53356,-6.07683,-2.45674
504,Bryce Aiken,Harvard,Ivy,7,15.7,97.3,35.1,48.8,56.51,1.3,6.8,15.1,24,34,39,0.872,22,49,0.449,13,36,0.361,0,2.9,45.9,Sr,Jun-00,11,2.70452,2020,44711,Seton Hall,0.461540533,14,25,8,24,0.56,0.333333333,0,0,0,2.51115,1.0623,1.74877,-0.686465
505,Kobe Webster,Western Illinois,Sum,24,84.9,99.5,28.4,47.2,49.7,1.5,9.1,22.4,12.6,48,60,0.8,114,251,0.454,47,140,0.336,0.4,1.3,15.3,Jr,Jun-00,10,2.50158,2020,51453,Nebraska,1.722230247,57,119,57,132,0.478991597,0.431818182,0,0,0,1.19399,-1.79777,1.83654,-3.63431
506,Aanen Moody,North Dakota,Sum,7,8.4,87.4,20.9,51.5,52.22,1.2,11.4,8.2,24.1,2,3,0.667,4,6,0.667,9,28,0.321,0,1.7,8.8,So,3-Jun,10,0.2351,2020,66001,Southern Utah,0.8889,2,2,2,4,1,0.5,0,0,0,0.941823,-3.114,-1.12704,-1.98696
507,Charles Jones Jr.,Utah,P12,27,25.5,86,15.1,45.1,46,1.1,7.7,10,24.4,7,13,0.538,11,26,0.423,14,45,0.311,0,1.1,18.3,Jr,2-Jun,1,-0.211638,2019,66571,Portland St.,0.900094505,10,20,1,6,0.5,0.166666667,0,0,0,0.708793,-5.78722,-3.57184,-2.21538
508,Ferron Flavors Jr.,Cal Baptist,WAC,27,76.3,113.1,18.3,55.1,57.37,3.4,8.6,3.9,12.1,47,64,0.734,33,97,0.34,78,175,0.446,0.2,0.9,23.5,Sr,3-Jun,31,2.30305,2020,52096,Oklahoma St.,0.657937673,12,38,21,59,0.315789474,0.355932203,0,0,0,1.91042,0.635348,2.44622,-1.81087
509,Matthew Moyer,Vanderbilt,SEC,25,23.8,77.9,12.3,34.2,36.58,3.7,17.9,3.7,13.6,10,21,0.476,12,28,0.429,5,29,0.172,3.2,1.7,36.8,Jr,8-Jun,13,-0.635706,2020,49405,George Washington,0.666666667,11,22,1,6,0.5,0.166666667,3,3,1,1.10723,-4.31214,-4.77746,0.465312
510,Cavit Ege Havsa,Utah Valley,WAC,21,30.6,88.2,13.7,53.8,54.61,2.5,8.1,18,33.8,4,6,0.667,12,21,0.571,11,32,0.344,0.3,1.2,11.3,Jr,4-Jun,5,-0.406156,2020,46888,Rice,1.483858481,4,6,2,5,0.666666667,0.4,1,1,1,1.05608,-4.05455,-2.84977,-1.20478
511,Makhel Mitchell,Maryland,B10,10,5.3,104,11.8,50,50.51,13.6,24.7,5.6,22.9,2,4,0.5,4,8,0.5,0,0,0,6.6,1.8,50,Fr,10-Jun,22,0.183289,2020,71447,Rhode Island,0.666666667,3,6,1,2,0.5,0.5,1,1,1,0.922898,3.6978,-0.598431,4.29624
512,Hunter Dean,Southern Miss,CUSA,9,6.8,63,17.7,42.9,42.75,4.6,13.3,7.4,38.7,2,5,0.4,6,14,0.429,0,0,0,3.6,0.8,35.7,Fr,10-Jun,20,-0.689817,2020,71870,George Washington,0.214268877,5,6,1,8,0.833333333,0.125,4,5,0.8,0.822647,-6.86055,-6.57447,-0.286079
513,Jose Perez,Gardner Webb,BSth,20,57.2,94.7,28,37.7,44.75,4.1,16.1,24.2,15.1,90,124,0.726,65,174,0.374,23,90,0.256,0.9,1.6,47,So,5-Jun,5,1.7388,2020,65566,Marquette,1.631595199,38,81,26,92,0.469135802,0.282608696,0,0,0,2.538,-1.39816,0.254565,-1.65273
514,Nysier Brooks,Cincinnati,Amer,35,56.7,116.6,18.7,53.5,56.81,13.8,19.4,3.5,12.8,84,133,0.632,99,185,0.535,0,0,0,8.4,1,71.9,Jr,11-Jun,33,2.4147,2019,46727,Miami FL,0.451620187,66,103,33,82,0.640776699,0.402439024,28,33,0.848484848,3.08998,3.38981,0.751579,2.63823
515,Caleb Daniels,Tulane,Amer,30,82.1,101.1,26.4,50.5,54.12,4.5,12.1,23.1,17.8,112,163,0.687,127,255,0.498,47,136,0.346,0.9,1.3,41.7,So,4-Jun,10,2.82937,2019,50797,Villanova,1.151149405,75,138,52,117,0.543478261,0.444444444,12,14,0.857142857,2.65636,1.34231,2.02236,-0.680044
516,Terrell Brown,Seattle,WAC,27,90,99.7,34,41.4,46.83,4.4,15.4,32.6,11.9,131,167,0.784,194,472,0.411,16,54,0.296,1.4,2.5,31.7,Jr,1-Jun,23,3.59278,2020,67778,Arizona,1.842103255,98,198,84,253,0.494949495,0.33201581,0,0,0,3.15772,3.83024,3.47398,0.356253
517,Kylia Sykes,UNC Greensboro,SC,32,22.7,99.5,10.8,52.6,52.63,6.7,8.8,9.4,28.1,4,8,0.5,14,22,0.636,4,16,0.25,3.6,3.3,21.1,Fr,5-Jun,0,-0.104315,2018,45913,Jackson St.,1.050052503,12,16,2,6,0.75,0.333333333,3,3,1,1.12596,-0.170239,-4.45803,4.28779
518,Travis Evee,VMI,SC,30,73.4,104.2,21.6,54.6,57.44,1.3,8.1,15.6,18.4,51,61,0.836,61,105,0.581,71,202,0.351,0.4,2.8,19.9,Fr,Jun-00,3,1.90456,2020,71206,Rice,1.258037045,47,73,14,32,0.643835616,0.4375,0,0,0,1.9894,0.555197,1.14338,-0.58818
519,Cormac Ryan,Stanford,P12,24,54.9,95.8,17.2,45.7,48.37,1.4,11.9,11.9,18,28,38,0.737,17,43,0.395,49,155,0.316,0.5,2,19.2,Fr,5-Jun,23,0.704813,2019,65941,Notre Dame,1.184235458,11,23,6,20,0.47826087,0.3,0,0,0,3.06816,0.324424,-1.1196,1.44403
520,Noah Fernandes,Wichita St.,Amer,21,16.4,69.2,15.8,31.7,33.8,1.6,7.1,22.4,35,3,4,0.75,4,19,0.211,6,22,0.273,1.1,3.6,9.8,Fr,11-May,11,-0.613992,2020,70931,Massachusetts,1.299979,1,7,3,12,0.142857143,0.25,0,0,0,1.30104,-2.80922,-5.81861,3.0094
521,Takal Molson,Canisius,MAAC,32,80.6,102.3,28,48.8,53.98,6.3,13.9,13.5,16.4,135,179,0.754,121,212,0.571,55,205,0.268,1,2.3,42.9,So,5-Jun,15,2.60505,2019,51573,Seton Hall,0.768312195,91,139,30,73,0.654676259,0.410958904,8,9,0.888888889,2.20906,0.5188,2.57988,-2.06108
522,Mac McClung,Georgetown,BE,21,44.1,104.5,29,44.9,50.77,3.1,9.4,19.5,12.6,81,101,0.802,78,181,0.431,31,96,0.323,0.8,2.9,36.5,So,2-Jun,2,3.3149,2020,65519,Texas Tech,1.37839832,35,68,43,113,0.514705882,0.380530973,1,1,1,2.67815,4.60076,3.82485,0.775915
523,Marco Smith,UMKC,WAC,28,40.3,97.3,16.1,51.4,53.89,2.3,13.4,10.3,18.7,21,30,0.7,42,79,0.532,10,32,0.313,2.7,2.7,27,Fr,2-Jun,1,0.306975,2018,50542,Nebraska Omaha,1,21,47,18,28,0.446808511,0.642857143,0,1,0,1.40393,-0.00604036,-1.29064,1.2846
524,Deon Stroud,UTEP,CUSA,21,15.6,84.3,27.2,45.6,49.49,4.4,5.6,5.4,21.2,18,27,0.667,22,40,0.55,6,28,0.214,3.7,1,39.7,Fr,5-Jun,5,0.168355,2020,65995,Fresno St.,0.181847933,14,19,8,21,0.736842105,0.380952381,5,5,1,0.803471,-5.12423,-3.69572,-1.42851
